1bcj,3.70
1bm7,7.52
1c2t,6.59
1c3e,6.59
1dar,4.96
1ebg,10.82
1eoc,6.05
1f73,2.39
1f74,3.05
1f8b,5.40
1f8c,7.40
1f8d,3.40
1f8e,4.82
1fo0,5.59
1hn4,3.82
1hp5,6.55
1hsl,7.19
1i1e,5.03
1i8i,7.66
1ivp,7.52
1k6c,7.48
1k6p,7.36
1k6t,7.62
1k6v,6.92
1kug,3.80
1kui,3.77
1kuk,3.91
1lan,7.22
1lcp,6.64
1nwl,2.39
1o1s,7.31
1o2r,5.21
1o35,5.00
1o3l,6.54
1o5r,8.12
1qk3,5.15
1qk4,4.21
1qxl,7.96
1qyg,6.85
1sbr,5.00
1tjp,4.42
1u0g,6.15
1ugw,3.09
1uml,7.52
1v7a,8.01
1vso,4.72
1xr8,6.70
1xug,7.05
1y3v,5.64
1y3x,5.14
1yp9,5.11
1ype,8.10
1ypg,8.00
1ypj,7.02
223l,3.40
2ate,7.07
2b1g,6.64
2b1i,6.82
2b9a,8.05
2bo4,4.61
2buv,4.00
2ce9,6.03
2e1w,7.96
2e27,9.35
2e2p,4.74
2f7i,7.10
2fle,7.85
2fmb,8.70
2fxs,6.06
2g9q,6.40
2gh9,6.00
2gj5,8.32
2h21,6.54
2hah,8.00
2haw,4.92
2hmu,7.70
2hmv,7.70
2i19,7.80
2i6b,7.17
2igv,2.23
2iw4,9.30
2j62,11.34
2j94,6.27
2j95,8.40
2jf4,8.15
2jfh,3.06
2jg0,7.82
2nnd,6.06
2oiq,5.00
2ot1,4.00
2oxn,7.44
2p15,10.30
2p3i,3.48
2p53,7.46
2ptz,7.82
2pvu,6.31
2py4,6.70
2pyy,4.60
2q2a,7.41
2q7q,5.30
2q7y,4.30
2q8m,4.03
2qpq,6.37
2qw1,3.90
2r58,2.00
2ra6,4.52
2rfy,5.22
2uwl,8.40
2uxi,7.30
2uy3,3.22
2uy4,4.68
2uy5,5.49
2uyn,2.70
2uyq,5.68
2v25,5.72
2v2q,4.15
2v2v,4.07
2v57,7.10
