1bju,4.80
1bjv,5.54
1c1r,7.63
1c5p,4.68
1c5q,6.36
1c5s,6.00
1c5t,4.10
1ce5,4.74
1eb2,6.01
1f0t,6.00
1f0u,7.16
1g36,7.17
1g3b,5.74
1g3c,5.80
1g3d,5.55
1g3e,5.38
1ghz,4.80
1gi1,5.47
1gi4,7.19
1gj6,7.00
1h4w,4.66
1j14,4.49
1j16,3.84
1j17,5.22
1k1i,6.58
1k1j,7.55
1k1l,6.90
1k1m,7.40
1k1n,6.82
1o2h,7.17
1o2j,6.92
1o2n,6.09
1o2o,6.36
1o2q,7.68
1o2s,5.47
1o2w,5.85
1o2x,5.85
1o2z,6.11
1o30,6.77
1o33,5.74
1o36,5.96
1o38,6.82
1o3d,7.13
1o3f,7.96
1o3h,7.30
1o3i,7.30
1o3j,6.77
1o3k,6.77
1oss,4.79
1oyq,6.96
1ppc,6.16
1pph,5.92
1qb1,6.77
1qb6,6.06
1qb9,7.44
1qbn,5.85
1qbo,7.74
1ql7,5.00
1ql9,5.35
1tng,2.93
1tnh,3.37
1tni,4.00
1tx7,4.60
1utj,3.84
1utl,2.47
1utm,3.01
1utn,3.49
1uto,2.27
1v2j,3.25
1v2k,6.19
1v2l,4.29
1v2n,5.90
1v2o,4.73
1v2q,4.13
1v2r,3.55
1v2s,4.17
1v2t,4.71
1v2u,3.37
1v2w,4.01
2bza,2.80
2fx6,3.70
2j9n,4.70
2tpi,4.31
