pbindaff,gauss1_inter,gauss2_inter,repulsion_inter,hydrophobic_inter,hydrogenbonding_inter,gauss1_intra,gauss2_intra,repulsion_intra,hydrophobic_intra,hydrogenbonding_intra,flexibility,PDB
2.0000,66.7927,1107.9187,3.4645,0.0000,7.4270,12.8752,89.1619,0.1946,0.0000,0.0000,0.1111,3c2f
2.0000,43.5770,367.1806,1.0974,10.1662,2.5198,4.2138,19.3924,0.0000,0.0000,0.0000,0.1176,2r58
2.0000,43.9476,693.6266,1.3550,13.5774,3.6767,4.1101,18.1334,0.6104,1.0000,1.0000,0.2500,3g2y
2.0500,63.4545,1199.2640,0.9665,0.0000,2.0511,9.9108,86.5522,0.3510,0.0000,0.8386,0.0909,1jfh
2.0600,46.8872,557.1406,1.6704,1.1210,3.5045,3.1354,4.3102,0.0038,0.0000,0.0000,0.1667,1qq9
2.0700,59.9691,798.9779,0.9613,19.0836,0.8329,0.8584,27.1739,0.0000,0.9142,0.0000,0.3333,3ao4
2.1200,60.6436,1139.5165,1.5907,2.5647,3.2956,20.7805,80.8783,0.7218,0.0000,1.8238,0.1053,2w8w
2.1700,70.9806,729.8325,1.3446,44.0542,2.3942,4.1646,39.6394,0.2693,4.4613,0.0000,0.2222,3gqz
2.2100,37.3760,676.0764,0.9209,4.8038,1.7894,0.0000,0.0000,0.0000,0.0000,0.0000,0.3333,1x8d
2.2200,63.6776,813.6851,4.8566,6.6552,4.3567,0.0000,0.0000,0.0000,0.0000,0.0000,0.2857,2aac
2.2200,109.9750,1677.7988,8.5848,31.2878,7.6386,9.9632,111.3240,1.3781,1.5052,0.0000,0.1250,1m0n
2.2200,114.0983,1298.4347,2.6507,0.0000,6.9514,20.1633,122.9017,0.0643,0.0000,0.0000,0.0370,1icj
2.2300,41.5477,646.6307,0.5079,0.4317,1.0400,8.2008,15.6646,0.2697,0.0000,0.5964,0.2000,2igv
2.2300,69.6321,931.5404,1.6093,19.4387,0.7044,1.7031,31.3813,0.1094,0.0000,0.0000,0.4000,3ao5
2.2300,35.5622,635.3054,1.0340,16.3669,3.3396,4.3103,9.5083,0.0000,0.0000,0.0000,0.2500,1ajp
2.2300,51.8310,833.5499,3.3976,0.0000,4.7947,0.5765,3.7940,0.2424,0.0000,0.7034,0.2500,3i3b
2.2600,48.9897,675.0307,0.3292,11.3058,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6667,3ao1
2.2600,29.4474,398.5839,0.9214,0.0000,2.2195,2.9545,1.5783,0.0082,0.0000,0.0000,0.3333,1ew8
2.2800,55.9413,767.0663,2.9053,24.7372,0.2909,2.4405,9.5335,0.0116,0.0000,0.0000,0.3333,3ip8
2.3000,54.2107,750.4351,1.7115,4.7294,3.1745,2.6870,23.5446,0.0000,0.0000,0.0000,0.1429,3dyo
2.3000,39.2503,652.0718,0.8301,25.2076,2.1217,2.6000,8.6978,0.0415,0.0000,0.0000,0.2857,3pcg
2.3100,108.5136,1605.5315,10.6701,15.2997,10.2990,12.5439,105.3538,0.8284,1.5222,0.7084,0.1000,1m0o
2.3500,31.7289,680.5887,0.9927,15.1555,2.1821,9.6969,19.0630,0.3019,0.0000,0.0000,0.2857,3gtc
2.3600,43.6202,649.0249,1.7563,14.3265,4.0905,2.7755,18.7714,0.0423,0.0000,0.0000,0.3333,3g2z
2.3700,45.3801,799.4912,1.5013,0.0000,3.6009,16.6852,80.5441,0.6133,0.0000,0.0000,0.1538,6rnt
2.3800,186.2108,2306.7312,7.0280,47.0769,12.1775,15.9301,156.4337,0.9507,1.4802,0.0000,0.0714,3f6e
2.3900,57.9363,1105.0886,3.1325,3.7164,8.1652,29.0820,64.5889,0.7232,0.1967,1.3647,0.0741,1f73
2.4000,61.1791,1167.1719,2.7320,2.5819,5.1498,4.4084,43.1136,1.1221,0.0000,0.7439,0.2000,3l7b
2.4400,36.9231,309.8931,0.7988,0.0000,1.8829,1.9391,0.6527,0.0000,0.0000,0.0000,0.2000,1oba
2.4400,78.6354,1203.7124,3.0489,4.1013,3.4030,3.6302,49.4468,1.2169,0.0000,1.8770,0.2222,3l7c
2.4400,64.2910,856.5263,1.6206,0.0000,3.3214,3.1108,30.1349,0.0000,0.0000,0.0000,0.2857,2i2b
2.4600,75.7397,1149.7908,3.2320,3.8367,3.9387,4.7788,43.2635,0.3508,0.0000,0.0000,0.2222,3l79
2.4700,39.6342,596.2073,0.4761,5.6652,0.7693,2.6641,6.8881,0.0033,1.3862,0.0000,0.2222,1utl
2.4700,34.0208,533.2949,1.9410,5.8608,5.0441,4.2492,1.8064,0.0022,0.0000,0.0000,0.3333,1tok
2.4800,49.9735,423.9298,0.1359,42.5449,0.0000,0.2939,2.4275,0.0000,0.0000,0.0000,0.5000,1gyx
2.5000,55.9059,754.4405,1.4463,29.4091,0.1313,1.8555,12.0798,0.0431,0.0000,0.0000,0.2500,1ai4
2.5100,51.8765,836.6718,0.7252,16.0122,1.4382,6.4100,38.6613,0.3364,1.0000,0.5978,0.2500,3g30
2.5200,117.0725,1614.8947,6.5785,0.0000,10.2666,11.7578,124.3405,0.8573,0.0000,0.0000,0.1250,3bf1
2.5200,32.8204,700.0657,2.2261,8.5289,4.6573,4.1435,18.1927,0.4534,1.0000,0.9619,0.2500,3gr2
2.5500,77.2450,1341.1295,1.5392,0.0000,2.5935,26.2860,160.3491,1.1392,0.0000,1.4907,0.0952,1kf0
2.5500,39.4190,644.2900,0.2369,6.8044,0.5579,0.4931,12.9348,0.0000,0.7532,0.0000,0.3333,3ovn
2.5700,60.3348,1278.0372,2.2144,0.0000,4.5506,11.9204,76.5122,1.4172,0.0000,3.1606,0.1111,1gwv
2.5700,38.4290,633.8255,0.5839,5.6935,1.2425,0.3537,8.3039,0.0000,0.0000,0.0000,0.2857,3kgp
2.5900,55.3093,823.2216,1.1846,27.1473,1.2632,8.1905,27.1917,0.1072,1.5964,0.0000,0.2857,3gvb
