pbindaff,gauss1_inter,gauss2_inter,repulsion_inter,hydrophobic_inter,hydrogenbonding_inter,gauss1_intra,gauss2_intra,repulsion_intra,hydrophobic_intra,hydrogenbonding_intra,flexibility,PDB
2.0000,49.4545,708.9071,4.5607,10.1219,5.3214,3.8193,18.0899,0.2434,1.0000,0.5408,0.3333,3g2y
2.0000,54.9992,768.0589,5.7005,31.0116,2.3437,2.2455,8.9254,0.0000,0.0000,0.0000,0.2857,3pce
2.0500,53.4586,1053.9083,1.6311,0.0000,2.9499,11.6388,87.3944,0.3081,0.0000,0.0000,0.1000,1jfh
2.0600,56.3336,616.9017,4.3959,1.3869,5.8460,2.1213,5.3511,0.1170,0.0000,0.0000,0.1818,1qq9
2.1200,42.2973,660.0922,3.0085,8.7383,3.3582,2.6548,10.7619,1.0747,0.7956,1.0000,0.3333,3gv9
2.1600,60.0281,726.1373,5.9705,0.0000,5.2023,1.3862,9.8120,0.8755,0.0000,1.6657,0.1818,4tim
2.1700,54.8079,748.6750,3.3857,37.2826,0.9613,4.3933,38.9717,0.0937,4.4367,0.0000,0.2500,3gqz
2.2100,37.3397,696.2490,3.0486,8.8457,4.4250,0.0000,0.0000,0.0000,0.0000,0.0000,0.4000,1x8d
2.2200,75.3002,1259.5542,2.8927,0.0000,1.6591,19.0488,131.5487,1.5624,0.0000,0.0000,0.0370,1icj
2.2200,119.4536,1670.6674,10.4229,26.0082,9.3655,10.4979,115.5788,1.0200,2.2081,1.0000,0.1333,1m0n
2.2200,64.2255,797.1244,3.2436,12.9560,5.4883,0.0000,0.0000,0.0000,0.0000,0.0000,0.3333,2aac
2.2300,53.6159,770.4449,2.0653,21.2198,1.4426,2.0566,9.3272,0.8177,0.0000,0.0000,0.2500,1ajp
2.2600,53.7309,477.8781,11.3842,0.0000,3.7717,1.4362,1.4286,1.8089,0.0000,0.0000,0.3333,1ew8
2.2700,41.0500,572.6500,0.7622,6.2835,1.3651,0.5392,4.3393,0.0000,0.0000,0.0000,0.2857,1uto
2.2800,91.1199,979.8383,7.1719,0.0000,10.0943,1.0378,5.5109,0.5246,0.0000,0.7682,0.2500,1ps3
2.2800,68.4162,764.8411,6.0142,19.2935,6.4380,1.7578,10.2665,0.1557,0.0000,0.0000,0.3333,3ip8
2.3000,53.1292,908.2697,3.2866,10.2322,5.2263,2.4014,23.0407,0.2054,0.0000,0.0854,0.1667,3dyo
2.3000,56.0236,791.1844,8.9142,32.4915,3.6043,2.6015,8.2399,0.0149,0.0000,0.0000,0.2857,3pcg
2.3100,112.7696,1581.8258,8.2204,22.9745,8.5803,9.9555,102.4792,1.2015,2.1600,1.0867,0.1176,1m0o
2.3500,65.0744,776.7975,5.8332,0.0000,8.8769,8.0040,74.6934,0.1621,0.0000,0.0000,0.1111,1qi0
2.3500,51.9417,608.8994,2.8458,19.6640,1.0000,8.1494,19.6459,1.0483,0.0000,0.0000,0.2857,3gtc
2.3600,38.3091,582.1671,2.8476,12.3457,3.4712,1.5489,18.8259,0.5800,0.0000,0.0000,0.3333,3g2z
2.3700,71.1773,885.3485,5.0355,0.0000,4.6570,11.1166,84.2684,0.0071,0.0000,0.0000,0.1538,6rnt
2.3800,187.5235,2302.6523,10.2689,49.3285,12.7208,17.5951,160.4754,1.4119,1.8523,0.0000,0.0714,3f6e
2.4400,31.5293,281.6779,0.6182,0.0000,0.1762,1.5083,0.5881,0.0825,0.0000,0.0000,0.2857,1oba
2.4400,68.3868,900.4979,3.7401,0.0000,5.5380,3.2871,30.0610,0.0000,0.0000,0.0000,0.2857,2i2b
2.4700,42.8631,495.1980,3.0328,6.4754,5.8633,3.5329,1.9808,0.4054,0.0000,0.0000,0.3333,1tok
2.4700,46.3200,590.2482,1.2988,8.4041,1.3726,0.8921,8.0516,0.0867,1.2426,0.0000,0.2222,1utl
2.4800,60.3248,446.8197,1.3062,39.4297,1.2277,0.4406,2.4399,0.0000,0.0000,0.0000,0.5000,1gyx
2.5000,51.2891,767.1401,2.1198,28.0624,1.3252,1.2394,11.0289,0.3026,0.0000,0.0000,0.2500,1ai4
2.5100,70.6193,846.6058,5.2349,12.9717,4.3992,5.0987,38.0501,1.8800,1.1621,1.0000,0.2500,3g30
2.5200,79.8478,1043.0258,4.8896,0.0000,5.2873,9.7792,89.2157,0.2882,0.0000,0.0000,0.1250,3bf1
2.5200,38.7952,602.7247,1.4662,9.6498,1.5492,4.0155,18.2573,0.6405,1.0000,0.0000,0.3333,3gr2
2.5400,159.0588,2644.0483,16.7489,6.2311,16.5864,49.4623,356.9286,1.0514,2.0000,0.3784,0.0476,2qv4
2.5500,81.4102,1291.5516,2.5225,0.0000,5.0145,15.5914,133.9283,0.3878,0.0000,0.0000,0.0952,1kf0
2.5700,66.1745,954.7536,1.7160,0.0000,3.9134,7.6233,76.6535,0.8161,0.0000,1.0271,0.1111,1gwv
2.5700,49.3099,691.0060,1.4653,3.7396,1.1653,0.7786,8.3226,0.0000,0.0000,0.0000,0.2857,3kgp
2.5900,85.3446,1000.4905,3.5852,23.6237,4.4927,6.8550,27.0552,0.4620,1.6076,0.0000,0.2857,3gvb
2.6000,44.1875,396.8347,0.5092,18.7268,0.5763,1.5319,14.6025,0.0000,0.0000,0.0000,0.1333,2r5a
2.6300,49.5433,842.2430,2.0193,32.5899,1.0000,3.9032,16.1873,0.3670,0.0000,0.0000,0.2500,1ajn
2.6600,124.0071,1708.3837,7.8662,0.0000,7.8564,17.4171,142.5282,1.2502,0.0000,0.0000,0.1000,3a1e
2.6800,59.3048,807.9192,6.0985,0.0000,11.3189,0.7032,25.0738,0.0000,0.0000,0.0000,0.1818,1o8b
