pbindaff,gauss1_inter,gauss2_inter,repulsion_inter,hydrophobic_inter,hydrogenbonding_inter,gauss1_intra,gauss2_intra,repulsion_intra,hydrophobic_intra,hydrogenbonding_intra,flexibility,PDB
9.3000,67.6847,612.0696,9.4605,0.0000,13.8883,0.7449,3.4473,0.3163,0.0000,0.0000,0.3333,2iw4
4.4500,124.9612,1261.3387,7.1825,26.6791,8.6894,1.0017,28.3587,0.0000,1.6242,0.0000,0.1000,2wbg
6.0800,118.8333,1278.0452,6.9209,26.2191,8.6242,1.0854,30.8385,0.0000,1.3238,0.0000,0.1000,2wc3
5.2900,121.6889,1250.7882,8.0509,24.7143,8.9232,1.0115,28.6373,0.0000,1.2414,0.0000,0.1000,2wc4
6.1000,137.6372,1782.1802,8.5928,18.3187,13.4003,12.8015,97.5806,1.1566,0.5979,1.0721,0.1000,2yay
5.1400,100.9993,1352.9170,3.2587,18.0111,6.4626,3.0233,56.6463,0.3255,0.7026,0.0000,0.1818,2yaz
3.8500,81.9498,1146.0947,2.4264,17.0949,4.3711,3.8572,27.7181,0.2221,0.8370,0.0000,0.2500,2yb0
4.1500,58.5223,1137.2277,3.7295,0.0000,7.6717,11.8602,67.8041,0.2906,0.0000,0.0000,0.1176,2xg9
7.2600,68.5484,658.1843,4.8173,10.6967,7.3762,0.0000,0.0000,0.0000,0.0000,0.0000,0.4000,2xib
7.2000,121.7917,1423.5336,7.2055,24.1704,8.4092,5.3361,82.5466,1.0778,0.0000,1.0000,0.1818,2xii
8.3400,139.7579,2530.4500,8.1621,91.2443,6.0118,47.7470,329.3798,1.1166,6.5662,0.0000,0.0513,2xye
8.4400,126.2868,2503.3550,6.4846,71.3456,5.4576,51.5037,325.1466,1.1751,3.7704,0.0000,0.0513,2xyf
6.4000,89.6303,1449.0988,1.6547,58.5757,1.9350,36.8918,281.4268,3.0954,41.6280,0.2643,0.0741,2y8c
6.6300,68.7792,1311.1832,1.1701,55.7541,1.0000,7.8501,87.9092,2.2943,7.2848,1.0000,0.1176,2yfe
8.1200,90.2493,1349.1387,2.1467,20.7666,2.1156,7.9397,78.7206,0.8986,7.8288,0.8253,0.2000,2yi0
8.3200,85.3592,1360.5658,2.5266,21.2399,2.2449,8.2466,81.4641,1.0022,9.5746,0.8166,0.1667,2yi7
3.9200,167.4309,2534.1558,5.7498,20.9833,8.7139,34.5300,267.4210,2.5805,0.9569,1.6630,0.0408,2yim
2.7800,35.8855,390.8503,0.7008,40.0708,0.0000,0.8393,1.1121,0.0000,0.0000,0.0000,0.2500,2yiv
3.1600,78.0583,907.4813,3.8389,28.2853,4.8267,2.3786,9.3213,0.0000,0.0000,0.0000,0.2500,2ymd
7.6600,69.0271,1096.0402,1.3860,34.9524,0.0000,7.7890,63.1061,0.9166,0.0000,0.8032,0.3333,2yme
2.9200,56.9577,634.2423,5.0850,0.0000,7.4050,3.5929,71.3973,1.0704,0.0000,0.9487,0.1111,3alt
2.9600,113.2804,1304.9757,5.5958,0.0000,6.2706,5.9937,74.7136,0.0223,0.0000,0.0000,0.1538,3dhv
4.7200,105.4794,980.2292,1.8858,64.1859,0.0000,1.8757,31.3397,0.0000,2.6342,0.0000,0.3333,3ebo
5.9100,104.8070,1204.5577,1.7903,68.1384,0.0000,7.9533,116.1534,1.8791,7.0713,1.0000,0.2222,3ebp
8.8900,109.2147,1963.5620,6.2202,49.3922,4.2022,25.6760,212.3297,1.2420,1.0108,0.0000,0.0714,3ekp
10.5900,117.5438,2119.8264,8.2003,45.2590,6.1182,35.0614,230.0847,1.4194,8.0727,0.0000,0.0714,3ekt
9.4100,116.5820,1955.8181,3.8253,58.7790,4.3134,26.3036,210.0565,1.0255,0.3379,0.0000,0.0714,3ekv
7.9600,135.8555,2565.1880,5.4421,80.6700,7.1177,59.6954,379.6387,2.5033,4.4995,0.0000,0.0513,3ekw
9.4100,122.7879,2163.4915,3.6665,67.5099,3.4022,27.8724,265.7233,0.9621,10.9205,0.0000,0.0870,3ekx
9.6400,127.5405,2442.3328,4.5593,80.7259,6.7784,65.6705,375.6655,3.7723,3.5129,0.0000,0.0513,3el1
7.1700,136.2969,2401.5056,4.1233,72.3321,6.2411,36.2255,355.8784,0.5959,6.6548,0.0000,0.0690,3el4
7.7200,126.8542,2168.8987,4.5509,59.2241,4.1201,23.6000,253.5482,0.6465,9.9801,0.0000,0.0833,3el5
8.4000,133.6285,2528.2119,4.3725,76.9974,6.6386,70.0070,379.0576,2.4248,4.2592,0.0000,0.0513,3el9
5.4300,43.8434,657.4783,3.3245,0.0000,2.2692,3.1938,4.6087,0.0982,0.0000,0.6086,0.2000,3ng4
6.4900,122.8030,1904.8885,6.7257,11.4089,3.6140,18.4502,138.2933,3.9523,0.2856,1.2384,0.0690,3nw3
3.4800,69.8684,869.8256,4.1786,15.7285,1.9339,0.6807,7.7297,0.0000,0.0000,0.0000,0.5000,3nyd
7.6200,195.9716,3051.6196,16.0565,36.0024,8.7641,33.9879,348.8345,3.9224,10.2914,0.5818,0.0299,3o4k
6.6800,85.7482,1107.1724,8.3999,0.0000,10.5442,3.2993,28.5570,1.3400,0.0000,1.4914,0.1429,3o75
5.6800,69.5035,1229.3923,3.5784,25.1205,1.7393,4.4089,35.4224,0.3289,1.5774,0.0000,0.2000,3oil
6.7400,54.9272,1150.5226,3.1734,51.2814,1.7698,7.7132,30.1173,0.8519,1.9812,0.0000,0.2000,3oim
6.3600,60.4129,1218.7019,4.9121,57.8426,1.8091,7.6099,29.5683,1.1487,1.9896,0.0000,0.2222,3oku
6.2300,74.0420,1334.9958,3.0132,27.3239,1.6114,5.4819,35.2667,0.4709,1.9069,0.0000,0.2222,3okv
9.1900,126.6235,1372.2273,8.7942,11.0339,10.6405,5.0312,65.3053,0.2746,1.0000,0.0000,0.1176,3ozg
4.4800,92.6639,1339.7186,2.2007,48.5558,2.6531,19.8720,108.0414,0.7090,2.6243,0.2949,0.1333,3p17
7.2500,63.4409,1175.3319,2.4488,34.1648,2.2224,7.1424,55.0358,1.4083,5.6896,1.0000,0.2000,3p3r
7.5900,60.0200,1076.2198,3.1046,27.3967,2.8284,3.3285,39.4157,1.7610,0.0000,0.0000,0.2500,3p3s
7.2400,67.6921,1071.6216,2.9653,41.9173,1.9361,4.2545,40.8724,0.0022,3.7927,0.0000,0.1667,3p3t
9.2800,163.5346,1992.0526,4.6080,48.1147,4.4677,35.2685,375.4686,2.0955,7.6552,0.1694,0.0667,3p8n
8.7200,140.1801,1917.6277,4.6273,45.0353,4.8753,31.0134,359.5472,1.5387,6.9147,0.0509,0.0667,3p8o
5.7400,87.0105,970.1774,2.7112,22.2104,1.0329,5.0525,67.4645,0.2424,0.3490,0.0000,0.1111,3pb7
5.2400,46.8982,610.9849,3.5043,9.7957,2.0756,1.7228,13.5033,0.0191,0.6190,0.0000,0.2500,3pb8
6.5800,65.5882,747.1315,2.9120,34.2925,1.0000,2.9823,13.6460,0.1055,0.0000,0.0000,0.3333,3pb9
7.0200,88.3217,976.8259,2.2765,21.4948,1.0000,6.4695,66.9016,0.3668,0.4677,0.0000,0.1053,3pbb
