pbindaff,gauss1_inter,gauss2_inter,repulsion_inter,hydrophobic_inter,hydrogenbonding_inter,gauss1_intra,gauss2_intra,repulsion_intra,hydrophobic_intra,hydrogenbonding_intra,flexibility,PDB
9.3000,69.5149,608.6163,5.8409,0.0000,11.2246,2.3387,3.4587,0.0166,0.0000,0.0000,0.3333,2iw4
4.4500,64.0905,1344.6267,1.0051,28.1214,1.5446,4.4206,31.4559,0.0217,5.8480,0.0000,0.1000,2wbg
6.0800,113.6051,1389.9570,4.8762,28.4793,8.2981,8.2367,54.6260,0.0222,5.7162,0.0000,0.1000,2wc3
5.2900,67.7142,1298.7964,2.2963,32.6242,4.7200,5.6382,60.5755,0.0000,2.7450,0.0000,0.1000,2wc4
6.1000,112.9593,1591.6453,5.0918,9.4061,7.9385,17.4779,93.4315,2.3858,0.8030,2.5243,0.1000,2yay
5.1400,86.2976,1227.1356,3.4378,8.0147,5.3748,6.1121,48.2356,0.0128,1.0000,0.0000,0.1818,2yaz
3.8500,77.5368,977.9888,4.7728,3.5887,6.5639,7.9792,26.2934,0.8743,0.7657,0.6536,0.2500,2yb0
4.1500,48.4216,1137.9550,1.8933,0.0000,4.4070,13.7689,68.5788,0.7592,0.0000,2.2910,0.1176,2xg9
7.2600,66.5401,652.8264,3.5399,10.8250,7.5797,0.0000,0.0000,0.0000,0.0000,0.0000,0.4000,2xib
7.2000,99.0080,1265.2213,4.8668,19.9745,8.9702,5.2339,83.5930,0.0603,0.0000,0.3264,0.1818,2xii
8.3400,138.6899,2566.0215,3.8460,98.1983,5.1304,37.8592,321.8538,0.9620,7.6690,0.2865,0.0513,2xye
8.4400,129.3550,2546.5444,2.8825,82.8011,4.3490,40.1804,320.0344,1.0342,4.6847,0.3295,0.0513,2xyf
6.4000,104.7761,1566.8486,1.9346,61.1486,3.2707,36.0698,252.6760,1.5594,41.3735,0.0000,0.0741,2y8c
6.6300,77.9184,1303.8729,0.5198,52.8301,0.6334,17.1598,89.7594,0.2327,10.0520,0.4699,0.1176,2yfe
8.1200,91.6975,1359.8379,2.0808,24.0201,2.2614,8.9026,81.4321,0.2112,7.2231,0.4406,0.2000,2yi0
8.3200,86.6615,1362.7855,1.4286,23.3729,1.6001,8.9210,86.4274,0.3930,8.6909,0.6755,0.1667,2yi7
3.9200,103.7814,1795.7009,4.5773,19.8930,10.1090,75.5785,524.7253,1.6647,1.3429,2.7669,0.0408,2yim
2.7800,38.0654,411.0066,0.2213,29.3057,0.0000,0.0393,1.6830,0.0000,0.0000,0.0000,0.2500,2yiv
3.1600,67.2125,907.4979,3.4361,27.0906,0.8811,1.1351,10.4654,0.0000,0.0000,0.0000,0.2500,2ymd
7.6600,92.7505,1291.2660,3.1179,70.1422,0.1761,8.1667,62.4935,0.8001,0.8027,0.7884,0.3333,2yme
2.9200,51.7861,730.9742,2.3052,0.0000,6.1608,6.1064,64.7001,0.5198,0.0000,1.7294,0.1111,3alt
2.9600,78.3060,1232.0394,1.8817,0.0000,3.4079,10.5153,65.7723,0.8716,0.0000,1.5806,0.1538,3dhv
4.7200,91.6832,854.9842,1.1943,47.5634,0.3395,1.0539,32.0341,0.0000,2.2958,0.0000,0.3333,3ebo
5.9100,81.8331,922.7362,1.6628,75.6173,1.0651,6.4238,116.8562,0.9949,4.7219,0.8191,0.2222,3ebp
8.8900,112.9032,1943.2660,3.7813,72.3201,3.9024,33.8370,208.6378,1.7684,4.2438,1.1070,0.0714,3ekp
10.5900,136.3408,2134.2036,4.7868,54.1833,4.8622,52.8129,250.0599,2.4919,19.8562,0.0000,0.0714,3ekt
9.4100,122.8174,1956.4669,3.4834,62.7659,4.7928,24.8937,207.3133,0.3580,0.3154,0.0000,0.0714,3ekv
7.9600,144.0658,2576.9319,2.6471,90.9447,4.3546,51.8689,364.9671,1.2008,6.9468,1.1113,0.0513,3ekw
9.4100,130.9438,2159.9102,2.3504,66.7487,2.9839,28.3099,257.7468,0.7211,9.6354,0.0000,0.0870,3ekx
9.6400,123.5983,2472.9138,3.1502,81.2108,5.6065,62.2337,375.4417,1.4331,4.2116,0.0000,0.0513,3el1
7.1700,126.7696,2152.2747,3.5837,75.8622,5.2274,41.1252,357.5087,1.7243,15.1298,0.4816,0.0690,3el4
7.7200,130.9488,2156.5493,3.1035,52.8950,3.5229,28.5001,247.1591,0.4664,11.8932,0.0000,0.0833,3el5
8.4000,140.1402,2556.1326,3.1534,87.4414,5.6641,64.0408,381.4906,1.1142,5.2904,0.0000,0.0513,3el9
5.4300,46.5998,663.6685,2.1008,0.0000,5.3133,2.1552,4.2934,0.5731,0.0000,1.6831,0.2000,3ng4
6.4900,114.1567,1966.2272,4.0071,10.7737,6.9970,33.1767,250.3878,1.7015,1.6008,2.8719,0.0690,3nw3
3.4800,75.8941,899.7814,3.3626,16.1677,0.4485,0.6455,7.7341,0.0000,0.0000,0.0000,0.5000,3nyd
7.6200,192.3330,3014.5427,4.7287,52.1823,6.6598,46.1413,366.2539,1.0395,22.0136,1.2883,0.0299,3o4k
6.6800,82.1751,1113.9072,5.5792,0.0000,11.2045,9.2295,27.4829,0.3374,0.0000,1.1113,0.1429,3o75
5.6800,75.2531,1245.9830,2.5544,28.8701,2.3951,6.2009,37.2571,0.1242,2.1282,0.0000,0.2000,3oil
6.7400,67.4328,1149.8284,1.7683,62.7953,2.5232,8.0661,31.4123,0.4410,1.9828,0.0000,0.2000,3oim
6.3600,72.2324,1220.2719,3.2820,69.5499,3.5406,6.6071,30.7566,0.5523,1.8967,0.0000,0.2222,3oku
6.2300,64.4751,1223.2236,1.3590,24.6190,2.6497,9.0415,38.3039,0.3615,1.6404,0.0000,0.2222,3okv
9.1900,101.2631,1433.5854,2.8823,6.7067,6.9209,6.8985,63.3232,0.1728,0.3121,0.4518,0.1176,3ozg
4.4800,75.5202,1091.6349,0.7113,44.5008,0.4942,31.3655,121.2654,1.9669,16.0385,0.5269,0.1333,3p17
7.2500,78.4684,1199.1476,3.0405,41.9775,2.6342,7.7998,55.9684,0.2845,6.4563,0.3296,0.2000,3p3r
7.5900,64.4186,1074.5851,3.1478,28.0366,3.5981,3.6998,41.6078,0.4266,0.0000,0.0000,0.2500,3p3s
7.2400,74.0678,1071.0258,1.4928,45.9557,1.1457,13.1469,45.6647,0.1453,6.8772,0.0000,0.1667,3p3t
9.2800,161.9355,1982.3572,3.9003,47.6385,5.4106,36.1267,378.7741,1.4694,7.9788,0.1089,0.0667,3p8n
8.7200,138.2632,1933.9987,3.2220,44.2984,5.3723,33.6831,367.4836,0.9294,7.3027,0.0826,0.0667,3p8o
5.7400,84.3812,1012.6544,0.6187,22.5596,0.8299,10.2607,68.0923,0.2708,0.0931,0.0000,0.1111,3pb7
5.2400,46.2496,694.7411,0.7714,6.3016,1.8262,3.9314,12.4815,0.0356,0.5430,0.2695,0.2500,3pb8
6.5800,54.0563,734.4138,0.5818,35.0507,1.2604,3.5478,13.2222,0.0015,0.0000,0.0000,0.3333,3pb9
7.0200,83.0117,1094.0248,1.0448,18.7150,1.2836,13.1479,87.0873,0.1016,1.1677,0.0000,0.1053,3pbb
6.4400,99.6756,1147.6616,5.2552,2.7144,12.7147,14.0073,45.5004,0.0908,0.0000,0.0000,0.0909,3pfp
4.0200,58.6557,853.9131,1.4400,9.0040,2.6362,13.1704,53.8837,0.2463,0.0000,0.2966,0.1538,3po1
3.3500,33.4938,632.8837,1.1353,4.3739,3.3220,0.9642,12.1269,0.0000,0.0000,0.0000,0.3333,3pwk
5.3300,40.4821,545.0898,1.4367,0.0000,3.0936,1.2518,0.1258,0.2692,0.0000,0.9698,0.2500,3q1x
4.3100,145.2939,2075.6917,4.9032,37.4450,10.2687,91.3743,562.0229,1.7729,22.3164,2.1607,0.0290,3q5u
7.5700,133.4543,2009.6854,2.8907,50.4503,2.3887,8.9472,116.7369,0.4576,3.5176,0.0000,0.1250,3q6w
4.9700,81.1482,665.5109,2.2890,0.0000,2.4819,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,3qbc
8.7700,94.1583,1228.7338,1.3154,35.6339,0.7225,8.6554,63.8374,0.4219,0.0000,0.0000,0.2222,3qdd
4.1700,98.8832,2078.1694,2.7371,42.0867,4.4891,75.8132,484.9795,1.9062,12.0945,2.7003,0.0370,3qfd
6.3700,72.2065,1016.4509,0.7894,56.6740,1.2919,22.7502,50.1907,0.0377,24.0744,0.0000,0.0667,3qlm
5.8200,54.9074,1192.0438,1.8280,30.0941,3.0488,14.5405,48.8442,0.7415,5.2895,1.3455,0.2000,3qqs
4.8200,60.9580,926.7620,2.8296,12.2011,6.4769,1.9722,22.9751,0.1247,0.0000,0.4632,0.1667,3vd4
4.0000,55.6137,835.6844,0.5672,10.2366,1.2156,2.4731,24.5798,0.0789,0.0000,0.4013,0.1667,3vd9
2.5200,53.8890,858.8344,2.9405,0.0000,3.4422,1.5545,3.0200,0.1663,0.0000,0.5825,0.2500,3vdb
8.2700,99.7287,1315.5426,2.4376,52.4959,3.0260,9.9555,108.3046,0.1562,8.0946,0.0000,0.1818,4djy
6.5200,79.3805,1385.4031,1.3907,30.2485,0.6618,4.2023,67.6489,0.4885,0.0000,0.0000,0.2500,4dko
5.7200,60.9395,1186.2963,1.5158,46.0627,0.0000,3.3267,63.9572,0.0471,0.0000,0.0000,0.2222,4dkp
6.6000,97.1049,1543.5945,3.1479,33.4006,2.6540,10.7937,84.8731,1.3050,0.0000,0.0000,0.2000,4dkq
6.5200,96.5007,1436.0563,1.9564,30.1016,1.5672,7.6518,89.7754,0.2941,0.0000,0.0000,0.2000,4dkr
4.9400,74.4606,1383.7714,1.9114,2.8127,4.1309,15.0507,83.8042,1.0640,0.0000,0.7534,0.1250,4dmw
7.2900,84.2374,867.3460,4.2123,4.4661,8.0952,3.8410,15.2946,0.4692,0.0000,1.0597,0.2222,4do4
5.8300,64.0228,671.6044,3.6122,0.0000,8.2718,1.1656,2.7051,0.1294,0.0000,0.5139,0.2500,4do5
5.3700,71.3900,1163.6852,3.2156,5.0280,7.2350,7.9108,62.0629,0.3068,0.0000,0.0000,0.1429,3qt6
4.1300,60.9386,1049.7179,1.1520,50.8190,1.4332,19.7053,119.5238,0.4632,1.7663,0.5812,0.1333,3qto
4.6500,66.3227,1072.1836,0.8770,50.8625,1.1661,17.7372,111.9977,0.5433,1.4285,0.1373,0.1333,3qtv
6.4500,123.3982,1927.3676,5.6869,43.3642,9.3942,47.8714,266.4050,1.3061,8.3025,1.4239,0.0541,3qw5
4.2600,85.6736,1391.5070,1.8336,20.5291,0.6593,21.2507,120.4043,0.3015,0.9564,0.6755,0.1333,3qwc
4.2000,106.9096,1307.5325,1.9684,35.3972,0.6666,13.6060,109.3269,0.6923,1.2601,0.9205,0.1333,3qx5
4.8400,66.7836,1744.9463,1.2083,52.2539,1.6063,55.9370,303.6501,1.0944,53.2375,0.5541,0.0606,3r0y
