pbindaff,gauss1_inter,gauss2_inter,repulsion_inter,hydrophobic_inter,hydrogenbonding_inter,gauss1_intra,gauss2_intra,repulsion_intra,hydrophobic_intra,hydrogenbonding_intra,flexibility,PDB
0.4900,28.5793,495.4215,0.2970,22.9863,0.5705,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,1w8l
0.8200,50.2828,628.4755,0.6968,7.4667,2.0663,1.9706,5.2726,0.0009,0.0000,0.0000,0.1667,1wkm
1.0100,53.7644,576.1235,2.2362,1.2882,4.9136,1.2621,5.1053,0.0039,0.0000,0.0000,0.2222,2a31
1.2800,42.7320,628.4457,1.8083,0.0000,5.0096,0.7424,10.3362,0.2403,0.0000,0.7003,0.2000,1f9g
1.3000,46.0494,626.5381,1.5255,0.5762,4.5460,4.0803,6.8254,0.0003,0.0000,0.0000,0.1818,1b74
1.3600,30.4497,317.3190,0.9585,4.9536,2.7374,0.0000,0.0000,0.0000,0.0000,0.0000,0.4000,1qpb
1.4900,48.4264,642.4384,0.7754,5.7310,1.4831,1.7123,8.1865,0.0000,2.1577,0.0000,0.2222,1tnk
1.6000,44.2709,552.2354,0.7729,11.7656,1.5763,3.5746,14.0567,0.2378,0.0000,0.0000,0.2222,1w8m
1.6600,39.0285,394.4546,1.0851,5.3922,1.7219,0.0000,0.0000,0.0000,0.0000,0.0000,0.2857,1rdj
1.7200,37.4432,458.2879,0.8250,12.8439,1.6436,0.3718,6.0107,0.0000,0.0000,0.0000,0.3333,2hdr
1.8000,81.9830,1390.7692,4.5141,2.9044,8.6834,8.8495,63.9906,0.5604,0.0000,1.0781,0.1176,1ga8
1.8200,57.5218,1022.6001,2.3233,0.0000,5.2506,15.6220,83.4213,0.5764,0.0000,1.9121,0.1000,1af6
1.8200,64.6537,578.9135,3.2935,0.0000,6.8149,5.7036,3.3216,0.4145,0.0000,1.4994,0.2000,1d5r
1.8400,36.8854,529.2502,4.0300,1.7394,8.8808,3.7746,18.4701,0.5608,0.0000,1.1536,0.1818,1rdn
1.8800,38.1773,620.9810,0.4770,7.2360,1.0214,1.1451,5.3192,0.0000,1.8745,0.0000,0.4000,1tnl
1.9000,65.6288,742.3530,2.6235,37.2207,4.6456,3.0119,14.5273,0.0060,0.0000,0.0000,0.2222,1f2p
1.9100,48.5509,576.1594,3.3032,14.0472,5.9428,3.1539,3.3672,0.0140,0.0000,0.0000,0.1818,1f2o
1.9600,40.6212,575.1848,1.0768,5.1326,2.4450,1.2597,3.8238,0.0001,0.0000,0.0000,0.2857,1tnj
2.0500,60.9071,1135.5848,1.7915,0.0000,4.2086,13.0127,81.5762,0.1539,0.0000,0.2457,0.0909,1jfh
2.0600,52.1585,614.9818,2.5561,1.3447,5.5443,1.8323,5.8484,0.0588,0.0000,0.0000,0.1667,1qq9
2.0600,29.7261,286.1583,1.4792,1.7742,3.5546,2.0145,2.9629,0.0000,0.0000,0.0000,0.2222,1rdi
2.1000,75.6129,1240.3126,2.2513,8.2918,4.6683,17.6374,170.0102,0.7941,0.0000,1.0115,0.0769,1njj
