pbindaff,Hydrophobic,Vdw,HBond,Ent,PDB
2.00,-0.4770,-1.0872,0.0000,0.0420,3g2y
2.00,-1.2879,-1.0316,-0.0004,0.0840,3pce
2.05,-1.1604,-1.7416,0.0000,0.4200,1jfh
2.06,-0.7880,-1.1392,-0.0111,0.2100,1qq9
2.12,-0.8327,-0.9823,-0.0034,0.0000,3gv9
2.16,-1.1941,-0.7695,-0.0029,0.2520,4tim
2.17,-0.6903,-1.1807,-0.0170,0.1260,3gqz
2.21,-1.0241,-1.1596,0.0000,0.0000,1x8d
2.22,-1.7395,-2.3442,0.0000,1.7220,1icj
2.22,-1.9150,-2.7818,-0.0162,0.3360,1m0n
2.22,-1.0453,-1.4044,0.0000,0.0000,2aac
2.23,-1.5658,-1.2968,-0.0006,0.0840,1ajp
2.26,-0.4211,-0.2135,-0.0179,0.0840,1ew8
2.27,-0.7285,-1.1124,-0.0007,0.0840,1uto
2.28,-1.3164,-1.7405,0.0000,0.0420,1ps3
2.28,-1.1860,-1.3111,0.0000,0.0840,3ip8
2.30,-1.2245,-1.5568,0.0000,0.2100,3dyo
2.30,-1.3395,-0.7650,-0.0006,0.0840,3pcg
2.31,-2.1140,-2.6802,-0.0205,0.3780,1m0o
2.35,-0.8627,-1.2373,0.0000,0.2520,1qi0
2.35,-0.6675,-0.9281,-0.0030,0.0840,3gtc
2.36,-0.2984,-0.8701,-0.0007,0.0000,3g2z
2.37,-1.0720,-1.4114,-0.0042,0.2520,6rnt
2.38,-3.4811,-4.1411,-0.0000,0.6300,3f6e
2.44,-0.6029,-0.6788,0.0000,0.0840,1oba
2.44,-1.1720,-1.3867,-0.0024,0.0420,2i2b
2.47,-0.6881,-0.5951,-0.0315,0.0000,1tok
2.47,-0.7407,-1.1452,-0.0034,0.1260,1utl
2.48,-0.7945,-1.0276,-0.0083,0.0000,1gyx
2.50,-1.5550,-1.2899,-0.0006,0.0840,1ai4
2.51,-0.8688,-0.7962,-0.0038,0.1260,3g30
2.52,-0.7069,-1.8234,-0.0046,0.4200,3bf1
2.52,-0.2536,-1.0748,-0.0000,0.0420,3gr2
2.54,-2.0999,-3.2170,-0.0040,0.7560,2qv4
2.55,-1.1077,-2.0655,-0.0057,0.5040,1kf0
2.57,-1.0170,-1.6921,0.0000,0.2520,1gwv
2.57,-0.9246,-1.2809,-0.0018,0.0420,3kgp
2.59,-0.8586,-1.7603,-0.0013,0.0840,3gvb
2.60,-0.7947,-0.8087,-0.0092,0.2520,2r5a
2.63,-1.5452,-1.4025,-0.0006,0.0840,1ajn
2.66,-1.5672,-2.7446,-0.0143,0.5040,3a1e
2.68,-1.1024,-1.4601,-0.0076,0.2100,1o8b
2.69,-1.0409,-1.5666,0.0000,0.0840,3elc
2.70,-0.5781,-1.5542,-0.0108,0.2940,2fzc
2.70,-0.4672,-0.6437,-0.0100,0.0840,3bra
2.70,-0.9067,-0.3017,-0.0032,0.0840,3gsg
2.72,-1.0017,-1.1554,-0.0038,0.2100,1pfu
2.72,-0.8539,-0.7596,-0.0239,0.1260,2rkd
2.74,-0.3431,-1.3970,-0.0286,0.2100,2qwb
2.74,-0.8149,-0.7476,-0.0018,0.2520,2vyt
2.75,-1.2712,-1.0026,-0.0096,0.0420,1rql
2.77,-0.9525,-1.2722,-0.0311,0.2940,2bet
2.80,-0.7263,-1.1930,-0.0032,0.0420,2bza
2.81,-0.0581,-1.6008,-0.0009,0.2520,3djx
2.89,-1.3621,-1.3380,-0.0042,0.3360,1cet
2.89,-0.8618,-1.1521,-0.0032,0.2520,1iih
2.89,-0.7246,-0.5402,-0.0029,0.0840,1ugp
2.89,-0.5813,-0.7148,-0.0019,0.0840,3g31
2.90,-2.0855,-1.9335,-0.0083,0.5040,3c2u
2.92,-1.0886,-1.0627,-0.0049,0.2100,2fw6
2.92,-1.1954,-1.0474,-0.0053,0.2100,2fwp
2.93,-0.7229,-1.1025,-0.0015,0.0420,1tng
