pbindaff,Hydrophobic,Vdw,HBond,Ent,PDB
6.4000,-1.4307,-2.4811,-0.0061,0.6300,10gs
5.8200,-1.7622,-2.7193,-0.0075,0.9240,11gs
5.6200,-2.2002,-2.3221,-0.0257,0.7980,1a08
7.5700,-1.9786,-2.1856,-0.0068,0.5040,1a0q
6.4000,-1.9237,-2.1121,-0.0250,0.8820,1a1b
6.4000,-2.1376,-2.1262,-0.0262,0.7140,1a1c
6.0000,-1.6231,-2.2130,-0.0275,0.6720,1a1e
8.0000,-0.9700,-2.5157,-0.0004,0.3360,1a4k
6.6600,-1.6732,-2.7298,-0.0136,0.4200,1a4r
5.9200,-1.9634,-2.8456,-0.0054,0.5460,1a4w
5.3000,-1.3259,-2.2713,-0.0042,0.0840,1a69
5.5200,-1.0813,-1.9487,0.0000,0.0420,1a8i
7.8500,-3.4770,-4.1880,-0.0147,1.2180,1a94
5.7000,-0.9616,-0.8355,-0.0196,0.1260,1a99
6.9200,-3.3650,-3.7659,-0.0000,0.8400,1a9m
8.4000,-2.2537,-2.6177,-0.0113,0.7560,1aaq
6.7400,-2.2786,-2.1456,-0.0118,0.0840,1add
6.0000,-0.7281,-1.0733,-0.0094,0.2520,1ado
6.6200,-1.3180,-1.9007,-0.0110,0.5880,1afk
6.2800,-1.2797,-1.3419,-0.0061,0.5880,1afl
2.5000,-1.5550,-1.2899,-0.0006,0.0840,1ai4
3.7200,-1.5457,-1.4570,-0.0008,0.0840,1ai5
4.0900,-1.1492,-1.0967,0.0000,0.0000,1ai7
4.8200,-2.0715,-1.8973,0.0000,0.2520,1aid
5.9200,-1.5823,-2.2356,0.0000,0.5460,1aj6
3.8700,-1.6276,-2.1961,-0.0116,0.3780,1aj7
2.6300,-1.5452,-1.4017,-0.0006,0.0840,1ajn
2.2300,-1.5658,-1.2968,-0.0006,0.0840,1ajp
4.3100,-1.2285,-1.3160,-0.0002,0.0840,1ajq
7.7200,-3.4691,-4.2459,0.0000,0.5880,1ajv
7.9100,-2.8424,-3.6847,0.0000,0.5880,1ajx
6.5200,-0.9195,-0.9696,-0.0051,0.1260,1alw
4.3000,-1.0601,-0.5420,-0.0026,0.2100,1amk
4.5400,-1.2821,-1.9234,-0.0184,0.4200,1amw
9.0000,-1.4303,-3.0742,0.0000,0.5880,1apv
8.0000,-1.5734,-3.0077,0.0000,0.5880,1apw
6.2800,-1.5504,-2.2842,0.0000,0.4200,1atl
3.9000,-0.0424,-0.2319,0.0000,0.0840,1avn
3.1300,-1.0076,-1.3327,0.0000,0.0840,1ax0
3.2000,-0.6495,-1.0940,0.0000,0.0420,1axz
7.1200,-1.6165,-2.8847,-0.0179,0.5880,1b05
6.7000,-2.6463,-3.8342,-0.0176,0.6300,1b0h
7.0300,-2.3106,-3.5367,-0.0186,0.6720,1b1h
4.5400,-2.6915,-2.9846,-0.0304,0.6720,1b2h
7.1000,-2.0024,-3.0652,-0.0205,0.7140,1b32
6.6000,-1.8128,-2.3237,-0.0085,0.5880,1b38
6.8900,-2.4251,-3.1968,-0.0174,0.6300,1b3f
6.7000,-2.0490,-2.9963,-0.0194,0.6300,1b3g
6.2100,-2.4659,-3.1780,-0.0205,0.6300,1b3h
5.8900,-1.5924,-2.4618,-0.0182,0.5460,1b3l
7.2800,-2.6073,-3.3556,-0.0232,0.6300,1b40
5.2800,-1.9884,-2.8548,-0.0193,0.5040,1b46
5.4600,-1.7427,-2.7010,-0.0189,0.6300,1b4h
5.2300,-1.9222,-2.7598,-0.0201,0.6300,1b4z
7.3700,-1.5815,-2.7525,-0.0186,0.5880,1b51
7.1200,-1.9230,-2.8443,-0.0170,0.5880,1b52
7.4000,-1.4491,-1.5305,-0.0203,0.6720,1b55
6.5900,-1.7477,-3.4164,-0.0185,0.6300,1b58
6.0100,-1.8881,-2.6883,-0.0211,0.5880,1b5h
7.0500,-1.7858,-2.9540,-0.0192,0.6300,1b5i
7.4300,-1.6746,-3.0828,-0.0208,0.6720,1b5j
7.8200,-2.1599,-2.8565,-0.0184,0.6300,1b6h
7.9200,-3.7205,-4.1860,0.0000,0.5460,1b6j
8.7400,-3.0615,-3.7890,-0.0165,0.5040,1b6k
8.3000,-2.6774,-3.3667,0.0000,0.2940,1b6l
8.4000,-3.0668,-3.6573,-0.0158,0.5460,1b6m
8.5200,-3.2928,-3.9324,-0.0146,0.5460,1b6p
10.5200,-1.6334,-2.1944,-0.0057,0.0840,1b8n
7.8500,-2.0512,-3.2380,0.0000,0.2520,1b8y
7.7000,-3.5739,-3.8933,-0.0025,1.2180,1bai
8.7000,-0.8517,-1.2368,0.0000,0.0420,1bcd
3.7000,-0.7645,-1.0441,0.0000,0.0840,1bcj
6.3400,-3.1467,-3.5467,0.0000,0.6720,1bdq
8.5700,-1.8008,-1.9431,0.0000,0.0000,1bgq
4.3800,-1.8505,-2.4165,-0.0163,0.8400,1bhf
6.8400,-2.4444,-3.1202,-0.0098,0.4200,1bhx
4.8000,-1.2951,-2.1468,-0.0126,0.0840,1bju
5.5400,-1.3021,-2.2461,-0.0120,0.2520,1bjv
7.5200,-2.2021,-1.5672,-0.0116,0.1260,1bm7
4.5900,-2.4885,-3.3301,0.0000,0.5040,1bma
9.3400,-1.5306,-2.0109,0.0000,0.2100,1bn1
9.8900,-1.6573,-2.1365,0.0000,0.1680,1bn3
9.3100,-1.5442,-2.0098,0.0000,0.2940,1bn4
10.0000,-1.5769,-2.1531,0.0000,0.1680,1bnn
9.4900,-1.9803,-2.3014,-0.0002,0.2940,1bnq
9.8000,-1.5637,-2.2660,0.0000,0.1680,1bnt
9.7000,-1.6771,-2.3693,0.0000,0.1260,1bnu
8.7700,-1.9460,-2.2104,0.0000,0.2100,1bnv
9.0800,-1.6563,-2.1572,0.0000,0.2100,1bnw
5.4000,-1.3435,-1.7957,-0.0324,0.2520,1bp0
5.2200,-0.2165,-1.0827,-0.0312,0.0000,1bq4
