pbindaff,Hydrophobic,Vdw,HBond,Ent,PDB
2.0000,-0.8847,-1.3233,0.0000,0.5460,3c2f
2.1200,-2.2451,-1.8799,0.0000,0.3780,2w8w
2.2100,-1.0837,-1.1596,0.0000,0.0000,1x8d
2.2300,-1.7471,-1.2935,0.0000,0.0840,1ajp
2.2600,-1.1906,-1.4361,0.0000,0.0000,3ao1
2.3000,-1.1734,-1.1128,0.0000,0.2100,3kgq
2.3100,-2.2982,-2.6795,0.0000,0.3780,1m0o
2.3700,-0.9772,-1.4200,-0.0000,0.2520,6rnt
2.4000,-1.4413,-2.2945,0.0000,0.0840,3l7b
2.4700,-0.7650,-0.5964,0.0000,0.0000,1tok
2.5200,-0.7979,-1.8214,0.0000,0.4200,3bf1
2.5500,-1.3510,-0.7485,-0.0068,0.1260,3b3s
2.6000,-0.9219,-0.8089,-0.0012,0.2520,2r5a
2.6700,-1.1143,-1.7474,-0.0087,0.3780,3lvw
2.7200,-1.1860,-1.1580,-0.0038,0.2100,1pfu
2.7700,-1.0918,-1.2751,0.0000,0.2940,2bet
2.8200,-0.8435,-1.7184,0.0000,0.1260,3lka
2.8500,-0.9368,-1.3982,-0.0136,0.0000,3udh
2.8900,-0.7065,-0.5402,0.0000,0.0840,1ugp
2.9200,-0.8642,-0.9257,0.0000,0.2520,3alt
2.9600,-1.3894,-1.3320,0.0000,0.1260,1f4e
2.9600,-0.6545,-0.9581,-0.0001,0.0840,4dst
3.0000,-1.0346,-1.3001,0.0000,0.1260,1ws4
3.0100,-0.9291,-1.0465,-0.0015,0.0840,1utm
3.0300,-0.7571,-0.8650,0.0000,0.0840,2ha3
3.0500,-1.9661,-1.5848,0.0000,0.3360,1uj5
3.0900,-0.9989,-1.2588,0.0000,0.0420,1ugw
3.1100,-1.1047,-1.1082,0.0000,0.0000,3c2r
3.1600,-1.4251,-1.2312,0.0000,0.0840,3f34
3.2000,-0.7979,-1.0873,0.0000,0.0420,1axz
3.2200,-1.5717,-3.0372,-0.0091,0.5460,1k1y
3.2300,-1.1209,-1.6444,0.0000,0.2100,1px4
3.2600,-0.1688,-1.3640,0.0000,0.5040,3t1l
3.2800,-1.7892,-2.7998,0.0000,0.4200,3tfu
3.3000,-0.6300,0.3040,0.0000,0.2100,1phw
3.3100,-2.1071,-1.6131,-0.0000,0.2940,1pzp
3.3300,-2.3583,-2.0230,-0.0003,0.1680,4b0b
3.3700,-0.8088,-1.2840,-0.0032,0.0420,1tnh
3.3900,-1.3947,-1.0059,0.0000,0.1260,1toj
3.4000,-2.1268,-3.0339,-0.0000,0.5880,1m83
3.4000,-0.3832,-1.3303,-0.0001,0.1260,3d8y
3.4200,-0.6150,-0.7165,-0.0001,0.2520,2w08
3.4600,-0.6932,-1.5093,-0.0004,0.2100,1moq
3.4800,-0.8469,-2.6363,-0.0061,1.0080,3gx0
3.5100,-1.5739,-1.8463,0.0000,0.4200,1gz9
3.5200,-3.0293,-2.8878,-0.0082,0.3780,3lcu
3.5500,-1.9373,-1.9445,0.0000,0.4620,2cle
3.5800,-1.1495,-1.0840,-0.0165,0.0000,3dx1
3.6000,-1.1615,-0.4399,0.0000,0.2520,2fzk
3.6000,-0.5470,-0.0019,-0.0004,0.2100,3b3x
3.6100,-1.4815,-1.9184,0.0000,0.1260,3sk2
3.6500,-1.0577,-1.3433,-0.0000,0.0840,4agl
3.6600,-1.5536,-0.8702,0.0000,0.0840,3pcn
3.6800,-2.3796,-3.0812,-0.0000,0.3780,3ioc
3.7000,-0.5844,-1.0442,0.0000,0.0840,1bcj
3.7000,-1.2735,-1.2846,0.0000,0.2100,1wht
3.7100,-0.7557,-1.5427,-0.0000,0.2520,2vfk
3.7200,-1.7298,-3.1447,0.0000,0.6300,2am4
3.7400,-0.9458,-1.2440,-0.0058,0.0000,1f5k
3.7600,-0.2797,-1.3624,0.0000,0.1260,3d6q
3.7800,-1.9762,-1.0863,0.0000,0.3360,3nq3
3.8000,-1.5083,-1.4129,0.0000,0.2100,2hb1
3.8200,-3.6072,-3.9023,0.0000,1.3020,1hn4
3.8500,-0.8442,-1.5021,0.0000,0.0420,2wzs
