pbindaff,Hydrophobic,Vdw,HBond,Ent,PDB
2.0000,-1.5088,-1.0266,0.0000,0.0840,3pce
2.1600,-1.1818,-0.7624,0.0000,0.2520,4tim
2.2200,-1.8746,-2.3484,0.0000,1.7220,1icj
2.2300,-1.6257,-1.9233,-0.0019,0.0420,3ao5
2.2800,-1.3177,-1.7476,0.0000,0.0420,1ps3
2.3000,-1.3123,-0.7619,0.0000,0.0840,3pcg
2.3500,-0.7647,-0.9303,-0.0000,0.0840,3gtc
2.3900,-1.0388,-1.4323,0.0000,0.3780,1f73
2.4400,-1.3531,-1.3869,-0.0024,0.0420,2i2b
2.4800,-0.9117,-1.0276,0.0000,0.0000,1gyx
2.5200,-0.8029,-1.1938,-0.0138,0.1680,3mfv
2.5700,-1.0159,-1.6879,0.0000,0.2520,1gwv
2.6200,-1.4620,-0.9961,-0.0030,0.1680,3fk1
2.7000,-0.7297,-1.5399,0.0000,0.2940,2fzc
2.7400,-0.5397,-1.3942,0.0000,0.2100,2qwb
2.7800,-1.5413,-0.7766,0.0000,0.1260,2yiv
2.8200,-0.9426,-1.0606,-0.0000,0.0000,4dsu
2.8600,-1.7850,-2.0396,0.0000,0.0420,3zt3
2.8900,-0.7899,-1.1681,0.0000,0.2100,4gqq
2.9200,-1.0747,-1.3003,-0.0082,0.0000,4ai5
2.9600,-1.7147,-2.0759,0.0000,0.2520,3dhv
2.9800,-0.9503,-2.0424,0.0000,0.4620,3ckb
3.0000,-0.6460,-0.7240,0.0000,0.2100,2rka
3.0200,-0.7934,-0.8870,0.0000,0.1260,2vmd
3.0400,-1.2361,-1.6356,0.0000,0.2100,3t08
3.0600,-1.3806,-1.7566,0.0000,0.5460,2jfh
3.1000,-1.4524,-1.8422,0.0000,0.2100,2xdl
3.1400,-2.4640,-1.7941,-0.0261,0.2520,2ya7
3.1800,-3.2560,-4.0137,-0.0000,0.6300,1ro7
3.2200,-1.6563,-2.0039,-0.0000,0.1260,1br6
3.2200,-1.3376,-0.7933,-0.0001,0.2520,1zc9
3.2400,-0.4832,-1.0145,-0.0032,0.0420,3qfz
3.2700,-2.5222,-2.7971,-0.0000,0.3780,3ioe
3.2800,-1.4131,-1.7961,-0.0010,0.5040,4fl1
3.3000,-1.0578,-1.2895,-0.0071,0.1680,2vw2
3.3200,-1.3082,-1.1882,0.0000,0.0000,2wk6
3.3500,-1.1819,-1.1158,0.0000,0.0000,3c2o
3.3700,-0.5157,-1.3733,-0.0008,0.1260,3d8z
3.4000,-0.8371,-1.5624,-0.0036,0.1680,1f8d
3.4000,-1.0617,-0.7971,0.0000,0.0000,220l
3.4100,-0.9706,-0.8648,0.0000,0.2100,2v2c
3.4300,-1.1833,-2.5939,-0.0006,0.3360,2xog
3.4700,-2.7681,-3.1065,-0.0000,0.5880,3ta0
3.4900,-1.1869,-1.1242,-0.0085,0.0000,1c5o
3.5200,-0.7920,-0.9838,-0.0060,0.0000,1jys
3.5200,-1.8547,-2.8254,0.0000,0.1680,4eky
3.5500,-0.7950,-0.8956,0.0000,0.3360,4aji
3.5900,-1.7599,-1.7751,-0.0034,0.2520,2gsu
3.6000,-1.8153,-1.9584,-0.0014,1.1340,2wp1
3.6000,-1.1658,0.3735,-0.0028,0.1680,3jdw
3.6400,-0.9106,-1.1527,0.0000,0.0420,1gyy
3.6600,-0.9259,-1.6098,-0.0125,0.1260,2v00
3.6600,-0.9296,-1.2545,-0.0087,0.0000,4aia
3.6800,-1.1237,-1.1546,0.0000,0.2520,4aje
3.7000,-1.8728,-2.8352,0.0000,0.5880,1gz4
3.7000,-0.9367,-1.5336,-0.0013,0.0000,2fx6
3.7100,-0.2803,-1.2257,0.0000,0.1260,3g32
3.7200,-2.2245,-1.7526,0.0000,0.2520,3f5l
3.7500,-1.1116,-2.8642,0.0000,0.2100,2pyi
3.7700,-1.1659,-0.8982,0.0000,0.2100,2v2h
3.8000,-1.7960,-2.9022,-0.0000,0.3780,1kug
3.8000,-1.6651,-2.2355,0.0000,0.2100,4ajl
3.8400,-1.0375,-1.4089,-0.0130,0.0000,1j16
