pbindaff,Hydrophobic,Vdw,HBond,Ent,PDB
9.00,-1.9487,-4.0185,-0.0026,0.9240,1gvu
10.00,-2.3523,-3.7175,0.0000,0.4620,1bxo
6.96,-2.0927,-3.4908,-0.0000,0.8820,1gvw
7.22,-3.0202,-4.2905,-0.0116,1.2600,1gvx
10.39,-3.3619,-4.2679,0.0000,0.3780,1kzk
7.25,-2.0139,-2.6957,-0.0049,0.5460,1jet
6.82,-1.6953,-2.8939,-0.0054,0.6720,1jeu
8.77,-1.2130,-1.1467,-0.0250,0.0840,1qft
6.89,-3.1867,-3.7130,-0.0078,0.6300,1jev
8.52,-3.6435,-3.2626,0.0000,0.0840,1fcy
9.37,-1.9618,-3.1936,-0.0000,0.3780,1flm
4.07,-1.0337,-1.2568,-0.0087,0.1680,1hyo
4.92,-1.0000,-1.9880,0.0000,0.3780,1jr0
5.32,-1.8999,-3.4926,-0.0222,0.5040,5p21
2.48,-0.8233,-1.0087,0.0000,0.0000,1gyx
3.64,-0.8925,-1.1534,0.0000,0.0420,1gyy
6.00,-1.1922,-1.7784,-0.0070,0.0420,1c5s
7.63,-0.9015,-2.0846,-0.0102,0.0840,1c1r
4.10,-0.9409,-1.7005,-0.0117,0.0420,1c5t
7.19,-0.9547,-1.9950,-0.0101,0.0000,1gi4
3.80,-2.0502,-2.9012,-0.0000,0.3780,1kug
9.22,-3.3777,-3.0863,0.0000,0.0840,1fcz
8.40,-3.6954,-3.3650,0.0000,0.0840,1fd0
5.44,-1.2152,-1.3326,-0.0080,0.0000,1gi2
4.80,-1.0541,-1.8332,-0.0095,0.0000,1ghz
3.89,-1.4467,-1.1820,-0.0000,0.1260,2ctc
6.55,-2.2543,-1.7522,0.0000,0.6720,1hmr
6.37,-2.2209,-1.7141,0.0000,0.6300,1hms
5.79,-2.5628,-1.7677,0.0000,0.6720,1hmt
5.54,-2.9445,-3.2091,-0.0094,0.7140,2olb
3.40,-0.7448,-1.5757,-0.0035,0.1680,1f8d
4.82,-0.4441,-1.4507,-0.0226,0.1680,1f8e
7.38,-2.1124,-3.6508,0.0000,0.9240,1bxq
4.68,-0.7574,-1.2495,-0.0100,0.0000,1c5p
6.36,-0.9788,-1.9011,-0.0077,0.0420,1c5q
5.63,-1.0676,-2.1401,0.0000,0.9240,1vwl
3.91,-2.1787,-2.9436,0.0000,0.4620,1kuk
7.19,-3.6462,-3.2878,0.0000,0.0840,1fcx
6.00,-2.0790,-1.7107,-0.0103,0.2100,2izl
4.00,-1.8668,-1.5320,0.0000,0.0420,8abp
5.77,-1.1438,-1.4264,-0.0071,0.0420,1gi6
6.70,-1.3268,-1.6728,-0.0066,0.4200,2sns
10.64,-1.1693,-2.2471,0.0000,0.0840,1b8o
4.70,-1.1850,-1.6827,-0.0045,0.0420,1c5n
5.30,-3.4859,-3.9141,-0.0073,1.3020,1hn4
6.49,-1.6917,-2.6350,-0.0080,0.0840,1gj6
8.05,-1.6283,-2.2112,-0.0065,0.0840,1gj7
5.20,-0.7201,-1.0808,-0.0052,0.2100,1kll
3.77,-1.8889,-2.9483,0.0000,0.4200,1kui
3.70,-1.4581,-1.6827,-0.0005,0.2520,1loq
9.70,-1.7954,-2.0380,0.0000,0.2100,1df8
2.06,-0.9262,-1.1430,-0.0072,0.2100,1qq9
5.42,-1.2725,-2.1772,-0.0059,0.0840,1gja
3.46,-0.7987,-1.3179,-0.0005,0.2100,1moq
9.09,-2.1218,-3.3574,0.0000,0.3780,1akr
3.28,-1.0243,-1.4005,0.0000,0.2520,1gzc
7.05,-1.2130,-2.1375,0.0000,0.3780,1nox
5.89,-1.5613,-1.3622,0.0000,0.2100,2tmn
8.04,-2.1205,-2.7111,0.0000,0.6720,5tmn
5.05,-1.7751,-2.6706,0.0000,0.7560,6tmn
5.36,-1.3892,-1.7967,0.0000,0.5880,1adl
9.43,-1.6246,-2.1462,-0.0002,0.1260,1cil
3.42,-0.7093,-1.6795,0.0000,0.1680,2sim
6.88,-1.4140,-1.3773,0.0000,0.0000,2dri
2.22,-0.9566,-1.3998,0.0000,0.0000,2aac
5.22,-1.3118,-2.7518,-0.0052,0.6300,16pk
3.55,-0.6015,-1.3820,-0.0004,0.1680,2qwc
9.28,-1.8653,-3.0401,0.0000,0.3360,830c
3.05,-1.3446,-1.4010,-0.0022,0.3360,1f74
4.70,-2.3701,-3.7680,-0.0038,0.7980,1jkx
6.06,-2.1989,-3.2722,-0.0078,0.9240,1g7q
5.60,-1.1142,-1.4208,-0.0065,0.0840,1gi5
2.54,-0.5590,-0.6448,0.0000,0.0420,1iup
3.84,-0.9488,-1.3957,-0.0130,0.0000,1j16
11.06,-1.1994,-1.6728,-0.0007,0.2520,1lor
6.96,-1.6657,-2.0597,0.0000,0.1260,1c5c
4.14,-0.9343,-1.9933,0.0000,0.6720,1gny
7.44,-2.5836,-3.9194,-0.0000,0.3360,1ciz
6.96,-1.0561,-1.7758,-0.0035,0.2100,1gj8
6.70,-1.0510,-1.9556,-0.0034,0.4200,1snc
6.08,-1.9334,-0.7030,0.0000,0.0840,1sri
6.64,-0.5347,-1.0845,-0.0138,0.1260,1lcp
5.15,-1.3315,-2.0801,-0.0006,0.2520,1qk3
