pbindaff,Hydrophobic,Vdw,HBond,Ent,PDB
2.00,-1.2879,-1.0245,-0.0006,0.0840,3pce
2.12,-0.8327,-0.9823,-0.0034,0.0000,3gv9
2.16,-1.1937,-0.7695,-0.0029,0.2520,4tim
2.18,-1.2477,-3.0140,0.0000,0.1260,3l7d
2.27,-0.7228,-1.1124,-0.0007,0.0840,1uto
2.28,-1.3164,-1.7405,0.0000,0.0420,1ps3
2.30,-1.0014,-1.1164,-0.0356,0.2100,3kgq
2.30,-1.2022,-1.5322,-0.0003,0.0000,3mhw
2.35,-0.8654,-1.2353,0.0000,0.2520,1qi0
2.39,-0.4520,-0.7802,-0.0020,0.5460,1nwl
2.40,0.0337,-1.3756,-0.0034,0.2520,3dxg
2.52,-0.5087,-1.2040,-0.0140,0.1680,3mfv
2.55,-1.3123,-0.7472,-0.0067,0.1260,3b3s
2.62,-1.4153,-0.9995,-0.0594,0.1680,3fk1
2.70,-0.5781,-1.5542,-0.0108,0.2940,2fzc
2.70,-0.4672,-0.6437,-0.0100,0.0840,3bra
2.74,-0.3923,-1.3970,-0.0286,0.2100,2qwb
2.77,-1.0210,-1.3169,-0.0013,0.1680,3fcq
2.82,-0.8597,-1.7021,0.0000,0.1260,3lka
2.96,-1.2938,-1.5858,-0.0000,0.0840,3imc
3.03,-0.9341,-1.0795,0.0000,0.0840,3adv
3.08,-1.2647,-0.9533,-0.0227,0.0420,1y1z
3.10,-1.4183,-1.8417,0.0000,0.2100,2xdl
3.18,-1.1463,-1.6356,-0.0070,0.3780,1lbk
3.28,-0.6499,-1.7146,-0.0070,0.0000,1bcu
3.30,-0.6333,-0.7069,0.0000,0.0840,1d7j
3.52,-0.7701,-0.9838,-0.0060,0.0000,1jys
3.66,-0.7969,-1.5960,-0.0125,0.1260,2v00
3.66,-1.4906,-0.8702,-0.0002,0.0840,3pcn
3.70,-1.3370,-1.7593,-0.0090,0.2520,1loq
3.70,-1.2326,-1.2043,-0.0002,0.0420,3n7a
3.72,-0.7685,-1.5935,-0.0085,0.6300,2r23
3.77,-1.0919,-0.9022,-0.0116,0.2100,2v2h
3.83,-1.0580,-1.2003,0.0000,0.0000,2osf
3.90,-1.1262,-1.9995,-0.0161,0.4620,2rkm
3.93,-0.7539,-0.9081,0.0000,0.5040,3jvk
3.96,-1.5800,-2.8511,0.0000,0.6720,2wec
