pbindaff,6.6,7.6,8.6,16.6,6.7,7.7,8.7,16.7,6.8,7.8,8.8,16.8,6.16,7.16,8.16,16.16,6.15,7.15,8.15,16.15,6.9,7.9,8.9,16.9,6.17,7.17,8.17,16.17,6.35,7.35,8.35,16.35,6.53,7.53,8.53,16.53,gauss1,gauss2,repulsion,hydrophobic,hydrogenbonding,PDB
9.89,4219.00,871.00,1049.00,29.00,461.00,87.00,111.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,211.00,51.00,57.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,126.47,1345.52,2.20,89.23,0.00,1e66
6.40,3285.00,864.00,809.00,44.00,478.00,131.00,125.00,9.00,915.00,240.00,233.00,16.00,168.00,46.00,42.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,111.90,1374.51,5.26,35.41,7.03,10gs
5.62,2290.00,679.00,631.00,37.00,230.00,74.00,62.00,5.00,765.00,241.00,228.00,13.00,0.00,0.00,0.00,0.00,124.00,40.00,40.00,1.00,259.00,79.00,78.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85.73,1250.67,3.49,32.68,5.45,1a08
6.40,2242.00,672.00,623.00,34.00,237.00,77.00,67.00,5.00,921.00,288.00,277.00,14.00,0.00,0.00,0.00,0.00,127.00,41.00,42.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85.06,1159.94,5.59,30.14,7.63,1a1b
4.30,2562.00,701.00,742.00,2.00,478.00,135.00,139.00,1.00,1366.00,377.00,414.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85.68,1306.82,4.71,20.49,3.59,1a30
5.30,2084.00,602.00,597.00,57.00,804.00,236.00,226.00,22.00,1043.00,318.00,308.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,96.69,1201.34,4.24,0.00,4.69,1a69
3.72,1731.00,421.00,494.00,11.00,227.00,58.00,69.00,3.00,851.00,217.00,248.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.48,833.53,2.23,34.20,1.47,1ai5
2.23,1769.00,433.00,508.00,12.00,0.00,0.00,0.00,0.00,839.00,204.00,241.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.62,770.44,2.07,21.22,1.44,1ajp
4.31,1366.00,354.00,393.00,12.00,0.00,0.00,0.00,0.00,409.00,113.00,120.00,3.00,230.00,53.00,65.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.63,621.96,2.45,19.80,2.51,1ajq
8.00,3779.00,967.00,1452.00,0.00,633.00,155.00,234.00,0.00,782.00,184.00,286.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,358.00,81.00,116.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,111.55,1600.25,4.68,40.63,8.17,1apw
3.90,734.00,196.00,167.00,2.00,478.00,122.00,106.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.39,303.69,1.37,0.00,1.00,1avn
6.92,1923.00,482.00,506.00,0.00,999.00,251.00,249.00,0.00,2431.00,612.00,699.00,0.00,0.00,0.00,0.00,0.00,578.00,150.00,164.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,103.98,1812.21,9.21,0.00,9.58,1b39
8.02,3971.00,1043.00,1216.00,38.00,1117.00,288.00,346.00,11.00,903.00,231.00,272.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,131.94,1760.42,7.41,34.50,10.57,1b7h
10.64,2230.00,640.00,648.00,25.00,796.00,229.00,233.00,12.00,802.00,220.00,232.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,93.28,1279.70,3.37,2.07,5.85,1b8o
5.96,3954.00,1026.00,1210.00,41.00,1105.00,283.00,345.00,11.00,895.00,233.00,269.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,126.43,1739.92,6.90,30.94,11.38,1b9j
3.28,2007.00,561.00,660.00,57.00,437.00,120.00,147.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.69,865.73,0.64,11.15,0.75,1bcu
4.59,3367.00,953.00,1037.00,77.00,521.00,147.00,168.00,15.00,411.00,109.00,132.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,585.00,159.00,184.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,117.56,1613.57,5.39,48.59,2.78,1bma
1.82,1311.00,365.00,439.00,33.00,363.00,103.00,118.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.90,610.79,2.27,6.61,3.17,1bra
10.00,4603.00,1192.00,1747.00,0.00,608.00,150.00,234.00,0.00,1407.00,343.00,506.00,0.00,0.00,0.00,0.00,0.00,180.00,46.00,62.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,146.56,2051.69,4.93,65.46,5.59,1bxo
