pbindaff,6.6,7.6,8.6,16.6,6.7,7.7,8.7,16.7,6.8,7.8,8.8,16.8,6.16,7.16,8.16,16.16,6.15,7.15,8.15,16.15,6.9,7.9,8.9,16.9,6.17,7.17,8.17,16.17,6.35,7.35,8.35,16.35,6.53,7.53,8.53,16.53,gauss1,gauss2,repulsion,hydrophobic,hydrogenbonding,flexibility,PDB
9.8900,4219.0000,871.0000,1049.0000,29.0000,461.0000,87.0000,111.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,211.0000,51.0000,57.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,126.4666,1345.5151,2.1968,89.2305,0.0000,0.8953,1e66
6.4000,3285.0000,864.0000,809.0000,44.0000,478.0000,131.0000,125.0000,9.0000,915.0000,240.0000,233.0000,16.0000,168.0000,46.0000,42.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,111.8976,1374.5138,5.2593,35.4061,7.0350,0.5589,10gs
5.6200,2290.0000,679.0000,631.0000,37.0000,230.0000,74.0000,62.0000,5.0000,765.0000,241.0000,228.0000,13.0000,0.0000,0.0000,0.0000,0.0000,124.0000,40.0000,40.0000,1.0000,259.0000,79.0000,78.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,85.7255,1250.6732,3.4858,32.6792,5.4494,0.4549,1a08
6.4000,2242.0000,672.0000,623.0000,34.0000,237.0000,77.0000,67.0000,5.0000,921.0000,288.0000,277.0000,14.0000,0.0000,0.0000,0.0000,0.0000,127.0000,41.0000,42.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,85.0644,1159.9365,5.5878,30.1372,7.6279,0.4549,1a1b
4.3000,2562.0000,701.0000,742.0000,2.0000,478.0000,135.0000,139.0000,1.0000,1366.0000,377.0000,414.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,85.6817,1306.8168,4.7111,20.4932,3.5947,0.5589,1a30
5.3000,2084.0000,602.0000,597.0000,57.0000,804.0000,236.0000,226.0000,22.0000,1043.0000,318.0000,308.0000,28.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,96.6926,1201.3448,4.2388,0.0000,4.6918,0.8301,1a69
3.7200,1731.0000,421.0000,494.0000,11.0000,227.0000,58.0000,69.0000,3.0000,851.0000,217.0000,248.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,57.4769,833.5275,2.2321,34.2044,1.4665,0.8508,1ai5
2.2300,1769.0000,433.0000,508.0000,12.0000,0.0000,0.0000,0.0000,0.0000,839.0000,204.0000,241.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,53.6159,770.4449,2.0653,21.2198,1.4426,0.8508,1ajp
4.3100,1366.0000,354.0000,393.0000,12.0000,0.0000,0.0000,0.0000,0.0000,409.0000,113.0000,120.0000,3.0000,230.0000,53.0000,65.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,59.6251,621.9600,2.4477,19.7976,2.5140,0.8953,1ajq
8.0000,3779.0000,967.0000,1452.0000,0.0000,633.0000,155.0000,234.0000,0.0000,782.0000,184.0000,286.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,358.0000,81.0000,116.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,111.5541,1600.2546,4.6777,40.6302,8.1655,0.4738,1apw
3.9000,734.0000,196.0000,167.0000,2.0000,478.0000,122.0000,106.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.3911,303.6917,1.3650,0.0000,1.0000,0.8725,1avn
6.9200,1923.0000,482.0000,506.0000,0.0000,999.0000,251.0000,249.0000,0.0000,2431.0000,612.0000,699.0000,0.0000,0.0000,0.0000,0.0000,0.0000,578.0000,150.0000,164.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,103.9840,1812.2059,9.2062,0.0000,9.5769,0.6429,1b39
8.0200,3971.0000,1043.0000,1216.0000,38.0000,1117.0000,288.0000,346.0000,11.0000,903.0000,231.0000,272.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,131.9391,1760.4229,7.4103,34.4988,10.5699,0.4873,1b7h
10.6400,2230.0000,640.0000,648.0000,25.0000,796.0000,229.0000,233.0000,12.0000,802.0000,220.0000,232.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,93.2780,1279.7040,3.3658,2.0746,5.8467,0.8301,1b8o
