pbindaff,6.6,7.6,8.6,16.6,6.7,7.7,8.7,16.7,6.8,7.8,8.8,16.8,6.16,7.16,8.16,16.16,6.15,7.15,8.15,16.15,6.9,7.9,8.9,16.9,6.17,7.17,8.17,16.17,6.35,7.35,8.35,16.35,6.53,7.53,8.53,16.53,PDB
13.00,2324,626,627,44,919,266,272,18,1157,297,299,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2ada
13.00,2054,539,591,0,438,106,120,0,542,139,158,0,232,56,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2gh7
12.72,977,326,286,10,0,0,0,0,2185,665,596,19,0,0,0,0,336,104,92,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1rbo
12.00,3899,940,1065,9,210,50,49,1,2511,616,675,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1agm
12.00,3947,977,1101,9,210,50,51,1,2565,645,725,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1gah
12.00,4098,1091,1186,0,221,60,59,0,2629,696,776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1lf9
11.92,2011,554,586,35,456,118,128,7,1363,355,395,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1ctu
11.80,1109,353,344,18,899,276,280,20,1282,404,385,26,222,67,68,5,231,69,75,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1duv
11.52,3573,1047,1151,0,282,92,88,0,1349,413,451,0,0,0,0,0,189,59,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6cpa
11.42,5518,1369,1709,73,816,195,250,8,1349,334,410,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1lyb
11.40,6749,1875,2030,0,1226,338,360,0,872,243,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1hvj
11.40,5288,1456,1553,7,536,154,158,0,1333,363,398,1,186,52,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2i0a
11.35,5215,1447,1535,8,383,113,116,0,1303,356,390,0,189,53,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2hb3
11.30,5948,1684,1794,0,577,173,179,0,1078,298,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1pro
11.26,5130,1425,1504,2,804,221,233,0,1059,285,316,0,359,99,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1hpx
11.10,5265,1474,1587,0,321,93,96,1,889,243,267,1,150,43,42,1,0,0,0,0,414,117,132,0,0,0,0,0,0,0,0,0,0,0,0,0,1d4y
11.06,2029,611,580,22,452,139,128,7,2111,639,616,17,0,0,0,0,191,58,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1eix
11.06,2022,561,560,14,445,126,132,2,2065,561,552,14,0,0,0,0,172,46,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1lor
11.05,1960,564,590,24,431,130,137,5,2121,602,621,21,0,0,0,0,202,58,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1dqx
11.05,7816,1648,2017,29,1550,329,406,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1q84
10.96,6901,1915,2083,1,1237,349,363,0,1080,291,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1hvk
10.96,2988,812,850,21,630,167,185,4,1699,451,503,8,0,0,0,0,220,59,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1m7y
10.92,6735,1878,2017,0,1225,339,366,0,1070,294,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1hvi
10.82,5903,1640,1751,3,953,269,284,0,930,253,278,0,269,77,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1hxw
10.80,4439,1180,1305,86,976,271,298,25,411,117,123,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1c4v
10.72,3564,855,768,23,250,59,53,2,247,57,52,2,0,0,0,0,0,0,0,0,0,0,0,0,686,161,153,3,0,0,0,0,0,0,0,0,7std
10.66,6891,1914,2079,1,1177,322,345,0,1057,289,327,0,0,0,0,0,0,0,0,0,392,105,113,0,0,0,0,0,0,0,0,0,0,0,0,0,1dif
10.62,7847,2210,2300,15,1201,356,352,6,948,256,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1qbt
10.57,6927,1950,2046,6,903,269,262,4,917,247,269,0,248,72,74,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1qbr
10.55,2456,710,726,11,903,250,259,4,866,252,257,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1g2o
10.52,2248,639,646,23,990,280,280,14,796,221,230,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1b8n
10.52,4643,1159,1099,107,632,164,144,13,902,232,210,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1n46
10.52,4940,1373,1471,20,571,169,171,4,1323,361,396,5,191,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2f81
10.52,4048,1128,1284,94,928,264,297,25,430,117,139,11,0,0,0,0,0,0,0,0,310,112,101,8,0,0,0,0,0,0,0,0,0,0,0,0,2fzz
10.49,5264,1247,1147,30,730,168,160,4,0,0,0,0,0,0,0,0,0,0,0,0,450,119,106,0,0,0,0,0,0,0,0,0,0,0,0,0,5std
10.48,5853,1625,1729,7,572,161,174,0,987,272,286,1,176,49,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1msm
10.39,5637,1570,1680,4,546,161,168,0,949,267,278,0,175,46,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1kzk
10.37,3636,946,1093,70,986,260,307,24,682,182,204,14,118,33,34,2,0,0,0,0,0,0,0,0,0,0,0,0,156,40,43,1,0,0,0,0,1c4u
10.33,3664,885,798,20,254,61,57,2,501,114,111,3,0,0,0,0,0,0,0,0,235,62,57,0,0,0,0,0,206,46,53,2,0,0,0,0,4std
10.30,6401,1782,1934,5,693,189,215,0,876,242,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1c70
10.30,6696,1891,2049,0,1214,350,369,0,1056,289,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1hvs
10.24,5793,1661,1740,3,641,188,192,2,757,202,221,0,119,34,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1qbu
10.22,3427,866,806,75,216,56,55,4,880,229,216,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,675,164,159,16,1xzx
10.11,2624,700,778,24,1116,293,323,10,441,109,132,4,193,53,65,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1y6r
10.10,6007,1335,1354,162,0,0,0,0,1286,280,312,36,0,0,0,0,0,0,0,0,0,0,0,0,428,92,106,12,0,0,0,0,0,0,0,0,1sr7
10.07,6036,1682,1814,17,822,226,256,2,738,199,223,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1sdu
10.05,592,234,184,0,0,0,0,0,1577,624,481,1,0,0,0,0,328,127,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1n4k
10.05,4224,1095,1266,93,854,223,257,24,328,84,110,9,0,0,0,0,0,0,0,0,0,0,0,0,174,42,47,2,0,0,0,0,0,0,0,0,1nm6
10.00,2138,551,500,13,417,117,105,1,1001,272,251,5,649,185,162,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1bnn
10.00,3201,942,906,28,960,276,274,8,1368,400,383,13,141,38,38,1,155,45,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1gar
10.00,3967,1011,1160,22,0,0,0,0,1036,248,288,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1igj
9.96,3447,988,1098,91,898,241,283,20,643,209,201,18,0,0,0,0,0,0,0,0,235,80,75,8,0,0,0,0,0,0,0,0,0,0,0,0,1fjs
9.95,6783,1870,2062,0,1231,342,368,0,1074,290,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1hvl
9.92,5992,1668,1816,5,1015,288,303,2,915,250,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1hxb
9.92,5990,1686,1778,5,835,230,244,1,1358,386,407,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1zsf
9.89,2101,554,489,12,605,162,150,4,994,269,257,5,640,186,166,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1a42
9.89,2137,561,495,13,415,116,104,1,987,269,250,5,643,187,160,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1bn3
9.82,2014,594,654,36,650,198,222,10,1970,592,619,39,0,0,0,0,211,69,66,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1pvn
9.82,5979,1667,1787,7,828,228,246,1,1367,377,421,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1zsr
9.80,2100,555,497,13,411,118,104,1,1141,308,289,6,639,184,161,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1bnt
9.77,3295,749,817,18,190,47,52,1,995,238,265,4,160,41,42,1,0,0,0,0,0,0,0,0,182,42,43,2,0,0,0,0,0,0,0,0,456c
9.74,6025,1703,1770,9,820,228,244,2,1749,489,521,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1nh0
9.74,3965,1112,1236,88,721,211,229,17,390,107,121,9,0,0,0,0,0,0,0,0,302,109,96,6,0,0,0,0,0,0,0,0,0,0,0,0,2g00
9.72,3370,969,1069,82,1175,331,378,25,376,106,123,11,0,0,0,0,0,0,0,0,458,163,148,13,0,0,0,0,0,0,0,0,0,0,0,0,1z6e
9.72,3939,902,895,135,0,0,0,0,627,143,135,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2i0g
9.70,7296,1732,1762,6,307,77,77,0,2084,495,493,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1a7x
9.70,1881,492,442,11,410,120,105,2,1047,292,269,6,787,217,193,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1bnu
9.70,5075,1422,1514,4,582,167,172,0,980,273,289,1,178,47,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1mrw
9.64,2634,678,576,19,494,133,114,2,648,181,168,3,230,65,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1if8
9.62,6430,1790,1862,9,1286,349,381,2,1601,444,463,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7hvp
9.57,4092,1113,1157,11,602,167,178,3,1007,284,284,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1o86
9.55,5941,1692,1796,0,701,201,213,0,603,161,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1dmp
9.55,2993,806,806,34,517,141,136,7,987,253,263,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1ws1
9.54,2342,628,551,14,411,114,104,1,664,188,174,3,242,67,61,1,0,0,0,0,194,44,36,1,0,0,0,0,0,0,0,0,0,0,0,0,1g52
9.52,6466,1767,2003,9,1053,289,350,1,1907,539,616,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1m4h
9.52,4481,1088,1320,61,204,52,63,3,412,105,117,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2bys
9.52,4926,1345,1402,0,606,182,186,0,402,112,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2gvj
9.51,7156,2034,2130,3,376,115,120,0,587,158,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1hvr
9.49,1970,516,462,11,599,163,145,4,986,269,250,5,636,184,164,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1bnq
9.48,5194,1268,1494,70,731,184,214,9,534,136,156,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1xjd
9.47,6104,1726,1847,0,370,110,119,0,922,239,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1qbs
9.44,2335,620,537,14,408,114,103,1,661,185,171,3,238,66,61,1,0,0,0,0,95,25,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1g1d
9.43,1857,508,443,11,419,113,106,3,858,234,220,4,634,182,163,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1cil
9.42,5838,1618,1770,19,774,219,250,3,723,197,227,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1hsh
9.40,5637,1288,1281,7,176,40,43,0,1744,405,392,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1fkf
9.40,3399,986,1120,83,640,177,197,12,468,139,151,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1ksn
9.40,6286,1709,1834,0,385,109,119,0,945,238,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1met
9.40,3812,951,1023,54,540,143,152,10,118,30,35,1,136,31,42,1,0,0,0,0,210,44,51,2,0,0,0,0,0,0,0,0,0,0,0,0,1pme
9.40,4629,1025,1002,123,0,0,0,0,461,99,105,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1sqn
9.34,1862,477,425,12,412,119,105,1,865,238,224,4,649,183,159,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1bn1
9.32,6164,1708,1855,4,990,282,298,0,1162,313,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2aqu
9.31,1845,472,423,12,410,119,106,1,970,260,246,5,647,182,160,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1bn4
9.30,7064,1932,2034,6,952,264,267,4,946,243,269,0,262,74,77,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1bv7
9.30,3947,915,1071,65,1079,257,294,16,712,154,183,12,146,32,37,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1udt
9.28,3305,755,825,19,186,42,49,1,999,244,249,5,158,39,44,1,0,0,0,0,0,0,0,0,176,40,40,1,0,0,0,0,0,0,0,0,830c
9.27,6129,1698,1821,5,829,229,253,0,760,204,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1sdt
9.26,6204,1502,1497,72,0,0,0,0,659,155,164,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1db1
9.26,6121,1666,1809,3,846,230,253,0,750,199,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2avv
9.22,6450,1804,1908,2,676,178,204,0,969,274,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1d4k
9.22,4771,1319,1417,0,266,76,82,1,862,229,251,1,148,40,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1hpo
9.22,5994,1695,1815,1,713,209,224,0,867,240,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1hps
9.22,4448,1269,1312,0,549,160,168,0,1122,305,330,0,179,52,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1hpv
9.22,3976,925,1068,64,1061,254,291,19,702,161,184,12,144,30,40,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1uho
9.22,2609,751,790,43,555,157,167,10,890,243,268,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1x39
9.22,5018,1399,1496,1,705,208,217,0,1243,341,378,0,183,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1z1r
9.21,4299,1095,1024,5,417,104,99,0,1166,307,286,0,0,0,0,0,200,49,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1mh5
9.18,3684,963,1115,81,624,168,187,14,438,113,136,10,0,0,0,0,0,0,0,0,256,66,72,5,398,98,111,10,0,0,0,0,0,0,0,0,1z71
9.18,6167,1703,1865,0,1013,283,299,1,929,248,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2fgu
9.13,3795,1012,1164,85,579,155,192,15,586,155,191,15,0,0,0,0,0,0,0,0,0,0,0,0,213,56,63,7,0,0,0,0,0,0,0,0,1ta6
9.11,3459,913,1031,66,768,206,239,20,648,169,193,14,118,32,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1d9i
9.10,5608,1160,1435,23,815,172,218,3,436,99,117,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1h22
9.09,4638,1261,1444,115,214,53,62,5,328,93,104,9,169,45,54,4,0,0,0,0,0,0,0,0,0,0,0,0,176,42,46,3,0,0,0,0,1d3d
9.09,5858,1604,1701,8,591,162,170,0,1004,261,287,1,184,50,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1msn
9.08,1495,391,353,9,410,117,105,1,858,236,216,4,773,218,187,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1bnw
9.07,2310,656,670,43,823,232,235,19,835,239,247,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1nw4
9.05,3611,1032,1184,90,617,170,188,12,372,120,122,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1ezq
9.05,4460,987,1096,51,0,0,0,0,419,95,108,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1kdk
9.05,4988,1055,1226,18,174,39,44,1,1492,312,369,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1pbk
9.05,3749,1003,872,85,844,226,186,15,160,46,34,3,0,0,0,0,0,0,0,0,0,0,0,0,218,50,50,5,0,0,0,0,0,0,0,0,1s63
9.04,2312,618,539,14,401,115,102,1,661,188,172,3,240,66,61,1,0,0,0,0,258,67,56,1,0,0,0,0,0,0,0,0,0,0,0,0,1g53
9.00,3782,968,1454,0,634,157,237,0,963,235,359,0,0,0,0,0,0,0,0,0,359,83,116,0,0,0,0,0,0,0,0,0,0,0,0,0,1apv
