pbindaff,Hydrophobic,Ent,PDB
2.0000,-0.8924,0.2520,2r58
2.0700,-1.3808,0.0420,3ao4
2.1800,-1.2847,0.1260,3l7d
2.2200,-1.0950,0.0000,2aac
2.2600,-0.3989,0.0840,1ew8
2.3000,-1.1002,0.2100,3dyo
2.3000,-1.1043,0.2520,4g0y
2.3700,-1.5776,0.0420,3t0d
2.4000,0.0198,0.2520,3dxg
2.4600,-1.4221,0.0840,3l79
2.5100,-1.1961,0.1260,3g30
2.5200,-1.0603,0.2520,4g0q
2.5900,-1.2665,0.0840,3gvb
2.6600,-2.1774,0.5040,3a1e
2.7000,-0.4818,0.0840,3bra
2.7500,-1.2567,0.0420,1rql
2.8100,-0.1237,0.2520,3djx
2.8400,-1.8246,0.0420,3zt2
2.8900,-0.9945,0.2520,1iih
2.9200,-1.2683,0.2100,2fw6
2.9400,-0.7006,0.0840,2vmc
2.9600,-1.2565,0.0840,3imc
3.0000,-1.9604,0.2100,1ecq
3.0000,-0.5724,0.0000,3ime
3.0300,-1.0672,0.1260,1ws5
3.0500,-1.4165,0.3360,1f74
3.0800,-1.3929,0.0420,1y1z
3.1000,-1.3385,0.2100,3f78
3.1600,-1.6404,0.0840,2ymd
3.1900,-0.3790,0.4200,3dxh
3.2200,-0.5115,0.0420,1ew9
3.2200,-1.0952,0.0000,2uy3
3.2500,-3.0175,0.4200,3ta1
3.2800,-1.0301,0.2520,3d52
3.3000,-0.6223,0.0840,1d7j
3.3000,-0.6428,0.0420,3hcm
3.3300,-1.4057,0.0840,2pnc
3.3600,-2.3070,0.3780,2vc7
3.3800,-1.7351,0.2520,2fzg
3.4000,-1.1823,0.0000,1l83
3.4000,-1.1139,0.3360,2vvp
3.4200,-0.9658,0.1680,2sim
3.4500,-1.6034,0.6300,3nik
3.4800,-1.1152,0.2940,2p3i
3.4900,-1.1077,0.0420,1utn
3.5200,-1.3046,0.1680,2vw1
3.5500,-1.0395,0.4200,1v2r
3.5700,-1.0269,0.1680,3ff3
3.6000,-0.8099,0.1260,1d7i
3.6000,-1.1376,0.5460,3afk
3.6100,-2.5328,0.5460,3jzj
3.6400,-1.2494,0.0420,2rk8
3.6600,-0.9384,0.4200,3oy8
3.6800,-1.2262,0.0000,1c3x
3.6900,0.0794,0.1260,3d7b
3.7000,-0.6120,0.2100,1pdz
3.7000,-1.1138,0.0420,3n7a
3.7200,-0.6675,0.2100,1grp
3.7300,-1.3132,0.2520,3fjg
3.7600,-1.1969,0.0420,2x09
3.7700,-1.7004,0.0420,3ao2
3.8000,-1.7111,0.2520,1nje
3.8100,-0.9697,0.0000,3ai8
3.8400,-1.1356,0.4200,3lzz
3.8600,-1.7116,0.4200,3spf
3.8900,-2.0712,0.3360,1m0q
3.9000,0.1164,0.0840,1avn
3.9000,-0.9050,0.4200,2vhj
3.9100,-1.8779,0.4620,1kuk
3.9300,-1.5511,0.0840,2a5b
3.9600,-1.4652,0.2940,1mrs
3.9700,-0.9860,0.2940,4agn
4.0000,-1.3344,0.7560,1e5j
4.0000,-0.8122,0.0000,2buv
4.0000,-1.8922,0.5040,3a1c
4.0100,-1.1352,0.4200,1v2w
4.0300,-1.0858,0.0840,2qrm
4.0400,-1.1178,0.0000,1li2
4.0500,-1.9350,0.0840,2w66
4.0600,-0.8870,0.4620,3m3c
4.0800,-1.0004,0.0840,2rke
4.0900,-1.1905,0.1260,3g2n
4.1000,-3.1925,0.3780,3iod
4.1100,-0.9239,0.2520,3oyw
4.1200,-1.4137,0.1680,4de2
4.1500,-1.3223,0.2520,2v2q
4.1500,-1.0550,0.0420,3d51
4.1700,-1.0084,0.0000,1v2s
4.1900,0.1668,0.4200,1hi3
4.1900,-2.1154,0.2520,3sv2
4.2000,-0.7714,0.2520,3djp
4.2200,-1.0774,0.2100,1kv5
4.2200,-1.3586,0.8400,3kyq
4.2400,-1.4095,0.0000,3h78
4.2700,-1.3239,0.2940,1m5w
4.2900,-2.1374,0.0840,1e2l
4.3000,-1.1119,0.2100,1amk
4.3000,-2.4900,0.3360,3ivg
4.3100,-1.3864,0.0840,1ajq
4.3200,-0.6289,0.2520,4rsk
4.3400,-1.1755,0.2520,2ha5
4.3500,-2.4880,0.5040,3su2
4.3800,-2.2632,0.8400,1bhf
4.3900,-1.2432,0.1260,2hjb
4.4000,-3.0043,0.7980,4dy6
4.4100,-1.2142,0.0420,3rsx
4.4200,-1.4783,0.1260,4ek9
4.4300,-1.0282,0.4620,3m3e
4.4500,-1.6303,0.2940,2wbg
4.4800,-1.4179,0.3360,1jaq
4.4800,-0.9467,0.0420,4dhl
4.4900,-1.2919,0.0420,3hl8
4.5000,-1.6280,0.1680,3sw8
4.5100,-0.9216,0.1680,4g90
4.5200,-0.8455,0.1260,2a4m
4.5200,-1.0148,0.0840,3r6u
4.5400,-1.0992,0.0420,1oko
4.5500,-2.4662,0.9660,1utc
4.5500,-1.5737,0.0000,3rr4
4.5900,-1.5493,0.0840,2jiw
4.5900,-0.9036,0.1680,4g8y
4.6000,-1.3043,0.1680,2pyy
4.6000,-1.9582,0.1260,2x0y
4.6100,-1.6453,0.0420,3lgs
4.6200,-1.9907,0.0840,2xm2
4.6500,-2.4366,0.2520,3qtv
4.6600,-1.1558,0.6300,2ha2
4.6800,-0.6404,0.0420,1xge
4.6900,-1.5286,0.2520,3ujd
4.7000,-1.5427,0.1260,2dw7
4.7000,-0.7589,0.2520,3k5i
4.7100,-1.1517,0.4200,1v2t
4.7200,-1.4694,0.0420,3ebo
4.7400,-0.9984,0.2520,1w4p
4.7400,-3.1338,0.3780,3lcv
4.7600,-1.4569,0.0420,3o5n
4.7700,-1.3794,0.3780,3d50
4.7900,-0.6425,0.3360,3eb1
4.8000,-0.8784,0.5880,3bpc
4.8200,-0.7170,0.1680,1f8e
4.8200,-3.0125,0.7980,2gzl
4.8200,-1.1355,0.2100,3vd4
4.8500,-2.4873,0.3360,1n51
4.8500,-1.4149,0.1260,2w4x
4.8500,-0.8607,0.2100,3ru1
4.8800,-0.9571,0.2100,3lp4
4.8900,-1.1336,0.1260,2vo5
4.9000,-1.4001,0.0420,3cf8
4.9200,-1.3975,0.2100,1h1p
4.9300,-1.6854,0.0000,2y7k
4.9400,-0.6313,0.0420,2vo4
4.9500,-1.6889,0.6300,2x95
4.9600,-2.0521,0.5460,1uz8
4.9600,-1.5178,0.2100,3veh
5.0000,-2.3797,0.4200,1byk
5.0000,-2.4806,0.1680,1ql7
5.0000,-1.0266,0.2100,2vxn
5.0000,-1.7475,1.2600,3omc
5.0100,-1.5886,0.1260,4dds
5.0300,-1.6963,0.5040,2qt5
5.0500,-1.0328,0.0420,3s76
5.0700,-1.1863,0.0000,2c3l
5.0800,-1.6617,0.0840,3qyy
5.1000,-1.7585,0.8400,1ez9
5.1000,-2.8564,0.5460,1w7g
5.1000,-1.2904,0.2520,3p4v
5.1100,-1.8331,0.1260,1yp9
