pbindaff,6.6,7.6,8.6,16.6,6.7,7.7,8.7,16.7,6.8,7.8,8.8,16.8,6.16,7.16,8.16,16.16,6.15,7.15,8.15,16.15,6.9,7.9,8.9,16.9,6.17,7.17,8.17,16.17,6.35,7.35,8.35,16.35,6.53,7.53,8.53,16.53,gauss1_inter,gauss2_inter,repulsion_inter,hydrophobic_inter,hydrogenbonding_inter,gauss1_intra,gauss2_intra,repulsion_intra,hydrophobic_intra,hydrogenbonding_intra,flexibility,PDB
2.0000,961.0000,302.0000,365.0000,9.0000,930.0000,294.0000,356.0000,11.0000,175.0000,54.0000,63.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,47.0620,748.3900,2.2542,12.5754,5.4980,4.1611,18.1131,0.5279,1.0000,1.0000,0.3333,3g2y
2.0500,2521.0000,711.0000,672.0000,7.0000,0.0000,0.0000,0.0000,0.0000,1623.0000,467.0000,437.0000,6.0000,310.0000,91.0000,83.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,77.4007,1391.9580,2.5415,0.0000,5.0651,10.3779,85.1481,0.3031,0.0000,0.6878,0.1000,1jfh
2.0600,927.0000,274.0000,347.0000,5.0000,178.0000,56.0000,65.0000,1.0000,321.0000,112.0000,142.0000,2.0000,186.0000,50.0000,67.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,52.6033,614.8804,2.6281,1.3568,5.6191,1.8100,5.8506,0.0586,0.0000,0.0000,0.1818,1qq9
2.1200,1116.0000,359.0000,388.0000,0.0000,161.0000,54.0000,56.0000,0.0000,533.0000,158.0000,186.0000,0.0000,149.0000,48.0000,55.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,38.0537,678.5937,1.0894,4.9405,2.6678,5.5286,8.7270,0.4046,0.7103,0.8902,0.3333,3gv9
2.1700,2145.0000,665.0000,653.0000,8.0000,167.0000,51.0000,50.0000,0.0000,683.0000,212.0000,217.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0586,984.8405,1.4823,40.7659,3.5755,5.0915,39.6695,0.0577,4.4588,0.0000,0.2500,3gqz
2.2100,1473.0000,332.0000,325.0000,24.0000,0.0000,0.0000,0.0000,0.0000,1230.0000,284.0000,276.0000,20.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,42.9977,696.0674,1.1340,11.6531,2.6190,0.0000,0.0000,0.0000,0.0000,0.0000,0.4000,1x8d
2.2200,2709.0000,792.0000,743.0000,45.0000,0.0000,0.0000,0.0000,0.0000,1522.0000,444.0000,418.0000,24.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,124.0729,1466.6768,2.1126,0.0000,3.5448,25.9810,111.1880,0.4399,0.0000,0.5974,0.0370,1icj
2.2200,1441.0000,324.0000,318.0000,9.0000,0.0000,0.0000,0.0000,0.0000,1198.0000,267.0000,254.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,64.4309,822.2391,2.4951,13.7970,5.1435,0.0000,0.0000,0.0000,0.0000,0.0000,0.3333,2aac
2.2600,367.0000,122.0000,133.0000,0.0000,0.0000,0.0000,0.0000,0.0000,890.0000,286.0000,334.0000,0.0000,0.0000,0.0000,0.0000,0.0000,192.0000,61.0000,68.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,55.6586,518.8095,2.6179,0.0000,4.3463,1.6647,1.6274,0.1951,0.0000,0.0000,0.3333,1ew8
2.2700,1266.0000,363.0000,433.0000,36.0000,200.0000,56.0000,62.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,46.4399,549.8908,0.8465,7.4564,2.0414,1.1098,4.2553,0.0000,0.0000,0.0000,0.2857,1uto
