pbindaff,6.6,7.6,8.6,16.6,6.7,7.7,8.7,16.7,6.8,7.8,8.8,16.8,6.16,7.16,8.16,16.16,6.15,7.15,8.15,16.15,6.9,7.9,8.9,16.9,6.17,7.17,8.17,16.17,6.35,7.35,8.35,16.35,6.53,7.53,8.53,16.53,gauss1_inter,gauss2_inter,repulsion_inter,hydrophobic_inter,hydrogenbonding_inter,gauss1_intra,gauss2_intra,repulsion_intra,hydrophobic_intra,hydrogenbonding_intra,flexibility,PDB
5.8200,3522.0000,942.0000,920.0000,49.0000,500.0000,124.0000,131.0000,12.0000,1505.0000,396.0000,387.0000,22.0000,149.0000,41.0000,45.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.0000,66.0000,64.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,144.2224,1740.0760,2.1037,38.9122,4.6382,36.9611,220.2525,0.2857,5.7005,0.0000,0.0500,11gs
5.2200,2041.0000,676.0000,672.0000,17.0000,823.0000,241.0000,258.0000,9.0000,1360.0000,491.0000,476.0000,7.0000,0.0000,0.0000,0.0000,0.0000,331.0000,128.0000,120.0000,1.0000,538.0000,186.0000,185.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,93.4993,1574.7725,2.2819,0.0205,5.9825,21.6012,233.7677,0.1897,3.1274,0.0000,0.0690,16pk
6.4000,2328.0000,685.0000,619.0000,43.0000,269.0000,83.0000,72.0000,5.0000,411.0000,140.0000,120.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,63.4456,920.6867,1.2666,28.7619,3.1006,61.3714,213.3922,0.6561,34.6201,0.8318,0.0513,1a07
7.5700,2837.0000,730.0000,641.0000,12.0000,168.0000,45.0000,39.0000,0.0000,1011.0000,271.0000,231.0000,0.0000,0.0000,0.0000,0.0000,0.0000,191.0000,53.0000,45.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,101.2195,1227.3663,2.9850,69.2386,4.8314,18.5746,81.0095,0.3121,2.4125,0.3320,0.0870,1a0q
6.4000,2482.0000,750.0000,669.0000,38.0000,258.0000,86.0000,65.0000,5.0000,914.0000,300.0000,286.0000,12.0000,0.0000,0.0000,0.0000,0.0000,121.0000,39.0000,40.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,105.0614,1292.2162,3.2225,32.8843,7.8996,41.5502,251.4742,0.5691,7.7662,0.0000,0.0588,1a1c
6.0000,2197.0000,701.0000,643.0000,38.0000,253.0000,87.0000,66.0000,5.0000,905.0000,299.0000,276.0000,12.0000,0.0000,0.0000,0.0000,0.0000,126.0000,40.0000,40.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,104.0859,1213.2908,3.5302,29.3429,7.9382,36.8043,207.6661,0.8925,15.0024,0.5729,0.0625,1a1e
9.8900,2223.0000,620.0000,538.0000,10.0000,597.0000,166.0000,153.0000,3.0000,1039.0000,278.0000,241.0000,4.0000,655.0000,176.0000,162.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,75.7465,1185.7030,2.2634,26.6104,3.4990,9.2272,71.2343,0.2037,0.9064,0.0000,0.1053,1a42
8.0000,3413.0000,983.0000,938.0000,12.0000,448.0000,136.0000,128.0000,2.0000,992.0000,294.0000,262.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,113.4266,1692.9259,2.2152,48.8109,3.4153,9.4150,110.2171,0.7978,4.5638,0.0000,0.1333,1a4k
13.0000,2318.0000,621.0000,616.0000,43.0000,920.0000,263.0000,266.0000,18.0000,1163.0000,294.0000,286.0000,19.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,103.7068,1319.9236,5.1822,0.0000,5.5275,4.2494,42.1541,0.2326,0.0000,0.6384,0.2222,1a4m
5.9200,4017.0000,1094.0000,1248.0000,104.0000,1149.0000,312.0000,357.0000,34.0000,580.0000,159.0000,184.0000,12.0000,306.0000,83.0000,99.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,113.6185,1879.2460,1.2365,28.8431,3.1464,23.1754,225.2334,0.2141,2.7703,0.0000,0.0667,1a4w
9.7000,8134.0000,1856.0000,1909.0000,6.0000,367.0000,77.0000,89.0000,0.0000,2141.0000,496.0000,507.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.5680,2701.1511,3.9225,84.5753,4.1018,45.4805,345.2806,0.8332,29.5738,0.0000,0.0571,1a7x
7.8500,6151.0000,1696.0000,1789.0000,14.0000,1477.0000,402.0000,442.0000,5.0000,1410.0000,384.0000,427.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,183.3283,2848.8613,5.5772,93.0876,5.4856,72.7563,485.1320,2.0965,1.9425,1.9153,0.0308,1a94
5.7000,928.0000,219.0000,268.0000,6.0000,459.0000,106.0000,132.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,55.1666,464.4845,0.7502,24.8180,2.1365,0.6712,1.2152,0.0000,0.0000,0.0000,0.2000,1a99
