pbindaff,6.6,7.6,8.6,16.6,6.7,7.7,8.7,16.7,6.8,7.8,8.8,16.8,6.16,7.16,8.16,16.16,6.15,7.15,8.15,16.15,6.9,7.9,8.9,16.9,6.17,7.17,8.17,16.17,6.35,7.35,8.35,16.35,6.53,7.53,8.53,16.53,gauss1_inter,gauss2_inter,repulsion_inter,hydrophobic_inter,hydrogenbonding_inter,gauss1_intra,gauss2_intra,repulsion_intra,hydrophobic_intra,hydrogenbonding_intra,flexibility,PDB
0.4900,1153.0000,354.0000,321.0000,22.0000,125.0000,43.0000,38.0000,2.0000,104.0000,31.0000,29.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,27.1446,409.5212,0.5574,21.1753,0.4509,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,1w8l
0.8200,1029.0000,278.0000,312.0000,5.0000,222.0000,56.0000,65.0000,0.0000,434.0000,109.0000,133.0000,2.0000,187.0000,50.0000,53.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,42.0024,575.4093,1.1594,0.0898,2.5060,0.4382,6.6371,0.0000,0.0000,0.0000,0.1667,1wkm
1.0100,710.0000,186.0000,226.0000,22.0000,440.0000,117.0000,151.0000,14.0000,185.0000,51.0000,61.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,51.8980,497.8909,1.9064,0.6295,3.7805,3.2449,2.0362,0.5058,0.0000,0.9946,0.2222,2a31
1.2800,954.0000,340.0000,304.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1002.0000,348.0000,313.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,53.0924,533.0974,2.1654,0.0000,5.8023,4.1600,8.6714,0.0694,0.0000,0.3763,0.2000,1f9g
1.3000,965.0000,247.0000,306.0000,15.0000,392.0000,101.0000,119.0000,6.0000,566.0000,147.0000,180.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,39.5057,664.9590,0.9285,0.0000,3.1869,5.3385,6.0981,0.1422,0.0000,0.4949,0.1818,1b74
1.3600,677.0000,172.0000,206.0000,0.0000,227.0000,61.0000,67.0000,0.0000,444.0000,118.0000,135.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,25.7044,419.1219,0.3535,6.9834,0.8451,0.0000,0.0000,0.0000,0.0000,0.0000,0.4000,1qpb
1.4900,1404.0000,390.0000,477.0000,41.0000,111.0000,31.0000,39.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.3471,548.1895,0.1088,5.5877,0.0000,3.4506,6.5798,0.0098,2.5202,0.0000,0.2222,1tnk
1.6000,1254.0000,406.0000,363.0000,22.0000,127.0000,39.0000,35.0000,2.0000,378.0000,119.0000,116.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,42.7067,539.1822,0.5041,13.7372,1.1302,4.0699,12.5878,0.2645,0.4000,0.0000,0.2222,1w8m
1.6600,606.0000,164.0000,210.0000,4.0000,0.0000,0.0000,0.0000,0.0000,559.0000,150.0000,193.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22.1761,400.4285,1.1349,1.3402,3.1756,0.0000,0.0000,0.0000,0.0000,0.0000,0.2857,1rdj
1.7200,919.0000,229.0000,257.0000,0.0000,140.0000,33.0000,36.0000,0.0000,334.0000,82.0000,93.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,41.5147,432.8633,0.7623,12.7905,1.4470,0.3937,6.0071,0.0000,0.0000,0.0000,0.3333,2hdr
1.8000,2239.0000,614.0000,668.0000,12.0000,0.0000,0.0000,0.0000,0.0000,1867.0000,504.0000,553.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,66.9195,1377.9651,1.5073,5.1043,4.6230,5.1662,70.5176,0.0777,0.0000,0.0000,0.1176,1ga8
1.8200,1917.0000,574.0000,615.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1748.0000,535.0000,564.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,57.5218,1022.6001,2.3233,0.0000,5.2506,15.6220,83.4213,0.5764,0.0000,1.9121,0.1000,1af6
1.8200,588.0000,178.0000,160.0000,8.0000,0.0000,0.0000,0.0000,0.0000,882.0000,274.0000,255.0000,13.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,48.7807,496.7772,1.6762,0.0000,3.8846,5.3284,3.5182,0.5128,0.0000,1.6658,0.2000,1d5r
1.8400,703.0000,189.0000,247.0000,2.0000,92.0000,25.0000,34.0000,0.0000,546.0000,143.0000,191.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,26.4801,481.6864,2.0505,1.5972,4.6322,3.7932,18.6428,0.2696,0.0000,0.7410,0.1818,1rdn
1.8800,1196.0000,334.0000,437.0000,44.0000,170.0000,51.0000,62.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,31.4036,447.8561,0.5403,16.5099,1.0922,1.2094,5.2237,0.0000,1.6890,0.0000,0.4000,1tnl
1.9000,1544.0000,396.0000,528.0000,9.0000,140.0000,34.0000,45.0000,1.0000,345.0000,81.0000,112.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,53.0725,684.2706,1.5843,32.7931,2.6315,4.1452,13.2442,0.0034,0.0000,0.0000,0.2222,1f2p
1.9100,1049.0000,306.0000,394.0000,6.0000,174.0000,58.0000,72.0000,1.0000,267.0000,80.0000,110.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,39.3719,541.4177,0.8076,13.0226,1.8255,2.2786,3.5198,0.0062,0.0000,0.0000,0.1818,1f2o
