pbindaff,6.6,7.6,8.6,16.6,6.7,7.7,8.7,16.7,6.8,7.8,8.8,16.8,6.16,7.16,8.16,16.16,6.15,7.15,8.15,16.15,6.9,7.9,8.9,16.9,6.17,7.17,8.17,16.17,6.35,7.35,8.35,16.35,6.53,7.53,8.53,16.53,gauss1_inter,gauss2_inter,repulsion_inter,hydrophobic_inter,hydrogenbonding_inter,gauss1_intra,gauss2_intra,repulsion_intra,hydrophobic_intra,hydrogenbonding_intra,flexibility,PDB
6.0000,2330.0000,687.0000,654.0000,37.0000,259.0000,83.0000,68.0000,5.0000,992.0000,305.0000,281.0000,13.0000,0.0000,0.0000,0.0000,0.0000,132.0000,41.0000,40.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.4153,1274.4264,4.0415,24.9214,8.4760,25.7719,217.0070,0.3144,8.4475,0.0000,0.0667,1a1e
8.0000,3378.0000,969.0000,926.0000,12.0000,446.0000,134.0000,131.0000,2.0000,942.0000,290.0000,255.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,91.8209,1636.5031,1.4743,44.9566,2.0937,13.7402,133.5331,0.8831,4.5719,0.5797,0.1429,1a4k
6.6600,1387.0000,356.0000,437.0000,20.0000,892.0000,228.0000,274.0000,14.0000,1423.0000,351.0000,419.0000,22.0000,0.0000,0.0000,0.0000,0.0000,313.0000,76.0000,90.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,123.7329,1294.0654,4.6589,0.0000,9.4955,8.4732,105.5227,0.1235,0.0000,0.6604,0.1176,1a4r
5.9200,4270.0000,1131.0000,1293.0000,97.0000,1151.0000,313.0000,351.0000,26.0000,530.0000,137.0000,167.0000,13.0000,260.0000,69.0000,73.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,109.5496,1931.2476,1.9867,48.3587,4.6246,34.3626,271.7000,0.5159,12.5995,0.0000,0.0714,1a4w
5.5200,1626.0000,536.0000,569.0000,12.0000,412.0000,131.0000,135.0000,0.0000,1450.0000,464.0000,491.0000,13.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,78.1318,1142.4207,1.9821,0.0000,6.4832,0.4098,7.8963,0.2645,0.0000,0.7348,0.2500,1a8i
7.8500,6060.0000,1674.0000,1746.0000,8.0000,1475.0000,421.0000,420.0000,6.0000,1472.0000,414.0000,442.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,167.8559,2770.4814,4.0607,64.6487,7.4237,58.3125,421.7674,1.5209,6.0677,0.5762,0.0339,1a94
5.7000,957.0000,215.0000,273.0000,7.0000,479.0000,113.0000,138.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.4948,445.3631,2.0492,28.1313,2.9476,0.0058,1.8674,0.0000,0.0000,0.0000,0.2000,1a99
6.9200,4877.0000,1398.0000,1363.0000,5.0000,1162.0000,340.0000,335.0000,3.0000,1087.0000,307.0000,308.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,139.5011,2190.5398,3.2554,48.6568,6.1312,35.9365,256.9831,0.6188,5.9941,0.4335,0.0488,1a9m
8.4000,4663.0000,1276.0000,1385.0000,3.0000,803.0000,225.0000,246.0000,1.0000,1121.0000,295.0000,328.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,113.4036,1988.8546,3.3321,48.7625,7.9109,29.3571,218.3359,0.5336,4.7705,0.5267,0.0526,1aaq
6.7400,2529.0000,679.0000,673.0000,47.0000,915.0000,257.0000,265.0000,18.0000,908.0000,217.0000,214.0000,15.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,101.0037,1307.9453,4.1768,2.9426,5.2184,4.8445,42.9866,0.0866,0.0000,0.3747,0.2000,1add
5.3600,3649.0000,1010.0000,1097.0000,64.0000,0.0000,0.0000,0.0000,0.0000,364.0000,90.0000,95.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,53.8893,1202.4681,0.5156,52.4723,1.2238,31.2515,96.3263,0.1192,48.5702,0.0000,0.0667,1adl
6.0000,465.0000,144.0000,151.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1047.0000,314.0000,338.0000,5.0000,0.0000,0.0000,0.0000,0.0000,182.0000,55.0000,57.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,37.2426,542.1683,2.6342,0.0000,6.6873,6.6228,4.4050,0.6674,0.0000,1.1832,0.1818,1ado
6.6200,1040.0000,336.0000,312.0000,29.0000,555.0000,168.0000,161.0000,18.0000,1416.0000,468.0000,400.0000,23.0000,0.0000,0.0000,0.0000,0.0000,349.0000,114.0000,94.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,81.5531,1104.9307,1.8429,0.0000,4.3230,12.9357,151.1221,0.4601,0.0000,0.6367,0.1000,1afk
