pbindaff,6.6,7.6,8.6,16.6,6.7,7.7,8.7,16.7,6.8,7.8,8.8,16.8,6.16,7.16,8.16,16.16,6.15,7.15,8.15,16.15,6.9,7.9,8.9,16.9,6.17,7.17,8.17,16.17,6.35,7.35,8.35,16.35,6.53,7.53,8.53,16.53,gauss1_inter,gauss2_inter,repulsion_inter,hydrophobic_inter,hydrogenbonding_inter,gauss1_intra,gauss2_intra,repulsion_intra,hydrophobic_intra,hydrogenbonding_intra,flexibility,PDB
6.0000,2251.0000,705.0000,639.0000,37.0000,255.0000,86.0000,64.0000,5.0000,948.0000,299.0000,282.0000,12.0000,0.0000,0.0000,0.0000,0.0000,126.0000,41.0000,40.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,112.8517,1256.8502,4.4797,24.8276,9.1600,30.0673,202.4215,0.2179,9.3651,0.0000,0.0667,1a1e
8.0000,3413.0000,982.0000,936.0000,12.0000,449.0000,136.0000,128.0000,2.0000,991.0000,293.0000,263.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,113.2983,1691.5165,2.2292,48.7715,3.4592,9.4552,110.2065,0.8020,4.5632,0.0000,0.1429,1a4k
6.6600,1387.0000,356.0000,437.0000,20.0000,892.0000,228.0000,274.0000,14.0000,1423.0000,351.0000,419.0000,22.0000,0.0000,0.0000,0.0000,0.0000,313.0000,76.0000,90.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,123.7329,1294.0654,4.6589,0.0000,9.4955,8.4732,105.5227,0.1235,0.0000,0.6604,0.1176,1a4r
5.9200,4270.0000,1131.0000,1293.0000,97.0000,1151.0000,313.0000,351.0000,26.0000,530.0000,137.0000,167.0000,13.0000,260.0000,69.0000,73.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,109.5496,1931.2476,1.9867,48.3587,4.6246,34.3626,271.7000,0.5159,12.5995,0.0000,0.0714,1a4w
5.5200,1626.0000,536.0000,569.0000,12.0000,412.0000,131.0000,135.0000,0.0000,1450.0000,464.0000,491.0000,13.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,78.1318,1142.4207,1.9821,0.0000,6.4832,0.4098,7.8963,0.2645,0.0000,0.7348,0.2500,1a8i
7.8500,6060.0000,1674.0000,1746.0000,8.0000,1475.0000,421.0000,420.0000,6.0000,1472.0000,414.0000,442.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,167.8559,2770.4814,4.0607,64.6487,7.4237,58.3125,421.7674,1.5209,6.0677,0.5762,0.0339,1a94
5.7000,928.0000,218.0000,269.0000,6.0000,460.0000,105.0000,132.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.9270,464.5353,0.6934,24.5918,2.0786,0.6543,1.2178,0.0000,0.0000,0.0000,0.2000,1a99
6.9200,4950.0000,1442.0000,1421.0000,4.0000,1317.0000,375.0000,372.0000,1.0000,1081.0000,317.0000,312.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,145.1071,2285.8169,4.4209,66.2061,7.2299,51.3061,249.9420,2.7498,6.2591,2.7013,0.0488,1a9m
8.4000,4767.0000,1319.0000,1432.0000,1.0000,813.0000,229.0000,252.0000,1.0000,1118.0000,299.0000,332.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,127.3689,2054.1599,3.9394,52.6458,8.3258,33.9820,225.5692,0.5073,8.1562,0.2834,0.0526,1aaq
6.7400,2529.0000,679.0000,673.0000,47.0000,915.0000,257.0000,265.0000,18.0000,908.0000,217.0000,214.0000,15.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,101.0037,1307.9453,4.1768,2.9426,5.2184,4.8445,42.9866,0.0866,0.0000,0.3747,0.2000,1add
5.3600,3422.0000,971.0000,1063.0000,62.0000,0.0000,0.0000,0.0000,0.0000,405.0000,106.0000,114.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,70.5742,1241.9071,1.0706,69.0388,1.3180,31.6221,61.3115,0.2940,42.5549,0.0000,0.0667,1adl
6.0000,576.0000,171.0000,178.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1118.0000,331.0000,349.0000,5.0000,0.0000,0.0000,0.0000,0.0000,172.0000,50.0000,57.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,36.1628,630.6946,3.2818,0.0000,8.5971,3.9895,8.2032,0.0000,0.0000,0.0000,0.1818,1ado
6.6200,1045.0000,334.0000,320.0000,33.0000,555.0000,167.0000,166.0000,18.0000,1357.0000,452.0000,401.0000,20.0000,0.0000,0.0000,0.0000,0.0000,318.0000,106.0000,102.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,84.4811,1148.8611,2.9235,0.0000,6.4940,15.2973,147.3322,0.2231,0.0000,0.3345,0.1000,1afk
6.2800,1074.0000,349.0000,307.0000,22.0000,490.0000,159.0000,136.0000,9.0000,1744.0000,503.0000,460.0000,41.0000,0.0000,0.0000,0.0000,0.0000,400.0000,115.0000,106.0000,9.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,81.6786,1133.2999,3.7078,0.0000,6.9876,22.9059,174.8940,0.4606,0.0000,0.6869,0.1053,1afl
2.5000,1701.0000,408.0000,486.0000,10.0000,0.0000,0.0000,0.0000,0.0000,851.0000,205.0000,248.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58.3933,766.1942,1.0633,30.9760,1.9024,2.1781,11.5016,0.0008,0.0000,0.0000,0.2500,1ai4
4.0900,1421.0000,355.0000,414.0000,12.0000,0.0000,0.0000,0.0000,0.0000,242.0000,64.0000,71.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.6988,514.4036,0.7252,37.1906,0.6596,0.0000,0.0000,0.0000,0.0000,0.0000,0.6667,1ai7
4.8200,3232.0000,866.0000,946.0000,10.0000,127.0000,31.0000,33.0000,0.0000,141.0000,40.0000,43.0000,0.0000,266.0000,72.0000,76.0000,1.0000,0.0000,0.0000,0.0000,0.0000,169.0000,48.0000,49.0000,0.0000,144.0000,35.0000,36.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,71.5665,1267.7794,0.2553,58.6900,0.0000,10.3812,90.9787,0.0033,8.0012,0.0000,0.1333,1aid
3.8700,2140.0000,550.0000,525.0000,14.0000,255.0000,64.0000,56.0000,3.0000,1354.0000,344.0000,337.0000,9.0000,0.0000,0.0000,0.0000,0.0000,195.0000,49.0000,50.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,93.8608,1273.3158,2.1404,27.2121,2.6311,8.0368,47.4653,0.2830,0.0000,0.0000,0.1111,1aj7
2.6300,1705.0000,397.0000,492.0000,10.0000,239.0000,58.0000,68.0000,2.0000,835.0000,207.0000,258.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,57.4641,810.5332,0.5244,40.9049,0.0000,4.3787,17.1899,0.0059,0.0000,0.0000,0.2500,1ajn
7.7200,5818.0000,1632.0000,1704.0000,5.0000,398.0000,116.0000,125.0000,0.0000,1188.0000,325.0000,353.0000,0.0000,194.0000,55.0000,63.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,145.2767,2305.4651,4.3758,93.1337,5.8022,19.2966,286.3201,0.1185,1.4396,0.0000,0.0833,1ajv
7.9100,5895.0000,1628.0000,1766.0000,5.0000,379.0000,110.0000,123.0000,0.0000,973.0000,257.0000,285.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,142.0047,2195.7883,3.5429,110.6547,4.8117,27.1811,301.5753,0.3509,0.2980,0.0000,0.0833,1ajx
6.5200,1692.0000,387.0000,350.0000,12.0000,0.0000,0.0000,0.0000,0.0000,289.0000,72.0000,60.0000,0.0000,161.0000,36.0000,27.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.6507,689.9892,0.3747,53.7714,0.5407,2.5582,14.4825,0.0440,0.0000,0.0000,0.2222,1alw
4.3000,368.0000,102.0000,104.0000,2.0000,0.0000,0.0000,0.0000,0.0000,1161.0000,307.0000,341.0000,5.0000,0.0000,0.0000,0.0000,0.0000,195.0000,50.0000,57.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,67.5653,578.5380,2.6593,0.0000,5.3949,2.1162,4.3410,0.0000,0.0000,0.0000,0.2500,1amk
4.5400,1709.0000,439.0000,552.0000,10.0000,959.0000,251.0000,298.0000,5.0000,1620.0000,383.0000,460.0000,15.0000,0.0000,0.0000,0.0000,0.0000,357.0000,72.0000,93.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,82.8273,1360.8259,2.2487,0.0000,4.3127,16.2312,114.7394,0.5648,0.0000,0.7452,0.1176,1amw
9.0000,3838.0000,965.0000,1456.0000,0.0000,618.0000,160.0000,235.0000,0.0000,1036.0000,247.0000,366.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,334.0000,84.0000,116.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,114.8765,1795.5170,3.7343,53.8461,7.4696,35.0924,220.9918,0.6440,12.9824,1.2118,0.0625,1apv
6.2800,2746.0000,779.0000,795.0000,43.0000,154.0000,47.0000,49.0000,2.0000,627.0000,176.0000,187.0000,11.0000,132.0000,39.0000,47.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,108.8142,1287.4841,2.0140,31.0507,2.1143,14.2071,74.3485,0.0202,0.6484,0.0000,0.0952,1atl
3.1300,1095.0000,274.0000,349.0000,0.0000,123.0000,32.0000,42.0000,0.0000,837.0000,215.0000,272.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.0069,776.8940,2.4343,3.1672,5.3320,4.4940,17.4409,0.4087,0.0000,0.9791,0.2000,1ax0
3.2000,860.0000,215.0000,273.0000,0.0000,0.0000,0.0000,0.0000,0.0000,820.0000,212.0000,260.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,46.3732,643.8323,2.4298,0.0000,5.5385,0.8634,3.0821,0.3184,0.0000,0.8061,0.2222,1axz
7.1200,3305.0000,866.0000,1026.0000,32.0000,1104.0000,290.0000,347.0000,11.0000,888.0000,223.0000,264.0000,8.0000,234.0000,58.0000,66.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,118.1805,1604.4252,5.0733,13.9616,11.5395,13.0754,97.6356,0.4451,0.0000,0.2556,0.0588,1b05
