pbindaff,6.6,7.6,8.6,16.6,6.7,7.7,8.7,16.7,6.8,7.8,8.8,16.8,6.16,7.16,8.16,16.16,6.15,7.15,8.15,16.15,6.9,7.9,8.9,16.9,6.17,7.17,8.17,16.17,6.35,7.35,8.35,16.35,6.53,7.53,8.53,16.53,gauss1_inter,gauss2_inter,repulsion_inter,hydrophobic_inter,hydrogenbonding_inter,gauss1_intra,gauss2_intra,repulsion_intra,hydrophobic_intra,hydrogenbonding_intra,flexibility,PDB
5.8200,3522.0000,942.0000,920.0000,49.0000,500.0000,124.0000,131.0000,12.0000,1505.0000,396.0000,387.0000,22.0000,149.0000,41.0000,45.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.0000,66.0000,64.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,144.2224,1740.0760,2.1037,38.9122,4.6382,36.9611,220.2525,0.2857,5.7005,0.0000,0.0500,11gs
5.2200,2172.0000,621.0000,680.0000,42.0000,915.0000,230.0000,268.0000,26.0000,1609.0000,495.0000,519.0000,17.0000,0.0000,0.0000,0.0000,0.0000,401.0000,132.0000,139.0000,4.0000,514.0000,176.0000,175.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,112.5527,1838.0289,2.7893,0.0000,5.7221,15.8399,153.9006,0.0892,3.0592,0.1971,0.0690,16pk
6.4000,2617.0000,746.0000,709.0000,42.0000,266.0000,83.0000,71.0000,6.0000,446.0000,141.0000,126.0000,9.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,83.6803,1086.7300,1.5775,43.8785,2.9628,31.7338,212.7354,0.7703,7.6866,0.7515,0.0513,1a07
7.5700,2865.0000,726.0000,652.0000,13.0000,165.0000,42.0000,38.0000,0.0000,1006.0000,261.0000,229.0000,0.0000,0.0000,0.0000,0.0000,0.0000,193.0000,54.0000,45.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,102.7084,1254.6345,2.4940,74.5848,3.5015,16.0534,80.1636,0.1762,3.3929,0.1528,0.0870,1a0q
6.4000,2382.0000,701.0000,679.0000,39.0000,260.0000,86.0000,66.0000,5.0000,963.0000,302.0000,287.0000,13.0000,0.0000,0.0000,0.0000,0.0000,129.0000,41.0000,41.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,95.1510,1300.4034,2.8815,33.9698,7.3427,38.1470,211.2199,0.3253,7.9309,0.0000,0.0588,1a1c
6.0000,2311.0000,671.0000,656.0000,39.0000,233.0000,79.0000,65.0000,5.0000,919.0000,286.0000,277.0000,13.0000,0.0000,0.0000,0.0000,0.0000,133.0000,41.0000,40.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,96.8418,1233.0669,3.9276,38.6759,8.7721,31.2519,194.8615,1.0609,10.0289,0.2775,0.0625,1a1e
9.8900,2223.0000,620.0000,538.0000,10.0000,597.0000,166.0000,153.0000,3.0000,1039.0000,278.0000,241.0000,4.0000,655.0000,176.0000,162.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,75.7465,1185.7030,2.2634,26.6104,3.4990,9.2272,71.2343,0.2037,0.9064,0.0000,0.1053,1a42
8.0000,3413.0000,983.0000,938.0000,12.0000,448.0000,136.0000,128.0000,2.0000,992.0000,294.0000,262.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,113.4266,1692.9259,2.2152,48.8109,3.4153,9.4150,110.2171,0.7978,4.5638,0.0000,0.1333,1a4k
13.0000,2318.0000,621.0000,616.0000,43.0000,920.0000,263.0000,266.0000,18.0000,1163.0000,294.0000,286.0000,19.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,103.7068,1319.9236,5.1822,0.0000,5.5275,4.2494,42.1541,0.2326,0.0000,0.6384,0.2222,1a4m
5.9200,4280.0000,1128.0000,1296.0000,96.0000,1150.0000,315.0000,351.0000,26.0000,532.0000,136.0000,170.0000,13.0000,263.0000,70.0000,72.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,110.1513,1929.5728,2.0693,48.3923,4.7882,34.2983,273.8998,0.5401,12.6579,0.0000,0.0667,1a4w
