pbindaff,6.6,7.6,8.6,16.6,6.7,7.7,8.7,16.7,6.8,7.8,8.8,16.8,6.16,7.16,8.16,16.16,6.15,7.15,8.15,16.15,6.9,7.9,8.9,16.9,6.17,7.17,8.17,16.17,6.35,7.35,8.35,16.35,6.53,7.53,8.53,16.53,gauss1_inter,gauss2_inter,repulsion_inter,hydrophobic_inter,hydrogenbonding_inter,gauss1_intra,gauss2_intra,repulsion_intra,hydrophobic_intra,hydrogenbonding_intra,flexibility,PDB
6.4000,3277.0000,846.0000,815.0000,41.0000,465.0000,134.0000,124.0000,10.0000,914.0000,244.0000,239.0000,16.0000,158.0000,45.0000,41.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,98.9836,1343.4332,2.8497,33.2563,5.6486,39.2960,156.4547,0.6375,32.8609,0.0000,0.0690,10gs
5.6200,2355.0000,724.0000,661.0000,41.0000,222.0000,74.0000,63.0000,5.0000,812.0000,254.0000,243.0000,13.0000,0.0000,0.0000,0.0000,0.0000,129.0000,41.0000,39.0000,1.0000,248.0000,76.0000,75.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,86.2237,1362.5398,2.1957,25.8677,5.1767,49.8872,252.3894,0.3922,10.9724,0.3151,0.0465,1a08
6.4000,2369.0000,719.0000,664.0000,35.0000,265.0000,85.0000,70.0000,6.0000,984.0000,305.0000,290.0000,14.0000,0.0000,0.0000,0.0000,0.0000,127.0000,41.0000,41.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,108.0756,1291.9919,3.0567,25.5554,7.0560,45.0225,254.3301,1.1763,19.9428,0.0000,0.0465,1a1b
4.3000,2638.0000,721.0000,804.0000,2.0000,505.0000,135.0000,157.0000,0.0000,1376.0000,378.0000,419.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,97.1445,1360.6945,2.3511,29.1386,3.9381,20.5612,116.5938,0.4478,1.1015,1.2555,0.0690,1a30
5.3000,2067.0000,619.0000,609.0000,58.0000,805.0000,239.0000,227.0000,22.0000,1042.0000,319.0000,319.0000,29.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,91.5769,1241.2390,4.3388,0.0000,7.0299,10.3177,40.5854,0.3530,0.0000,0.0000,0.2222,1a69
3.7200,1680.0000,403.0000,489.0000,10.0000,225.0000,60.0000,72.0000,2.0000,844.0000,213.0000,253.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,65.8208,824.3367,1.5424,34.4691,2.6704,3.8001,17.1389,0.0208,0.0000,0.0000,0.2500,1ai5
2.2300,1778.0000,440.0000,505.0000,12.0000,0.0000,0.0000,0.0000,0.0000,843.0000,207.0000,246.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,55.4420,763.9940,0.7947,26.9683,0.9867,2.0912,9.2213,0.2021,0.0000,0.0000,0.2500,1ajp
4.3100,1363.0000,344.0000,391.0000,9.0000,0.0000,0.0000,0.0000,0.0000,409.0000,106.0000,115.0000,3.0000,225.0000,64.0000,70.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.8248,615.9860,1.8453,26.4918,2.3077,2.5413,3.7007,0.0089,0.0000,0.0000,0.3333,1ajq
8.0000,3754.0000,974.0000,1443.0000,0.0000,623.0000,154.0000,235.0000,0.0000,778.0000,181.0000,284.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,357.0000,90.0000,120.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,118.3578,1627.0977,3.2259,44.0120,6.7832,42.6509,201.0250,0.8008,9.3489,0.9206,0.0500,1apw
3.9000,882.0000,223.0000,206.0000,5.0000,550.0000,136.0000,125.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,28.7505,391.0367,0.6122,0.0000,1.2599,1.6808,1.7302,0.0085,0.0000,0.0000,0.2857,1avn
