pbindaff,6.6,7.6,8.6,16.6,6.7,7.7,8.7,16.7,6.8,7.8,8.8,16.8,6.16,7.16,8.16,16.16,6.15,7.15,8.15,16.15,6.9,7.9,8.9,16.9,6.17,7.17,8.17,16.17,6.35,7.35,8.35,16.35,6.53,7.53,8.53,16.53,gauss1_inter,gauss2_inter,repulsion_inter,hydrophobic_inter,hydrogenbonding_inter,gauss1_intra,gauss2_intra,repulsion_intra,hydrophobic_intra,hydrogenbonding_intra,flexibility,PDB
6.4000,3245.0000,861.0000,851.0000,50.0000,457.0000,135.0000,116.0000,10.0000,896.0000,242.0000,232.0000,15.0000,158.0000,42.0000,43.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,109.8313,1323.6873,2.2537,74.5734,4.5683,28.0523,171.1459,0.3418,2.8704,0.0000,0.0690,10gs
5.6200,2499.0000,760.0000,682.0000,37.0000,279.0000,85.0000,73.0000,5.0000,868.0000,262.0000,243.0000,13.0000,0.0000,0.0000,0.0000,0.0000,131.0000,41.0000,40.0000,1.0000,227.0000,72.0000,70.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,97.2319,1447.8108,2.6116,28.1268,4.9361,56.8380,275.5323,0.7579,28.5762,1.0328,0.0465,1a08
6.4000,2541.0000,762.0000,706.0000,40.0000,269.0000,91.0000,70.0000,5.0000,914.0000,296.0000,287.0000,12.0000,0.0000,0.0000,0.0000,0.0000,123.0000,39.0000,41.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,111.3779,1336.5923,3.5281,34.7952,7.6397,45.9403,236.2735,0.6639,14.0737,0.0000,0.0465,1a1b
4.3000,2790.0000,779.0000,841.0000,3.0000,589.0000,157.0000,178.0000,0.0000,1409.0000,377.0000,422.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,92.1066,1452.5292,1.8328,33.3610,2.6919,20.1391,132.2343,0.9324,0.0361,1.8355,0.0690,1a30
5.3000,2117.0000,637.0000,624.0000,64.0000,869.0000,253.0000,259.0000,26.0000,1036.0000,320.0000,298.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,89.2937,1287.8438,5.6278,0.0000,5.4048,11.7966,40.0454,0.3219,0.0000,0.5201,0.2222,1a69
3.7200,1348.0000,367.0000,425.0000,8.0000,190.0000,49.0000,55.0000,1.0000,706.0000,185.0000,215.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,41.8743,614.9591,1.5237,25.9652,3.2232,3.2099,16.6458,0.0677,0.0000,0.0000,0.2500,1ai5
2.2300,1740.0000,415.0000,488.0000,13.0000,0.0000,0.0000,0.0000,0.0000,879.0000,213.0000,249.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,63.9614,761.1081,1.7915,28.8655,1.6826,1.6052,9.4416,0.3330,0.0000,0.0000,0.2500,1ajp
4.3100,1363.0000,344.0000,391.0000,9.0000,0.0000,0.0000,0.0000,0.0000,409.0000,106.0000,115.0000,3.0000,225.0000,64.0000,70.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.8248,615.9860,1.8453,26.4918,2.3077,2.5413,3.7007,0.0089,0.0000,0.0000,0.3333,1ajq
8.0000,3821.0000,958.0000,1458.0000,0.0000,632.0000,161.0000,239.0000,0.0000,832.0000,200.0000,300.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,331.0000,83.0000,116.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,114.7744,1714.4034,3.5866,52.7104,6.7691,42.9400,216.4636,0.8852,14.6046,1.2686,0.0500,1apw
3.9000,1071.0000,298.0000,262.0000,5.0000,646.0000,179.0000,154.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,46.3540,483.9052,2.6513,4.0000,3.9094,1.6420,1.8648,0.0000,0.0000,0.0000,0.2857,1avn
6.9200,2012.0000,505.0000,522.0000,0.0000,922.0000,241.0000,235.0000,0.0000,2601.0000,635.0000,707.0000,0.0000,0.0000,0.0000,0.0000,0.0000,587.0000,154.0000,165.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,115.5810,1889.0762,3.7161,0.0000,8.0564,10.9570,135.1413,1.0016,0.0000,0.0000,0.0952,1b39
8.0200,3961.0000,1040.0000,1225.0000,39.0000,1115.0000,291.0000,352.0000,11.0000,890.0000,230.0000,268.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,130.4910,1742.4360,5.1809,34.6755,11.9289,13.2067,121.7603,0.3224,0.0000,0.3641,0.0526,1b7h
10.6400,2246.0000,639.0000,647.0000,25.0000,803.0000,232.0000,234.0000,10.0000,809.0000,223.0000,233.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,96.0156,1291.5353,2.8190,2.0810,5.5429,9.0408,43.2453,0.5090,0.0000,0.0000,0.2222,1b8o
5.9600,3936.0000,1034.0000,1216.0000,40.0000,1097.0000,286.0000,340.0000,11.0000,880.0000,228.0000,262.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,123.4062,1760.3359,4.5709,32.7702,8.7045,16.4496,123.2509,0.1036,0.0000,0.0000,0.0541,1b9j
3.2800,1786.0000,501.0000,583.0000,46.0000,391.0000,114.0000,134.0000,12.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,49.0101,776.4678,0.2441,9.7303,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6667,1bcu
4.5900,3262.0000,917.0000,1025.0000,91.0000,552.0000,157.0000,180.0000,17.0000,428.0000,122.0000,136.0000,11.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,584.0000,162.0000,185.0000,13.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,92.6734,1411.5800,1.4394,39.8697,1.6621,38.2138,224.7286,1.6047,15.8435,0.5692,0.0645,1bma
1.8200,1275.0000,356.0000,431.0000,34.0000,319.0000,92.0000,113.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,51.0482,577.9633,2.1595,6.6209,2.4205,0.9297,2.0643,0.0000,0.0000,0.0000,0.4000,1bra
10.0000,4625.0000,1198.0000,1764.0000,0.0000,611.0000,146.0000,234.0000,0.0000,1381.0000,343.0000,494.0000,0.0000,0.0000,0.0000,0.0000,0.0000,173.0000,46.0000,61.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,151.6468,2073.8601,3.9955,72.0115,6.0418,25.0078,187.7627,0.4543,6.6961,0.0000,0.0690,1bxo
7.5700,1347.0000,469.0000,433.0000,0.0000,222.0000,77.0000,74.0000,0.0000,1734.0000,596.0000,554.0000,0.0000,0.0000,0.0000,0.0000,0.0000,217.0000,76.0000,70.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,93.0033,1151.2893,7.4554,2.9443,17.2318,11.9213,33.9835,0.9071,0.0000,1.2282,0.1429,1d09
