pbindaff,6.6_1,7.6_1,8.6_1,16.6_1,6.7_1,7.7_1,8.7_1,16.7_1,6.8_1,7.8_1,8.8_1,16.8_1,6.16_1,7.16_1,8.16_1,16.16_1,6.15_1,7.15_1,8.15_1,16.15_1,6.9_1,7.9_1,8.9_1,16.9_1,6.17_1,7.17_1,8.17_1,16.17_1,6.35_1,7.35_1,8.35_1,16.35_1,6.53_1,7.53_1,8.53_1,16.53_1,gauss1_inter_1,gauss2_inter_1,repulsion_inter_1,hydrophobic_inter_1,hydrogenbonding_inter_1,gauss1_intra_1,gauss2_intra_1,repulsion_intra_1,hydrophobic_intra_1,hydrogenbonding_intra_1,6.6_2,7.6_2,8.6_2,16.6_2,6.7_2,7.7_2,8.7_2,16.7_2,6.8_2,7.8_2,8.8_2,16.8_2,6.16_2,7.16_2,8.16_2,16.16_2,6.15_2,7.15_2,8.15_2,16.15_2,6.9_2,7.9_2,8.9_2,16.9_2,6.17_2,7.17_2,8.17_2,16.17_2,6.35_2,7.35_2,8.35_2,16.35_2,6.53_2,7.53_2,8.53_2,16.53_2,gauss1_inter_2,gauss2_inter_2,repulsion_inter_2,hydrophobic_inter_2,hydrogenbonding_inter_2,gauss1_intra_2,gauss2_intra_2,repulsion_intra_2,hydrophobic_intra_2,hydrogenbonding_intra_2,flexibility,PDB
9.3000,0.0000,0.0000,0.0000,0.0000,219.0000,71.0000,82.0000,1.0000,1271.0000,405.0000,451.0000,7.0000,0.0000,0.0000,0.0000,0.0000,423.0000,141.0000,156.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,69.5149,608.6163,5.8409,0.0000,11.2246,2.3387,3.4587,0.0166,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,219.0000,72.0000,82.0000,1.0000,1268.0000,404.0000,451.0000,7.0000,0.0000,0.0000,0.0000,0.0000,422.0000,140.0000,157.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,68.4358,611.7131,6.4112,0.0000,11.9892,2.5618,3.3531,0.0285,0.0000,0.0000,0.3333,2iw4
4.4500,3328.0000,853.0000,842.0000,17.0000,443.0000,115.0000,121.0000,2.0000,1176.0000,313.0000,302.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,133.3939,1387.8406,5.2984,28.7368,7.8005,8.3421,44.8577,0.0339,5.9596,0.0000,3180.0000,818.0000,818.0000,16.0000,446.0000,115.0000,121.0000,2.0000,1171.0000,313.0000,302.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,127.2517,1276.1530,5.3301,33.2208,7.6582,4.5212,38.8858,0.1207,4.3531,0.0000,0.1000,2wbg
6.0800,3317.0000,860.0000,842.0000,18.0000,443.0000,117.0000,122.0000,2.0000,1158.0000,314.0000,299.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,124.3990,1388.2031,4.9690,27.6722,8.3471,9.5345,45.9411,0.0616,6.0000,0.0000,3331.0000,856.0000,831.0000,18.0000,441.0000,119.0000,122.0000,2.0000,1157.0000,313.0000,298.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,113.6051,1389.9570,4.8762,28.4793,8.2981,8.2367,54.6260,0.0222,5.7162,0.0000,0.1000,2wc3
5.2900,3295.0000,859.0000,843.0000,20.0000,423.0000,111.0000,107.0000,2.0000,834.0000,198.0000,203.0000,5.0000,223.0000,53.0000,54.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,103.7768,1390.5546,1.9054,45.9671,3.0237,4.5451,35.3447,0.0000,5.3263,0.0000,3290.0000,861.0000,836.0000,17.0000,440.0000,119.0000,120.0000,2.0000,961.0000,253.0000,244.0000,4.0000,220.0000,63.0000,62.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,131.1022,1410.2552,6.5643,24.1082,8.2934,6.4030,33.5123,0.1031,6.0000,0.0000,0.1000,2wc4
6.1000,2193.0000,583.0000,569.0000,19.0000,698.0000,188.0000,178.0000,6.0000,2686.0000,692.0000,734.0000,17.0000,0.0000,0.0000,0.0000,0.0000,555.0000,157.0000,163.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,142.5419,1797.1377,8.3105,18.7681,15.6005,10.4771,103.2938,1.6605,0.6012,1.7529,2193.0000,583.0000,567.0000,19.0000,700.0000,189.0000,181.0000,6.0000,2632.0000,689.0000,726.0000,18.0000,0.0000,0.0000,0.0000,0.0000,546.0000,145.0000,163.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,138.9171,1774.5742,7.6230,18.7415,14.9992,12.7636,97.6039,1.6037,0.6012,1.4025,0.1000,2yay
5.1400,2163.0000,582.0000,546.0000,18.0000,498.0000,130.0000,123.0000,5.0000,1809.0000,470.0000,463.0000,11.0000,0.0000,0.0000,0.0000,0.0000,204.0000,58.0000,58.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,106.0801,1389.0304,3.7224,18.0428,8.1157,3.9377,49.5825,0.2357,0.7308,0.0000,2208.0000,578.0000,554.0000,19.0000,483.0000,135.0000,118.0000,5.0000,1799.0000,481.0000,471.0000,11.0000,0.0000,0.0000,0.0000,0.0000,208.0000,57.0000,58.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,111.5335,1385.3654,4.4375,13.1073,7.6800,4.0941,53.0947,0.9851,1.0000,0.0000,0.1818,2yaz
3.8500,2183.0000,585.0000,550.0000,19.0000,501.0000,132.0000,125.0000,5.0000,1215.0000,312.0000,301.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,82.7050,1149.9286,2.6519,17.5084,5.2814,2.7782,29.2492,0.2279,0.8356,0.0000,2080.0000,544.0000,554.0000,13.0000,498.0000,129.0000,122.0000,4.0000,1130.0000,288.0000,295.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,73.0671,1053.2855,2.5145,12.3460,4.5349,2.5575,29.1970,0.3847,0.7872,0.0000,0.2500,2yb0
4.1500,1915.0000,575.0000,576.0000,20.0000,159.0000,43.0000,45.0000,1.0000,1453.0000,428.0000,446.0000,15.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,61.9299,1118.6229,2.3935,0.0000,5.9881,15.5546,69.2031,0.6217,0.0000,2.0587,2200.0000,632.0000,662.0000,50.0000,179.0000,46.0000,48.0000,4.0000,1673.0000,484.0000,515.0000,33.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,59.5081,1131.8098,2.4238,0.0000,6.8765,12.8806,68.2357,0.6532,0.0000,0.9446,0.1176,2xg9
7.2600,1231.0000,389.0000,336.0000,12.0000,211.0000,67.0000,55.0000,2.0000,630.0000,188.0000,161.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,66.5401,652.8264,3.5399,10.8250,7.5797,0.0000,0.0000,0.0000,0.0000,0.0000,1212.0000,373.0000,318.0000,12.0000,190.0000,61.0000,52.0000,2.0000,622.0000,194.0000,170.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58.9246,652.8810,2.8246,4.5058,3.9050,0.0000,0.0000,0.0000,0.0000,0.0000,0.4000,2xib
7.2000,3261.0000,1034.0000,867.0000,32.0000,374.0000,116.0000,96.0000,4.0000,922.0000,279.0000,233.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,114.4339,1377.9814,4.8509,23.4782,8.6220,5.0906,81.6185,0.4228,0.0000,0.7542,2948.0000,924.0000,767.0000,30.0000,371.0000,115.0000,96.0000,4.0000,893.0000,268.0000,217.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,99.0080,1265.2213,4.8668,19.9745,8.9702,5.2339,83.5930,0.0603,0.0000,0.3264,0.1818,2xii
