pbindaff,6.6,7.6,8.6,16.6,6.7,7.7,8.7,16.7,6.8,7.8,8.8,16.8,6.16,7.16,8.16,16.16,6.15,7.15,8.15,16.15,6.9,7.9,8.9,16.9,6.17,7.17,8.17,16.17,6.35,7.35,8.35,16.35,6.53,7.53,8.53,16.53,gauss1_inter,gauss2_inter,repulsion_inter,hydrophobic_inter,hydrogenbonding_inter,gauss1_intra,gauss2_intra,repulsion_intra,hydrophobic_intra,hydrogenbonding_intra,flexibility,PDB
9.3000,0.0000,0.0000,0.0000,0.0000,219.0000,71.0000,82.0000,1.0000,1271.0000,405.0000,451.0000,7.0000,0.0000,0.0000,0.0000,0.0000,423.0000,141.0000,156.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,69.5149,608.6163,5.8409,0.0000,11.2246,2.3387,3.4587,0.0166,0.0000,0.0000,0.3333,2iw4
4.4500,3180.0000,818.0000,818.0000,16.0000,446.0000,115.0000,121.0000,2.0000,1171.0000,313.0000,302.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,127.2517,1276.1530,5.3301,33.2208,7.6582,4.5212,38.8858,0.1207,4.3531,0.0000,0.1000,2wbg
6.0800,3317.0000,860.0000,842.0000,18.0000,443.0000,117.0000,122.0000,2.0000,1158.0000,314.0000,299.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,124.3990,1388.2031,4.9690,27.6722,8.3471,9.5345,45.9411,0.0616,6.0000,0.0000,0.1000,2wc3
5.2900,3290.0000,861.0000,836.0000,17.0000,440.0000,119.0000,120.0000,2.0000,961.0000,253.0000,244.0000,4.0000,220.0000,63.0000,62.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,131.1022,1410.2552,6.5643,24.1082,8.2934,6.4030,33.5123,0.1031,6.0000,0.0000,0.1000,2wc4
6.1000,2193.0000,583.0000,567.0000,19.0000,700.0000,189.0000,181.0000,6.0000,2632.0000,689.0000,726.0000,18.0000,0.0000,0.0000,0.0000,0.0000,546.0000,145.0000,163.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,138.9171,1774.5742,7.6230,18.7415,14.9992,12.7636,97.6039,1.6037,0.6012,1.4025,0.1000,2yay
5.1400,2163.0000,582.0000,546.0000,18.0000,498.0000,130.0000,123.0000,5.0000,1809.0000,470.0000,463.0000,11.0000,0.0000,0.0000,0.0000,0.0000,204.0000,58.0000,58.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,106.0801,1389.0304,3.7224,18.0428,8.1157,3.9377,49.5825,0.2357,0.7308,0.0000,0.1818,2yaz
3.8500,2183.0000,585.0000,550.0000,19.0000,501.0000,132.0000,125.0000,5.0000,1215.0000,312.0000,301.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,82.7050,1149.9286,2.6519,17.5084,5.2814,2.7782,29.2492,0.2279,0.8356,0.0000,0.2500,2yb0
4.1500,2214.0000,647.0000,677.0000,50.0000,190.0000,46.0000,51.0000,5.0000,1654.0000,488.0000,515.0000,33.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,61.4482,1161.4664,2.9202,0.0000,6.8017,12.3575,68.2651,0.7567,0.0000,0.9281,0.1176,2xg9
7.2600,1231.0000,389.0000,336.0000,12.0000,211.0000,67.0000,55.0000,2.0000,630.0000,188.0000,161.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,66.5401,652.8264,3.5399,10.8250,7.5797,0.0000,0.0000,0.0000,0.0000,0.0000,0.4000,2xib
7.2000,3261.0000,1034.0000,867.0000,32.0000,374.0000,116.0000,96.0000,4.0000,922.0000,279.0000,233.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,114.4339,1377.9814,4.8509,23.4782,8.6220,5.0906,81.6185,0.4228,0.0000,0.7542,0.1818,2xii
8.3400,6354.0000,1789.0000,1974.0000,10.0000,877.0000,245.0000,270.0000,2.0000,1021.0000,285.0000,325.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,138.6899,2566.0215,3.8460,98.1983,5.1304,37.8592,321.8538,0.9620,7.6690,0.2865,0.0513,2xye
