pbindaff,6.6_1,7.6_1,8.6_1,16.6_1,6.7_1,7.7_1,8.7_1,16.7_1,6.8_1,7.8_1,8.8_1,16.8_1,6.16_1,7.16_1,8.16_1,16.16_1,6.15_1,7.15_1,8.15_1,16.15_1,6.9_1,7.9_1,8.9_1,16.9_1,6.17_1,7.17_1,8.17_1,16.17_1,6.35_1,7.35_1,8.35_1,16.35_1,6.53_1,7.53_1,8.53_1,16.53_1,gauss1_inter_1,gauss2_inter_1,repulsion_inter_1,hydrophobic_inter_1,hydrogenbonding_inter_1,gauss1_intra_1,gauss2_intra_1,repulsion_intra_1,hydrophobic_intra_1,hydrogenbonding_intra_1,6.6_2,7.6_2,8.6_2,16.6_2,6.7_2,7.7_2,8.7_2,16.7_2,6.8_2,7.8_2,8.8_2,16.8_2,6.16_2,7.16_2,8.16_2,16.16_2,6.15_2,7.15_2,8.15_2,16.15_2,6.9_2,7.9_2,8.9_2,16.9_2,6.17_2,7.17_2,8.17_2,16.17_2,6.35_2,7.35_2,8.35_2,16.35_2,6.53_2,7.53_2,8.53_2,16.53_2,gauss1_inter_2,gauss2_inter_2,repulsion_inter_2,hydrophobic_inter_2,hydrogenbonding_inter_2,gauss1_intra_2,gauss2_intra_2,repulsion_intra_2,hydrophobic_intra_2,hydrogenbonding_intra_2,flexibility,PDB
9.0000,5852.0000,1373.0000,2186.0000,0.0000,1282.0000,287.0000,463.0000,0.0000,1261.0000,272.0000,467.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,165.4946,2503.7654,4.0117,73.3459,4.5507,51.3061,443.5311,0.8393,7.6922,1.6223,5516.0000,1277.0000,2050.0000,2.0000,1076.0000,246.0000,408.0000,0.0000,1096.0000,239.0000,406.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,131.0473,2207.9309,2.8174,59.4436,5.0653,67.3947,488.3665,2.0196,13.5785,4.3306,0.0426,1gvu
10.0000,4630.0000,1199.0000,1764.0000,0.0000,612.0000,146.0000,235.0000,0.0000,1384.0000,342.0000,494.0000,0.0000,0.0000,0.0000,0.0000,0.0000,174.0000,46.0000,61.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,152.2371,2071.3833,4.0206,72.3443,6.0493,24.7944,188.6274,0.4584,6.4929,0.0000,4701.0000,1209.0000,1776.0000,0.0000,605.0000,150.0000,233.0000,0.0000,1406.0000,352.0000,508.0000,0.0000,0.0000,0.0000,0.0000,0.0000,174.0000,44.0000,62.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,147.7245,2114.6743,5.8213,70.0892,5.6742,31.0560,214.4170,0.6508,15.3682,0.0000,0.0909,1bxo
6.9600,4725.0000,1119.0000,1731.0000,1.0000,817.0000,189.0000,299.0000,0.0000,996.0000,220.0000,371.0000,0.0000,0.0000,0.0000,0.0000,0.0000,139.0000,22.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,112.6411,1980.0054,2.1026,72.6711,4.8278,47.8262,337.4415,1.3709,10.4376,1.1274,4796.0000,1152.0000,1813.0000,1.0000,979.0000,226.0000,359.0000,0.0000,1043.0000,240.0000,384.0000,0.0000,0.0000,0.0000,0.0000,0.0000,149.0000,27.0000,52.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,134.4273,2131.2424,2.4525,69.7441,3.4895,32.1953,325.1232,0.3369,0.4528,0.5534,0.0500,1gvw
7.2200,6020.0000,1442.0000,2250.0000,0.0000,1321.0000,311.0000,495.0000,0.0000,1389.0000,312.0000,524.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,165.6073,2628.7854,3.9803,84.2910,9.9260,75.5098,525.6876,2.1474,8.6166,3.3503,6248.0000,1492.0000,2335.0000,0.0000,1337.0000,321.0000,505.0000,0.0000,1453.0000,337.0000,538.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,161.3772,2727.1248,3.6968,88.9746,8.0541,72.2750,544.4181,1.9649,16.5556,3.0698,0.0328,1gvx
10.3900,5639.0000,1575.0000,1687.0000,5.0000,550.0000,157.0000,166.0000,0.0000,947.0000,264.0000,272.0000,0.0000,173.0000,46.0000,50.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.9134,2258.5667,3.4620,88.2951,3.9648,24.2231,269.2961,0.7013,8.7361,0.1407,5481.0000,1554.0000,1647.0000,8.0000,548.0000,155.0000,165.0000,0.0000,920.0000,263.0000,257.0000,0.0000,166.0000,46.0000,51.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,133.3674,2213.6860,5.6326,86.1381,4.7137,26.2945,253.2832,2.6148,10.1607,1.0000,0.0909,1kzk
7.2500,3330.0000,861.0000,1027.0000,32.0000,1111.0000,291.0000,347.0000,11.0000,899.0000,223.0000,268.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,118.1691,1535.8772,4.9962,20.1847,11.9635,12.9906,92.9673,0.5193,0.0000,0.3528,3412.0000,896.0000,1010.0000,35.0000,1136.0000,301.0000,350.0000,13.0000,886.0000,232.0000,274.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,125.3496,1600.5388,4.4610,29.3194,7.8474,14.3560,83.5913,0.1092,0.4440,0.0000,0.0645,1jet
6.8200,3645.0000,943.0000,1101.0000,38.0000,1063.0000,282.0000,334.0000,11.0000,1305.0000,336.0000,381.0000,14.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,121.2272,1785.6517,4.4988,24.1295,11.8837,13.8112,124.5394,0.0604,0.0000,0.0000,3698.0000,961.0000,1109.0000,39.0000,1091.0000,287.0000,339.0000,12.0000,1277.0000,339.0000,394.0000,12.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,128.9821,1760.1947,4.0242,28.9018,8.9508,13.1759,128.1355,0.0687,0.2627,0.0000,0.0541,1jeu
8.7700,1150.0000,257.0000,307.0000,5.0000,665.0000,148.0000,175.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58.9419,591.1871,2.4745,14.0917,3.3294,2.2957,1.2448,0.0934,0.0000,0.4267,1131.0000,250.0000,301.0000,5.0000,657.0000,154.0000,178.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,65.5527,567.0951,2.1346,9.2403,3.0024,0.3611,2.7999,0.0000,0.0000,0.0000,0.2857,1qft
6.8900,5132.0000,1354.0000,1573.0000,55.0000,1340.0000,348.0000,420.0000,13.0000,892.0000,234.0000,273.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,160.5733,2186.1111,7.1332,48.4205,11.3700,19.3349,167.9819,0.4206,0.0000,0.0704,5124.0000,1343.0000,1571.0000,51.0000,1352.0000,354.0000,416.0000,15.0000,885.0000,235.0000,272.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,159.5835,2215.3965,7.6031,36.5679,9.5523,16.9282,167.2011,0.1129,0.3671,0.0000,0.0571,1jev
8.5200,5800.0000,1352.0000,1356.0000,176.0000,0.0000,0.0000,0.0000,0.0000,646.0000,148.0000,165.0000,17.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,118.3539,1928.0063,1.9546,142.4273,2.4220,2.9638,72.9274,0.2322,7.5977,0.0000,5827.0000,1348.0000,1358.0000,178.0000,0.0000,0.0000,0.0000,0.0000,638.0000,150.0000,166.0000,17.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,123.4111,1938.2255,4.3336,149.0862,2.9376,3.2655,78.6201,0.5308,9.6336,0.0000,0.2500,1fcy
