pbindaff,6.6,7.6,8.6,16.6,6.7,7.7,8.7,16.7,6.8,7.8,8.8,16.8,6.16,7.16,8.16,16.16,6.15,7.15,8.15,16.15,6.9,7.9,8.9,16.9,6.17,7.17,8.17,16.17,6.35,7.35,8.35,16.35,6.53,7.53,8.53,16.53,gauss1,gauss2,repulsion,hydrophobic,hydrogenbonding,flexibility,PDB
9.3000,0.0000,0.0000,0.0000,0.0000,224.0000,75.0000,79.0000,1.0000,1272.0000,405.0000,459.0000,6.0000,0.0000,0.0000,0.0000,0.0000,426.0000,140.0000,154.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,67.6847,612.0696,9.4605,0.0000,13.8883,0.3333,2iw4
4.4500,3073.0000,805.0000,791.0000,19.0000,444.0000,119.0000,121.0000,2.0000,1180.0000,310.0000,303.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,124.9612,1261.3387,7.1825,26.6791,8.6894,0.1000,2wbg
6.0800,3115.0000,804.0000,799.0000,19.0000,449.0000,119.0000,122.0000,2.0000,1164.0000,315.0000,300.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,118.8333,1278.0452,6.9209,26.2191,8.6242,0.1000,2wc3
5.2900,3076.0000,783.0000,783.0000,19.0000,442.0000,120.0000,119.0000,2.0000,958.0000,249.0000,247.0000,4.0000,218.0000,64.0000,62.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,121.6889,1250.7882,8.0509,24.7143,8.9232,0.1000,2wc4
6.1000,2187.0000,585.0000,565.0000,19.0000,696.0000,185.0000,177.0000,6.0000,2636.0000,697.0000,727.0000,17.0000,0.0000,0.0000,0.0000,0.0000,553.0000,147.0000,162.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,137.6372,1782.1802,8.5928,18.3187,13.4003,0.1000,2yay
5.1400,2162.0000,583.0000,550.0000,19.0000,497.0000,130.0000,123.0000,5.0000,1813.0000,470.0000,463.0000,13.0000,0.0000,0.0000,0.0000,0.0000,203.0000,56.0000,56.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.9993,1352.9170,3.2587,18.0111,6.4626,0.1818,2yaz
3.8500,2169.0000,585.0000,551.0000,19.0000,501.0000,133.0000,122.0000,5.0000,1218.0000,307.0000,303.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,81.9498,1146.0947,2.4264,17.0949,4.3711,0.2500,2yb0
4.1500,2205.0000,642.0000,685.0000,48.0000,180.0000,44.0000,50.0000,6.0000,1638.0000,478.0000,507.0000,34.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58.5223,1137.2277,3.7295,0.0000,7.6717,0.1176,2xg9
7.2600,1232.0000,391.0000,338.0000,13.0000,212.0000,70.0000,54.0000,2.0000,633.0000,187.0000,167.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,68.5484,658.1843,4.8173,10.6967,7.3762,0.4000,2xib
7.2000,3343.0000,1043.0000,886.0000,36.0000,379.0000,115.0000,99.0000,4.0000,932.0000,281.0000,237.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,121.7917,1423.5336,7.2055,24.1704,8.4092,0.1818,2xii
