pbindaff,gauss1,gauss2,repulsion,hydrophobic,hydrogenbonding,flexibility,6.6,7.6,8.6,16.6,6.7,7.7,8.7,16.7,6.8,7.8,8.8,16.8,6.16,7.16,8.16,16.16,6.15,7.15,8.15,16.15,6.9,7.9,8.9,16.9,6.17,7.17,8.17,16.17,6.35,7.35,8.35,16.35,6.53,7.53,8.53,16.53,PDB
2.00,49.4545,708.9071,4.5607,10.1219,5.3214,0.3333,966.0000,313.0000,394.0000,9.0000,1001.0000,308.0000,396.0000,9.0000,147.0000,47.0000,51.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3g2y
2.00,54.9992,768.0589,5.7005,31.0116,2.3437,0.2857,1799.0000,509.0000,472.0000,13.0000,0.0000,0.0000,0.0000,0.0000,615.0000,182.0000,167.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3pce
2.05,53.4586,1053.9083,1.6311,0.0000,2.9499,0.1000,1993.0000,577.0000,523.0000,9.0000,0.0000,0.0000,0.0000,0.0000,1323.0000,378.0000,353.0000,5.0000,227.0000,61.0000,56.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1jfh
2.06,56.3336,616.9017,4.3959,1.3869,5.8460,0.1818,932.0000,276.0000,344.0000,5.0000,179.0000,56.0000,66.0000,1.0000,345.0000,117.0000,144.0000,2.0000,184.0000,49.0000,63.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1qq9
2.12,42.2973,660.0922,3.0085,8.7383,3.3582,0.3333,1095.0000,358.0000,383.0000,0.0000,157.0000,54.0000,58.0000,0.0000,541.0000,162.0000,177.0000,0.0000,155.0000,50.0000,52.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3gv9
2.16,60.0281,726.1373,5.9705,0.0000,5.2023,0.1818,630.0000,175.0000,184.0000,3.0000,0.0000,0.0000,0.0000,0.0000,1379.0000,384.0000,399.0000,7.0000,0.0000,0.0000,0.0000,0.0000,179.0000,51.0000,50.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4tim
2.17,54.8079,748.6750,3.3857,37.2826,0.9613,0.2500,1611.0000,514.0000,482.0000,5.0000,141.0000,44.0000,47.0000,1.0000,584.0000,180.0000,172.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3gqz
2.21,37.3397,696.2490,3.0486,8.8457,4.4250,0.4000,1475.0000,341.0000,333.0000,24.0000,0.0000,0.0000,0.0000,0.0000,1240.0000,285.0000,286.0000,20.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1x8d
2.22,75.3002,1259.5542,2.8927,0.0000,1.6591,0.0370,2549.0000,752.0000,704.0000,50.0000,0.0000,0.0000,0.0000,0.0000,1373.0000,402.0000,379.0000,26.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1icj
