pbindaff,Hydrophobic,Vdw,HBond,Ent,gauss1,gauss2,repulsion,hydrophobic,hydrogenbonding,flexibility,PDB
2.0000,-1.5088,-1.0266,0.0000,0.0840,54.9992,768.0589,5.7005,31.0116,2.3437,0.2857,3pce
2.1600,-1.1818,-0.7624,0.0000,0.2520,60.0281,726.1373,5.9705,0.0000,5.2023,0.1818,4tim
2.2200,-1.8746,-2.3484,0.0000,1.7220,75.3002,1259.5542,2.8927,0.0000,1.6591,0.0370,1icj
2.2300,-1.6257,-1.9233,-0.0019,0.0420,85.2562,1056.1035,2.9694,16.0528,1.2431,0.4000,3ao5
2.2800,-1.3177,-1.7476,0.0000,0.0420,91.1199,979.8383,7.1719,0.0000,10.0943,0.2500,1ps3
2.3000,-1.3123,-0.7619,0.0000,0.0840,56.0236,791.1844,8.9142,32.4915,3.6043,0.2857,3pcg
2.3500,-0.7647,-0.9303,-0.0000,0.0840,51.9417,608.8994,2.8458,19.6640,1.0000,0.2857,3gtc
2.3900,-1.0388,-1.4323,0.0000,0.3780,72.3998,1136.3855,6.6783,0.5798,11.2562,0.0769,1f73
2.4400,-1.3531,-1.3869,-0.0024,0.0420,68.3868,900.4979,3.7401,0.0000,5.5380,0.2857,2i2b
2.4800,-0.9117,-1.0276,0.0000,0.0000,60.3248,446.8197,1.3062,39.4297,1.2277,0.5000,1gyx
2.5200,-0.8029,-1.1938,-0.0138,0.1680,72.0302,934.3773,5.7905,1.4933,6.2298,0.1667,3mfv
2.5700,-1.0159,-1.6879,0.0000,0.2520,66.1745,954.7536,1.7160,0.0000,3.9134,0.1111,1gwv
2.6200,-1.4620,-0.9961,-0.0030,0.1680,69.6526,635.7812,10.4673,0.0000,11.2815,0.2000,3fk1
2.7000,-0.7297,-1.5399,0.0000,0.2940,57.8819,939.2928,6.3581,0.0000,6.9350,0.1250,2fzc
2.7400,-0.5397,-1.3942,0.0000,0.2100,63.8769,1033.2657,5.0755,7.8521,8.5637,0.1176,2qwb
2.7800,-1.5413,-0.7766,0.0000,0.1260,35.8855,390.8503,0.7008,40.0708,0.0000,0.2500,2yiv
2.8200,-0.9426,-1.0606,-0.0000,0.0000,36.9002,506.3390,0.7419,25.8582,0.0000,1.0000,4dsu
2.8600,-1.7850,-2.0396,0.0000,0.0420,83.7458,1228.5216,2.7464,37.7847,3.6344,0.2857,3zt3
2.8900,-0.7899,-1.1681,0.0000,0.2100,50.5714,614.8162,2.7657,19.0820,3.2273,0.1429,4gqq
2.9200,-1.0747,-1.3003,-0.0082,0.0000,74.4837,662.3232,4.0312,0.0000,1.6841,0.6667,4ai5
2.9600,-1.7147,-2.0759,0.0000,0.2520,113.2804,1304.9757,5.5958,0.0000,6.2706,0.1538,3dhv
