pbindaff,Hydrophobic,Vdw,HBond,Ent,gauss1,gauss2,repulsion,hydrophobic,hydrogenbonding,flexibility,PDB
2.0000,-0.3295,-1.0291,-0.0000,0.0420,49.4545,708.9071,4.5607,10.1219,6.0178,0.3333,3g2y
2.1200,-1.0269,-0.9955,0.0000,0.0000,42.2973,660.0922,3.0085,8.7383,3.3582,0.3333,3gv9
2.2100,-0.8563,-1.4563,0.0000,0.2520,82.0140,778.3732,5.5215,0.0000,6.5220,0.1538,4g0z
2.2300,-0.8344,-1.0848,0.0000,0.1260,46.2266,612.3215,2.9809,16.3921,4.5173,0.2000,2igv
2.2700,-0.6204,-1.1092,-0.0007,0.0840,41.0500,572.6500,0.7622,6.2835,1.3651,0.2857,1uto
2.3000,-1.2013,-1.5351,-0.0003,0.0000,54.5397,671.8757,3.5941,3.3192,2.0843,1.0000,3mhw
2.3500,-0.9466,-1.2305,0.0000,0.2520,65.0744,776.7975,5.8332,0.0000,8.8769,0.1111,1qi0
2.3800,-3.6415,-4.1500,0.0000,0.6300,187.5235,2302.6523,10.2689,49.3285,12.7208,0.0714,3f6e
2.4400,-0.6377,-0.6785,0.0000,0.0840,31.5293,281.6779,0.6182,0.0000,0.1762,0.2857,1oba
2.4700,-0.7654,-1.1371,-0.0035,0.1260,46.3200,590.2482,1.2988,8.4041,1.3726,0.2222,1utl
2.5200,-0.2660,-1.0780,-0.0000,0.0420,38.7952,602.7247,1.4662,9.6498,1.5492,0.3333,3gr2
2.5500,-0.4252,-1.4094,-0.0005,0.0000,43.8455,717.4843,1.3840,16.5459,0.0000,0.4000,3ovn
2.6200,-0.7213,-0.9693,0.0000,0.0000,26.3152,647.8245,1.0745,30.0907,0.0000,0.6667,3f37
2.6900,-0.8394,-1.5728,0.0000,0.0840,65.6879,843.0095,3.3700,1.3547,4.2219,0.2222,3elc
2.7200,-0.8980,-0.7451,0.0000,0.1260,37.7941,544.7930,4.6678,2.3400,5.6711,0.2500,2rkd
2.7700,-1.1650,-1.3063,0.0000,0.1680,63.6428,824.6841,4.4454,16.4480,2.1053,0.2500,3fcq
2.8200,-0.9440,-1.0595,-0.0031,0.0420,52.4523,694.9867,1.6102,19.7954,1.7405,0.5000,3ppr
2.8600,-1.1504,-1.5014,0.0000,0.7980,103.1374,1161.3888,8.2529,0.0000,7.1467,0.0625,3qx8
2.8900,-0.5462,-0.7139,0.0000,0.0840,17.6615,479.3337,0.4393,20.3345,0.0000,0.3333,3g31
2.9200,-1.2304,-1.5307,0.0000,0.2940,62.9514,827.4794,4.2018,0.0000,7.5522,0.1333,3k8c
