pbindaff,Hydrophobic,Vdw,HBond,Ent,gauss1,gauss2,repulsion,hydrophobic,hydrogenbonding,flexibility,PDB
2.00,-1.2879,-1.0245,-0.0006,0.0840,54.9992,768.0589,5.7005,31.0116,2.3437,0.2857,3pce
2.12,-0.8327,-0.9823,-0.0034,0.0000,42.2973,660.0921,3.0085,8.7383,3.3582,0.4000,3gv9
2.16,-1.1937,-0.7695,-0.0029,0.2520,60.0281,726.1373,5.9705,0.0000,5.2023,0.1818,4tim
2.18,-1.2477,-3.0140,0.0000,0.1260,112.6629,1592.0067,3.3514,11.5229,3.5782,0.1667,3l7d
2.27,-0.7228,-1.1124,-0.0007,0.0840,41.0500,572.6500,0.7622,6.2835,1.3651,0.2857,1uto
2.28,-1.3164,-1.7405,0.0000,0.0420,91.1199,979.8383,7.1719,0.0000,10.0943,0.2500,1ps3
2.30,-1.0014,-1.1164,-0.0356,0.2100,68.8273,883.7651,6.5300,7.6750,7.7430,0.1538,3kgq
2.30,-1.2022,-1.5322,-0.0003,0.0000,54.5397,671.8757,3.5941,3.3192,2.0843,0.6667,3mhw
2.35,-0.8654,-1.2353,0.0000,0.2520,65.0744,776.7975,5.8332,0.0000,8.8769,0.1111,1qi0
2.39,-0.4520,-0.7802,-0.0020,0.5460,72.8151,1163.0858,7.4259,17.2080,2.0665,0.0800,1nwl
2.40,0.0337,-1.3756,-0.0034,0.2520,38.4538,874.5959,1.5193,2.1972,2.1228,0.1667,3dxg
2.52,-0.5087,-1.2040,-0.0140,0.1680,72.0302,934.3773,5.7905,1.4933,6.2298,0.1667,3mfv
2.55,-1.3123,-0.7472,-0.0067,0.1260,30.9638,578.2144,3.0962,26.1958,3.0916,0.1818,3b3s
2.62,-1.4153,-0.9995,-0.0594,0.1680,69.6526,635.7812,10.4673,0.0000,11.2815,0.2000,3fk1
2.70,-0.5781,-1.5542,-0.0108,0.2940,57.8819,939.2928,6.3581,0.0000,6.9350,0.1250,2fzc
