pbindaff,Hydrophobic,Vdw,HBond,Ent,gauss1,gauss2,repulsion,hydrophobic,hydrogenbonding,flexibility,PDB
2.68,-1.1687,-1.4601,-0.0076,0.2100,59.3048,809.2028,6.0985,0.0000,11.3189,0.1818,1o8b
2.97,-2.7487,-3.6236,-0.0001,0.3360,109.9497,2241.1973,1.4891,77.1916,0.5063,0.0741,2hw2
2.47,-0.7407,-1.1452,-0.0034,0.1260,46.3200,590.2482,1.2988,8.4041,1.3726,0.2222,1utl
2.9,-2.0855,-1.9296,-0.0083,0.5040,80.4932,1208.0055,4.4245,9.0807,7.1640,0.0625,3c2u
2.59,-0.8586,-1.7603,-0.0013,0.0840,85.3446,1000.4905,3.5852,23.6237,4.4927,0.2857,3gvb
2.62,-0.5969,-0.9708,0.0000,0.0000,26.3152,647.8248,1.0745,30.0907,0.0000,0.4000,3f37
2.38,-3.4498,-4.1437,-0.0001,0.6300,187.5235,2302.6521,10.2689,49.3285,12.7208,0.0714,3f6e
2.7,-0.9511,-0.8326,-0.0072,0.0420,53.5428,504.9558,3.0578,14.1246,3.2601,0.2857,2uyn
2.96,-0.7429,-0.5678,-0.0044,0.0000,32.6494,444.4868,4.2878,0.8664,2.7287,0.6667,2br6
2.3,-1.2245,-1.5641,0.0000,0.2100,53.1292,908.2697,3.2866,10.2322,5.2263,0.1429,3dyo
2.17,-0.6903,-1.1807,-0.0170,0.1260,54.8079,748.6750,3.3857,37.2826,0.9613,0.2222,3gqz
2.52,-0.2536,-1.0748,-0.0000,0.0420,38.7952,602.7249,1.4662,9.6498,1.5492,0.2500,3gr2
2.81,-0.0434,-1.6008,-0.0009,0.2520,54.5131,963.6530,2.7301,2.8261,3.2159,0.1538,3djx
2.62,-1.2886,-1.0173,0.0000,0.0000,24.3849,656.6440,0.7077,28.1505,0.0000,0.4000,3f38
2.48,-0.7944,-1.0276,-0.0083,0.0000,60.3248,446.8197,1.3062,39.4297,1.2277,0.5000,1gyx
2.96,-0.1167,-1.1207,-0.0000,0.0840,46.2026,795.6189,3.5211,0.0000,2.2109,0.3333,3g34
2.28,-1.1860,-1.3111,0.0000,0.0840,68.4162,764.8411,6.0142,19.2935,6.4380,0.3333,3ip8
2.51,-0.8688,-0.7962,-0.0038,0.1260,70.6193,846.6058,5.2349,12.9717,4.3992,0.2500,3g30
2.96,-1.6475,-2.1333,-0.0136,0.3780,110.0792,1478.4757,7.8988,3.6273,9.5700,0.1053,2w8j
2,-0.4433,-1.0291,-0.0000,0.0420,49.4545,708.9079,4.5607,10.1219,6.0178,0.2500,3g2y
2.36,-0.2984,-0.8701,-0.0007,0.0000,38.3091,582.1674,2.8476,12.3457,3.4712,0.3333,3g2z
2.22,-1.0292,-1.4029,0.0000,0.0000,64.2255,797.1244,3.2436,12.9560,5.4883,0.2857,2aac
2.89,-0.5813,-0.7148,-0.0019,0.0840,17.6615,479.3337,0.4393,20.3345,0.0000,0.2857,3g31
2.06,-0.8202,-1.1396,-0.0111,0.2100,56.3336,616.9015,4.3959,1.3869,5.8460,0.1667,1qq9
2.21,-1.0241,-1.1596,0.0000,0.0000,37.3397,696.2489,3.0486,8.8457,4.4250,0.3333,1x8d
2.23,-0.7431,-1.0848,-0.0079,0.1260,46.2266,612.3215,2.9809,16.3921,4.5173,0.2000,2igv
2.89,-1.0974,-1.1161,0.0000,0.0420,33.0875,710.7480,0.5053,46.1348,0.0000,0.2857,3f36
2.23,-1.5986,-1.9234,-0.0019,0.0420,85.2562,1056.1028,2.9694,16.0528,1.2431,0.4000,3ao5
2.89,-0.7236,-0.5402,-0.0029,0.0840,29.3630,424.4447,3.7408,21.4891,4.4640,0.2857,1ugp
3.37,-0.9669,-1.3231,-0.0073,0.0000,59.2445,586.9909,2.4635,5.5226,4.4590,0.4000,1v2u
3.9,-0.9633,-1.7733,-0.0003,0.1260,67.9568,833.6550,0.6346,21.8379,0.9416,0.2500,2wor
3.93,-0.9457,-2.0999,-0.0117,0.5880,121.0825,961.8326,7.0464,0.0000,11.4569,0.1000,2cbz
3.42,-1.4728,-2.1620,-0.0000,0.0840,79.7101,1269.7949,3.0133,0.0000,4.1765,0.2000,3iob
3.31,-2.1022,-1.5974,-0.0000,0.2940,51.1627,1077.8558,1.5742,37.7311,0.0000,0.1429,1pzp
3.34,-0.7754,-2.4144,-0.0005,0.3360,85.2557,1395.2953,2.3543,1.9247,3.5724,0.0870,2xoi
3.7,-0.9760,-1.5293,-0.0013,0.0000,62.6425,646.7822,2.5077,5.9636,3.7831,0.6667,2fx6
3.75,-1.4644,-2.2560,0.0000,0.5040,67.8969,1704.9650,1.8644,47.1363,1.7473,0.0588,2iyf
3.58,-1.2223,-1.0870,-0.0165,0.0000,64.6574,646.5906,7.7239,3.6763,11.1394,0.3333,3dx1
3.85,-1.1469,-1.5908,-0.0407,0.1680,72.6231,1062.9761,4.6932,6.7958,8.0211,0.1176,1n1t
3.9,-1.2887,-2.1687,-0.0008,0.1260,79.3073,1053.3960,0.9627,24.8939,0.0000,0.2500,2wos
