pbindaff,Hydrophobic,Vdw,HBond,Ent,gauss1,gauss2,repulsion,hydrophobic,hydrogenbonding,flexibility,PDB
2.0000,-0.8924,-0.9144,-0.0041,0.2520,48.0211,434.9000,1.0023,17.1603,1.0415,0.1333,2r58
2.0700,-1.3808,-1.9616,-0.0091,0.0420,89.1200,1011.2182,4.0398,20.1253,1.0738,0.4000,3ao4
2.1800,-1.2847,-3.0183,0.0000,0.1260,112.6639,1645.4806,3.3514,11.5229,3.5782,0.1667,3l7d
2.2200,-1.0950,-1.4214,0.0000,0.0000,64.2255,797.1244,3.2436,12.9560,5.4883,0.3333,2aac
2.2600,-0.3989,-0.2161,0.0000,0.0840,53.7313,482.9260,11.3842,0.0000,3.7717,0.3333,1ew8
2.3000,-1.1002,-1.5435,0.0000,0.2100,53.1292,908.2697,3.2866,10.2322,5.2263,0.1667,3dyo
2.3000,-1.1043,-1.3726,0.0000,0.2520,81.6263,776.4474,5.2227,0.0000,6.6224,0.1538,4g0y
2.3700,-1.5776,-1.4097,0.0000,0.0420,78.8576,885.3733,7.3938,0.0000,7.8450,0.2500,3t0d
2.4000,0.0198,-1.3690,0.0000,0.2520,38.4538,874.5959,1.5193,2.1972,2.1228,0.1667,3dxg
2.4600,-1.4221,-2.2089,0.0000,0.0840,88.1172,1237.8636,3.8209,6.4062,6.2007,0.2222,3l79
2.5100,-1.1961,-0.8007,0.0000,0.1260,70.6193,846.6058,5.2349,12.9717,4.3992,0.2500,3g30
2.5200,-1.0603,-1.3859,0.0000,0.2520,74.7864,723.9113,5.4617,5.7075,6.7954,0.1538,4g0q
2.5900,-1.2665,-1.7584,0.0000,0.0840,85.3446,1000.4905,3.5852,23.6237,4.4927,0.2857,3gvb
2.6600,-2.1774,-2.7410,-0.0061,0.5040,124.0071,1708.3837,7.8662,0.0000,7.8564,0.1000,3a1e
2.7000,-0.4818,-0.6364,-0.0100,0.0840,20.0538,477.6499,1.2226,17.1184,2.0000,0.2500,3bra
2.7500,-1.2567,-1.0016,0.0000,0.0420,44.1735,464.1836,2.3235,5.4823,3.7713,0.5000,1rql
2.8100,-0.1237,-1.6089,-0.0001,0.2520,54.5131,963.6530,2.7301,2.8261,3.2159,0.1538,3djx
2.8400,-1.8246,-2.0054,0.0000,0.0420,86.1696,1224.1481,2.8481,36.2973,3.7203,0.3333,3zt2
2.8900,-0.9945,-1.1587,0.0000,0.2520,58.1169,727.0511,3.1891,0.0000,5.6486,0.1818,1iih
2.9200,-1.2683,-1.0563,0.0000,0.2100,76.1862,897.1276,6.2081,1.8753,8.6484,0.1538,2fw6
2.9400,-0.7006,-0.9997,0.0000,0.0840,45.7588,511.5577,2.2059,0.0000,4.1910,0.2000,2vmc
2.9600,-1.2565,-1.5883,-0.0000,0.0840,59.2175,783.5180,1.1461,15.2651,0.7549,0.5000,3imc
3.0000,-1.9604,-0.5991,0.0000,0.2100,82.7170,1023.5984,14.1028,0.7759,10.0302,0.1333,1ecq
3.0000,-0.5724,-0.9987,0.0000,0.0000,46.3693,696.1927,3.1265,18.5653,0.7430,0.5000,3ime
3.0300,-1.0672,-1.2576,0.0000,0.1260,58.9201,580.1733,2.6480,0.0000,5.3810,0.2000,1ws5
3.0500,-1.4165,-1.4124,0.0000,0.3360,74.6457,1068.8201,6.8886,2.4264,10.4068,0.0833,1f74
3.0800,-1.3929,-0.9585,-0.0075,0.0420,72.0896,588.0813,4.6262,20.7406,6.5018,0.4000,1y1z
3.1000,-1.3385,-1.2474,0.0000,0.2100,47.0227,679.6662,0.7078,44.5098,0.0000,0.2500,3f78
3.1600,-1.6404,-1.7272,-0.0007,0.0840,78.0583,907.4813,3.8389,28.2853,4.8267,0.2500,2ymd
3.1900,-0.3790,-1.5516,0.0000,0.4200,46.2522,957.5676,2.1520,2.1015,3.2644,0.1250,3dxh
3.2200,-0.5115,-0.2221,0.0000,0.0420,32.6198,303.2842,5.8153,0.0000,0.5953,0.4000,1ew9
3.2200,-1.0952,-1.5393,0.0000,0.0000,81.4169,722.7021,2.4111,5.7962,1.3998,1.0000,2uy3
3.2500,-3.0175,-3.1662,-0.0000,0.4200,143.4257,1677.9194,5.5217,0.0000,10.0401,0.1176,3ta1
3.2800,-1.0301,-1.6655,-0.0000,0.2520,100.2966,1171.2046,10.0878,7.0608,8.8078,0.1429,3d52
3.3000,-0.6223,-0.7150,0.0000,0.0840,28.4234,323.8843,0.7733,20.3397,0.7926,0.2857,1d7j
3.3000,-0.6428,-0.6107,0.0000,0.0420,26.4586,486.1020,2.4172,19.2505,0.0000,0.3333,3hcm
3.3300,-1.4057,-1.3519,-0.0094,0.0840,70.1679,809.5739,2.6808,21.7045,1.6470,0.3333,2pnc
3.3600,-2.3070,-2.2581,0.0000,0.3780,67.1287,1185.5403,2.7781,57.4998,1.3922,0.1000,2vc7
3.3800,-1.7351,-0.9130,0.0000,0.2520,88.1447,1330.3649,14.1559,1.8138,5.2564,0.1429,2fzg
3.4000,-1.1823,-0.8663,0.0000,0.0000,30.6745,467.0640,0.4304,49.9588,0.0000,1.0000,1l83
3.4000,-1.1139,-1.3549,0.0000,0.3360,66.5304,892.4322,7.8932,0.0000,10.0938,0.1176,2vvp
3.4200,-0.9658,-1.6681,0.0000,0.1680,72.2647,1046.5347,3.3851,8.9705,6.8473,0.1250,2sim
3.4500,-1.6034,-2.0250,-0.0244,0.6300,95.0902,1272.2661,6.4298,8.4165,9.6838,0.0645,3nik
3.4800,-1.1152,-1.2121,0.0000,0.2940,50.9851,700.2124,2.1115,9.7089,4.5341,0.1111,2p3i
3.4900,-1.1077,-1.2106,-0.0048,0.0420,45.9975,543.3562,1.9164,4.5127,3.0976,0.4000,1utn
3.5200,-1.3046,-1.7752,0.0000,0.1680,84.1548,1163.8102,6.1697,10.5652,10.1717,0.1250,2vw1
3.5500,-1.0395,-2.1486,-0.0061,0.4200,78.6042,1057.0381,4.1142,5.3089,6.2191,0.0870,1v2r
3.5700,-1.0269,-0.9430,-0.0112,0.1680,46.2855,754.8516,4.0183,5.1911,6.3778,0.1818,3ff3
3.6000,-0.8099,-1.0274,0.0000,0.1260,31.7843,304.4360,1.7698,0.0000,0.9204,0.3333,1d7i
3.6000,-1.1376,-1.4475,0.0000,0.5460,62.9696,838.9473,4.5204,1.5448,7.8551,0.0741,3afk
3.6100,-2.5328,-3.8901,-0.0011,0.5460,139.8054,2540.0503,8.1916,6.6679,13.1122,0.0606,3jzj
3.6400,-1.2494,-0.6303,0.0000,0.0420,38.2272,495.7808,4.5484,0.0000,6.6035,0.5000,2rk8
3.6600,-0.9384,-1.3418,0.0000,0.4200,56.1359,764.4429,4.6205,0.0000,8.4796,0.0769,3oy8
3.6800,-1.2262,-1.3242,-0.0067,0.0000,72.3348,732.0588,4.0964,1.0199,2.4191,1.0000,1c3x
3.6900,0.0794,-1.3690,0.0000,0.1260,40.4742,820.7346,1.9800,2.1291,3.0935,0.2000,3d7b
3.7000,-0.6120,-0.7470,0.0000,0.2100,36.3397,493.0737,2.9996,0.0000,4.7434,0.2500,1pdz
3.7000,-1.1138,-1.2062,0.0000,0.0420,67.8261,861.7714,5.5002,7.3602,9.6903,0.2857,3n7a
3.7200,-0.6675,-0.7751,0.0000,0.2100,43.6569,724.4039,3.9424,3.4601,9.2273,0.1538,1grp
3.7300,-1.3132,-1.1559,0.0000,0.2520,68.1896,703.6356,4.5125,0.0000,5.6434,0.1818,3fjg
3.7600,-1.1969,-1.4212,-0.0057,0.0420,70.9348,865.4838,7.1645,8.3378,7.9546,0.2500,2x09
3.7700,-1.7004,-2.1649,-0.0004,0.0420,89.0779,1043.1881,2.3170,14.5644,0.9864,0.5000,3ao2
3.8000,-1.7111,-2.0026,-0.0005,0.2520,78.4782,1104.5253,6.7744,1.0000,9.7230,0.1667,1nje
3.8100,-0.9697,-0.6578,0.0000,0.0000,60.7963,857.2370,9.2253,6.6917,1.3238,0.4000,3ai8
3.8400,-1.1356,-1.4580,0.0005,0.4200,74.5576,1093.1505,4.7271,0.0000,1.3753,0.1176,3lzz
3.8600,-1.7116,-1.4770,-0.0004,0.4200,44.2375,1017.7181,0.4526,62.9209,0.0000,0.0769,3spf
3.8900,-2.0712,-2.5191,0.0000,0.3360,109.2103,1518.5841,9.6735,11.3357,10.8304,0.1333,1m0q
3.9000,0.1164,-0.2293,0.0000,0.0840,13.3911,303.6917,1.3650,0.0000,1.0000,0.2857,1avn
3.9000,-0.9050,-1.5759,0.0000,0.4200,117.0633,1291.0872,13.7781,0.0000,11.6592,0.1250,2vhj
