pbindaff,gauss1_inter,gauss2_inter,repulsion_inter,hydrophobic_inter,hydrogenbonding_inter,gauss1_intra,gauss2_intra,repulsion_intra,hydrophobic_intra,hydrogenbonding_intra,flexibility,PDB
0.4900,28.5747,496.7740,0.3008,23.0560,0.5719,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,1w8l
1.2800,51.4955,597.5019,1.5142,0.0000,4.2990,4.5979,7.9911,0.0554,0.0000,0.3362,0.2000,1f9g
1.3000,42.1378,566.9518,1.4377,0.2093,4.5151,5.7705,6.1282,0.0182,0.0000,0.0000,0.1818,1b74
1.3600,25.9154,391.5922,0.7330,5.8170,2.0410,0.0000,0.0000,0.0000,0.0000,0.0000,0.4000,1qpb
1.4900,46.3143,618.6859,1.1585,4.1026,2.4966,3.3976,6.3194,0.0000,2.7431,0.0000,0.2222,1tnk
1.6000,40.7642,536.3029,0.5659,11.1048,1.4727,3.4952,14.0819,0.2514,0.0000,0.0000,0.2222,1w8m
1.6600,25.7098,338.8636,2.1442,0.0000,6.0421,0.0000,0.0000,0.0000,0.0000,0.0000,0.2857,1rdj
1.8200,72.4372,1062.4012,4.4656,0.0000,9.2307,13.1428,81.0053,0.2990,0.0000,0.5118,0.1000,1af6
1.8200,64.4371,578.4490,3.1410,0.0000,6.5942,5.6364,3.3573,0.4341,0.0000,1.5336,0.2000,1d5r
1.8400,36.8655,531.1511,4.0746,1.7523,8.9481,3.7715,18.4678,0.5654,0.0000,1.1599,0.1818,1rdn
1.8800,38.3613,587.9195,0.3454,6.3184,0.6674,1.2958,5.1463,0.0000,1.9845,0.0000,0.4000,1tnl
1.9000,67.8985,747.1461,2.5132,37.9631,4.4947,2.7303,14.8091,0.0092,0.0000,0.0000,0.2222,1f2p
1.9100,47.8808,575.0266,3.2302,13.9753,5.8715,3.1025,3.3797,0.0150,0.0000,0.0000,0.1818,1f2o
1.9600,41.9211,577.1265,0.9898,4.4154,2.0341,1.0718,4.0806,0.0000,0.0000,0.0000,0.2857,1tnj
2.0600,52.2852,613.7053,2.5363,1.3715,5.5143,1.8166,5.8448,0.0625,0.0000,0.0000,0.1667,1qq9
2.0600,31.0270,387.5475,3.9473,0.0000,8.2281,1.9792,2.9050,0.0000,0.0000,0.0000,0.2222,1rdi
2.1000,70.3182,1358.4913,3.2402,2.7870,5.8823,20.0875,139.3771,1.6052,0.0000,1.7075,0.0769,1njj
2.1200,76.4892,747.2591,4.6975,3.1871,6.3163,0.7869,3.2163,0.0000,0.0000,0.0000,0.2857,1qx1
2.2200,95.9065,1281.2379,4.7275,0.0000,4.7597,4.9497,42.8674,0.0969,0.0000,0.2144,0.2222,1fkx
2.2200,119.6518,1366.6750,2.8593,0.0000,6.2405,18.8594,158.8677,0.1182,0.0000,0.0000,0.0370,1icj
2.2200,64.4300,822.2195,2.4979,13.8180,5.1427,0.0000,0.0000,0.0000,0.0000,0.0000,0.2857,2aac
2.2400,29.3094,411.8837,3.8686,0.0000,8.9478,0.2899,3.7082,0.3648,0.0000,0.8628,0.2222,1rdl
2.2600,23.9094,409.7141,0.8154,0.0000,2.4778,2.7603,1.6181,0.0461,0.0000,0.0000,0.3333,1ew8
2.2700,46.4897,551.3290,0.8317,7.4857,2.0198,1.0863,4.2664,0.0000,0.0000,0.0000,0.2857,1uto
2.2800,84.0605,950.8380,4.2913,0.0000,9.2221,1.0348,5.5257,0.5185,0.0000,0.7670,0.2500,1ps3
2.3000,105.5355,1580.0095,4.2072,10.9149,9.7453,9.1922,83.3887,0.1577,0.0000,0.5098,0.1429,1cru
2.3000,59.4130,750.4996,1.6614,39.9303,3.0659,1.6710,8.8085,0.3087,0.0000,0.0000,0.2857,3pcg
2.3100,109.0610,1595.8257,5.1678,26.0550,9.4746,6.5102,99.5908,0.7873,1.2914,1.0000,0.1000,1m0o
2.3500,75.6558,1008.5431,4.8280,0.0000,9.4663,8.8353,75.8435,0.8628,0.0000,0.9998,0.1111,1qi0
2.3900,68.8525,1138.9270,3.6968,1.3935,9.8658,12.5521,70.6658,1.3128,1.0000,3.4132,0.0741,1f73
2.3900,96.3952,1308.9774,2.2219,5.2266,4.9165,15.1428,112.6834,0.2975,0.0000,0.3335,0.0800,1nwl
2.4000,50.2942,668.4318,1.3811,32.9999,2.5437,0.3503,4.1594,0.0000,0.0000,0.0000,0.4000,3pcb
2.4400,34.9029,294.7599,0.1872,0.0000,0.5118,0.5326,0.9506,0.0000,0.0000,0.0000,0.2000,1oba
2.4700,49.5260,621.6907,1.2599,5.2874,2.4625,2.9347,7.1414,0.0000,1.2438,0.0000,0.2222,1utl
2.4800,61.7898,451.6728,0.9969,44.1498,1.9424,0.4651,2.4412,0.0000,0.0000,0.0000,0.5000,1gyx
2.5000,58.4021,765.3215,1.0746,30.9954,1.9171,2.1747,11.4995,0.0010,0.0000,0.0000,0.2500,1ai4
2.5400,33.1720,359.9209,0.4302,26.7621,0.6618,0.0000,0.0000,0.0000,0.0000,0.0000,0.3333,1iup
2.6300,57.5219,810.5369,0.5235,40.8560,0.0000,4.3584,17.1893,0.0074,0.0000,0.0000,0.2500,1ajn
2.6800,79.3785,837.9250,3.8394,0.0000,10.1200,4.5312,20.4085,0.0000,0.0000,0.0000,0.1818,1o8b
2.7000,109.8367,1088.6836,4.6800,0.0000,7.2188,2.4933,31.0559,0.0110,0.0000,0.1501,0.1667,1br5
2.7200,48.3002,539.4424,0.9082,5.5904,1.6454,0.1768,9.3580,0.0000,0.0000,0.0000,0.1667,1pfu
2.7500,47.0558,461.5300,1.5643,6.8802,3.8273,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,1rql
2.8000,50.7637,563.7504,1.1122,5.5568,2.6202,0.4457,1.0262,0.0000,0.0000,0.0000,0.4000,2bza
2.8000,117.9477,1860.0660,2.5943,75.9232,4.6211,26.0338,172.1081,0.3371,26.9984,0.5263,0.0339,1l8s
2.8900,57.1652,831.5784,0.5246,45.9330,0.0000,15.2185,59.3907,0.0128,11.1832,0.0000,0.0952,1cet
2.8900,59.0046,735.1183,2.0209,0.0000,5.0115,1.7750,12.4740,0.0000,0.0000,0.0000,0.1818,1iih
2.8900,22.3719,367.7002,0.9776,24.0859,2.6448,0.5751,0.6811,0.0000,0.0000,0.0000,0.2857,1ugp
2.9200,100.1741,1433.7689,0.6745,36.5217,0.2780,28.0866,148.9432,0.1757,0.8130,0.0000,0.0455,1p6e
2.9300,40.1210,541.5996,0.9486,4.2925,2.2710,0.2474,1.2946,0.0000,0.0000,0.0000,0.4000,1tng
2.9400,107.7396,1552.6617,3.6470,42.0721,4.8147,37.3987,160.8540,0.2063,15.3994,0.0000,0.0426,1p6d
3.0000,91.8239,1008.1633,8.1966,1.3672,10.9151,5.5010,15.5162,1.4168,0.0000,0.9452,0.1333,1ecq
3.0000,50.5896,656.2097,2.5576,0.0000,5.3761,9.2855,51.2043,0.3976,0.0000,0.5477,0.1429,1ux7
3.0000,33.9029,434.7484,0.3737,61.3979,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,220l
3.0100,47.7265,521.4803,0.9274,6.9908,2.2828,0.8874,4.3116,0.0000,0.0000,0.0000,0.2857,1utm
3.0500,52.5120,707.6157,1.2315,5.1121,3.0322,0.4622,3.4820,0.0000,0.0000,0.0000,0.2857,1e70
3.0500,82.1111,1019.3627,4.0584,2.0799,9.5734,14.7919,59.6155,0.6067,1.6473,1.6576,0.0800,1f74
3.0500,93.3924,883.4348,4.9482,0.0000,10.0769,8.1660,23.7143,0.3108,0.0000,0.5245,0.1250,1uj5
3.0500,87.8120,783.3511,5.6224,0.0000,12.3531,1.3524,26.7689,0.2838,0.0000,0.7610,0.1176,1uj6
3.1000,85.8501,991.5799,10.5664,0.0000,16.2967,5.0622,15.5956,0.6070,0.0000,1.1707,0.1429,1ec9
3.1000,48.8553,751.1088,1.1214,0.0000,0.5660,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,1pu7
3.1300,54.0829,777.4882,2.4540,3.1824,5.3525,4.4894,17.4349,0.4101,0.0000,0.9789,0.1818,1ax0
3.1500,73.8350,913.3622,4.2967,0.0000,7.8021,2.3059,3.4300,0.5833,0.0000,1.0000,0.2500,1e6q
3.1800,172.8297,2319.7881,8.3161,15.6134,15.5958,36.5351,272.3117,1.5455,0.0000,2.6070,0.0645,1ro7
3.2000,46.8397,648.6081,2.4964,0.0000,5.6188,0.8284,3.0784,0.3416,0.0000,0.8350,0.2222,1axz
3.2100,66.3665,620.7482,3.5579,0.0000,8.0511,0.4144,9.9580,0.0000,0.0000,0.0000,0.1667,6tim
3.2200,120.0173,1332.3082,4.2375,17.0801,5.2882,4.3140,56.6735,0.0000,0.0000,0.0000,0.1818,1br6
3.2200,71.9103,855.2569,3.4599,0.0000,5.8083,1.3800,3.6337,0.0000,0.0000,0.0000,0.2222,1e6s
3.2200,93.5812,1151.1812,1.2414,55.0710,1.9082,32.9041,236.4684,1.0930,2.7498,0.0000,0.1053,1evh
3.2200,28.5160,291.9581,0.7272,0.0000,1.9923,0.0000,0.0000,0.0000,0.0000,0.0000,0.4000,1ew9
3.2200,123.1905,2095.4275,4.5237,6.7552,9.0709,32.7543,217.3815,1.6333,1.6657,3.8274,0.0588,1k1y
3.2200,52.2897,639.5091,2.2296,40.9649,4.5541,3.6071,9.8857,0.1728,1.4882,0.0000,0.2500,1tog
3.2300,60.4522,923.8574,2.5705,10.4965,6.1667,1.9892,22.5330,0.2052,0.0000,0.6223,0.1429,1px4
3.2500,60.3618,608.5001,2.4234,4.1327,4.5657,0.2820,2.7015,0.0000,0.0000,0.0000,0.4000,1v2j
3.2600,46.9237,769.8347,1.4847,33.8898,1.9140,2.3129,2.8228,0.3175,5.2433,0.0000,0.2500,5yas
3.2800,60.7392,800.7077,2.1718,0.0000,5.1674,10.4913,77.2580,1.2073,0.0000,3.1946,0.1111,1gzc
3.3100,67.7664,1103.6221,0.3989,42.1675,0.4177,9.3191,65.0276,0.3865,7.0938,0.5956,0.1429,1pzp
3.3700,49.9030,595.9602,1.0206,4.1875,2.3432,0.4742,2.0752,0.0000,0.0000,0.0000,0.4000,1tnh
3.3700,61.2940,593.0428,1.7625,6.7004,3.6812,0.2693,2.7155,0.0000,0.0000,0.0000,0.4000,1v2u
3.3700,64.2255,597.9289,2.1793,4.7987,4.2206,0.3481,2.5958,0.0000,0.0000,0.0000,0.4000,1v2v
3.4000,69.1581,1052.6733,3.4352,8.2329,6.7673,11.2110,59.2985,0.5136,0.0000,1.8473,0.1176,1f8d
3.4000,84.4296,1522.5577,0.8494,60.2700,0.8511,12.0892,62.2305,0.2444,17.5730,0.0000,0.0588,1ikt
3.4000,42.8969,603.4580,1.1679,1.1013,2.2566,5.8035,17.6495,0.1438,0.0000,0.0000,0.2000,1jt1
3.4000,40.5737,463.5906,0.3210,54.0105,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1l83
3.4000,39.2718,469.9012,0.2523,49.7422,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,223l
3.4200,70.1337,1050.7659,2.8743,8.8379,7.1980,12.0198,57.5042,0.9154,0.0000,2.4844,0.1176,2sim
3.4600,67.7869,1181.5557,3.6664,0.0000,8.9698,5.7329,27.5124,0.2180,0.0000,0.7142,0.1667,1moq
3.4800,77.2842,1794.7072,1.5842,72.8185,3.1101,6.1778,45.0511,0.0022,8.0372,0.0000,0.1111,1osv
3.4900,53.6952,600.9882,1.5386,5.9319,3.1220,0.7442,2.1698,0.0000,0.0000,0.0000,0.4000,1c5o
3.4900,54.3455,567.1635,0.7743,4.9905,1.4486,0.3102,1.1671,0.0000,0.0000,0.0000,0.4000,1utn
3.5200,81.2484,1473.6211,2.3492,53.1495,5.1329,53.6730,314.8380,3.0863,9.2045,8.2134,0.0328,1imx
3.5500,102.5839,1270.1504,3.9581,45.8860,5.7490,7.1267,124.9923,0.1033,0.0000,0.0000,0.0800,1v2r
3.5500,63.8828,1020.4651,2.8216,8.2530,6.2136,10.6842,59.4948,0.3934,0.0000,1.6101,0.1176,2qwc
3.5700,83.5000,1170.2977,1.5620,51.4874,2.7674,6.8291,52.3379,0.0875,1.1431,0.0000,0.1333,1h46
3.5900,73.4420,607.6005,3.3274,0.0000,4.5224,0.0000,0.0000,0.0000,0.0000,0.0000,0.6667,1nli
3.6000,44.9998,309.3851,0.3366,0.0000,0.4666,1.6960,0.2790,0.0000,0.0000,0.0000,0.2500,1d7i
3.6000,41.4816,654.5664,1.6420,2.5796,4.0884,4.4751,3.4466,0.0304,0.0000,0.0000,0.1667,3jdw
3.6100,112.2049,1338.2358,5.1618,0.0000,8.8995,5.8424,71.9336,0.6191,0.0000,1.2851,0.1111,1j8v
3.6200,53.6197,687.6837,1.9427,34.7151,3.0197,0.2913,4.5861,0.0000,0.0000,0.0000,0.4000,3pcc
3.6400,54.6879,634.5537,0.8698,36.4998,1.4292,4.5678,16.5757,0.4030,0.5963,0.0000,0.2857,1gyy
3.6600,60.5657,865.6376,1.1212,34.6267,1.4036,1.9036,11.3891,0.4560,0.0000,0.0000,0.2500,3pcn
3.6800,52.9942,701.7076,0.4933,3.4354,1.1491,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1c3x
3.6800,124.2818,1717.6971,4.0940,40.8406,7.2609,56.6601,371.0775,1.1720,0.9850,1.8376,0.0385,1qsc
3.7000,51.8118,593.1819,2.6916,1.5443,5.8190,4.7507,17.6692,0.4687,0.0000,0.9659,0.1818,1bcj
3.7000,99.3769,1036.2914,3.4426,0.4497,7.3065,38.2730,288.3652,4.0580,0.0000,3.3388,0.0667,1fwu
3.7000,51.2109,525.3800,1.8698,0.0000,5.1473,3.7696,4.1230,0.0000,0.0000,0.0000,0.2500,1pdz
3.7000,77.6317,887.3376,1.5888,44.3686,2.8051,7.5594,29.8599,0.0249,4.0516,0.0000,0.1667,1wht
3.7200,91.2026,1027.5643,3.6457,0.0000,7.6984,41.2725,304.1694,3.4438,0.0000,5.8655,0.0667,1fwv
3.7200,46.5302,719.5916,3.7417,2.5929,10.2032,9.0714,14.0418,0.2304,0.0000,0.5520,0.1538,1grp
3.7700,123.4279,1597.2648,2.3526,42.4785,3.2576,23.8379,169.7120,1.3248,0.0000,0.6972,0.0909,1kui
3.8000,135.4034,1567.7751,3.0639,43.7239,4.7362,18.6376,157.2021,1.1457,0.0000,1.1560,0.1000,1kug
3.8000,30.9605,486.2618,0.2740,22.9280,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6667,1li6
3.8400,59.8279,403.4736,1.1405,5.9369,1.4122,0.0000,0.0000,0.0000,0.0000,0.0000,0.6667,1bky
3.8400,62.3355,616.7123,1.6972,7.4458,3.1471,0.5618,2.3722,0.0000,0.0000,0.0000,0.4000,1j15
3.8400,45.3525,529.2838,1.0548,4.0739,2.5487,0.3094,1.2031,0.0000,0.0000,0.0000,0.4000,1utj
3.8500,69.6530,1053.9612,2.8564,5.9571,7.3318,11.8766,58.4706,0.9041,0.0000,2.4562,0.1176,1n1t
3.8500,78.2154,1064.0151,3.2825,5.7633,8.3201,11.8257,57.3479,0.3569,0.0000,0.7856,0.1176,1n1v
3.8700,96.3849,1269.3499,2.4152,25.5273,3.5253,5.8247,48.9966,0.2997,0.0000,0.0000,0.1111,1aj7
3.8900,81.1550,1244.3881,2.9388,25.5815,5.6969,39.3710,220.8274,2.2117,3.0915,0.3485,0.0541,1mfl
3.9100,124.0184,1574.8313,2.7021,49.1751,3.6382,19.5903,174.2632,0.7050,3.6318,0.0000,0.0800,1kuk
