pbindaff,gauss1_inter,gauss2_inter,repulsion_inter,hydrophobic_inter,hydrogenbonding_inter,gauss1_intra,gauss2_intra,repulsion_intra,hydrophobic_intra,hydrogenbonding_intra,flexibility,PDB
2.0000,33.0357,716.8830,1.1501,1.7088,3.4935,4.6600,18.1175,0.1257,1.0000,0.5065,0.3333,3g2y
2.0500,68.9516,1172.3027,1.5428,0.0000,2.3827,13.0790,92.9283,0.5770,0.0000,0.9745,0.1000,1jfh
2.0600,47.0816,530.0285,1.6398,1.2183,3.5263,4.8447,2.7433,0.0604,0.0000,0.0000,0.1818,1qq9
2.1200,39.4590,535.3633,0.7415,7.6816,1.6521,5.8145,8.5628,0.4642,0.5392,0.8921,0.3333,3gv9
2.1700,48.5660,874.8865,0.7735,28.9374,1.3819,4.3195,39.0509,0.1117,4.4366,0.0000,0.2500,3gqz
2.2100,37.6415,677.8905,0.9620,4.7065,1.8255,0.0000,0.0000,0.0000,0.0000,0.0000,0.4000,1x8d
2.2200,107.9841,1463.4171,1.7310,0.0000,3.4908,19.4626,104.2124,0.0556,0.0000,0.0000,0.0370,1icj
2.2200,63.6848,814.2598,4.8673,6.6499,4.3658,0.0000,0.0000,0.0000,0.0000,0.0000,0.3333,2aac
2.2600,29.6441,358.3736,0.7509,0.0000,2.1183,2.8009,1.6126,0.0102,0.0000,0.0000,0.3333,1ew8
2.2700,34.6829,507.6155,0.3695,6.5387,0.6606,1.6350,3.2608,0.0301,0.0000,0.0000,0.2857,1uto
2.2800,46.9777,805.4568,1.4605,0.0000,3.3370,1.5287,5.5698,0.0921,0.0000,0.4334,0.2500,1ps3
2.2800,58.8298,716.4080,1.5086,20.1585,0.0000,1.4482,10.3746,0.5385,0.0000,0.0000,0.3333,3ip8
2.3000,47.8942,790.0670,0.8479,8.5577,1.8496,4.7446,22.5990,0.0109,0.0000,0.0000,0.1667,3dyo
2.3000,44.7082,686.1889,1.4561,36.2920,2.2791,2.8350,8.5385,0.0158,0.0000,0.0000,0.2857,3pcg
2.3100,111.6458,1566.3091,6.1658,16.3798,4.3799,11.4998,97.5384,0.2215,3.0405,0.4442,0.1176,1m0o
2.3500,59.2840,1017.5279,3.1403,0.0000,6.5187,11.9278,77.6520,0.7248,0.0000,1.8691,0.1111,1qi0
2.3500,39.8177,634.5389,0.5981,16.9395,1.5326,9.6243,18.9034,0.2585,0.0000,0.0000,0.2857,3gtc
2.3600,48.5868,662.3997,1.7027,0.7176,4.4917,3.1424,19.0290,0.0000,0.0000,0.0000,0.3333,3g2z
2.3800,125.8422,1984.4613,5.9896,29.8199,3.6257,34.1978,205.1985,0.5508,3.5393,0.0000,0.0714,3f6e
2.4400,36.9512,308.6521,0.7935,0.0000,1.8711,1.9670,0.6407,0.0000,0.0000,0.0000,0.2857,1oba
2.4400,45.2038,903.5035,0.9151,0.0000,1.9770,3.6059,30.6258,0.0000,0.0000,0.0000,0.2857,2i2b
2.4700,51.3297,645.8111,0.9198,5.5664,0.0000,2.0782,7.7487,0.0027,1.3554,0.0000,0.2222,1utl
2.4800,41.6449,404.6386,0.4872,45.2441,0.6778,0.3014,2.4312,0.0000,0.0000,0.0000,0.5000,1gyx
2.5000,56.5909,743.2034,1.3264,34.1459,0.0000,2.0103,11.8952,0.0000,0.0000,0.0000,0.2500,1ai4
2.5100,43.2501,831.7336,1.5399,16.8671,2.5393,6.3668,38.4711,0.1406,1.0000,0.2439,0.2500,3g30
2.5200,101.8764,1586.5342,4.4258,0.0000,6.3939,15.3770,113.8918,0.4338,0.0000,0.0000,0.1250,3bf1
2.5200,48.9773,599.7807,0.7072,4.5146,1.7595,4.9989,18.2648,0.0437,1.0000,0.2987,0.3333,3gr2
2.5400,86.2704,2132.7964,3.2688,3.8300,7.8162,51.2101,339.3313,5.0019,0.0000,6.7392,0.0476,2qv4
2.5500,72.8669,1305.6533,2.4513,0.0000,4.5013,16.8781,130.3094,0.6130,0.0000,0.9356,0.0952,1kf0
2.5700,60.2420,1280.5963,2.2156,0.0000,4.5580,11.9025,76.5000,1.4324,0.0000,3.1801,0.1111,1gwv
