pbindaff,gauss1_inter,gauss2_inter,repulsion_inter,hydrophobic_inter,hydrogenbonding_inter,gauss1_intra,gauss2_intra,repulsion_intra,hydrophobic_intra,hydrogenbonding_intra,flexibility,PDB
0.4900,34.9023,509.7585,0.1530,30.5518,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,1w8l
1.2800,49.1179,626.4936,2.4827,0.0000,5.8298,2.0668,7.9377,0.5242,0.0000,1.4305,0.2000,1f9g
1.3000,49.8905,547.2852,1.9341,3.0628,5.1712,3.3746,7.7430,0.0000,0.0000,0.0000,0.1818,1b74
1.3600,27.2617,439.2697,0.5395,9.7638,1.7790,0.0000,0.0000,0.0000,0.0000,0.0000,0.4000,1qpb
1.4900,46.3143,618.6859,1.1585,4.1026,2.4966,3.3976,6.3194,0.0000,2.7431,0.0000,0.2222,1tnk
1.6000,47.2649,578.5406,0.5729,23.5152,1.1478,6.4737,11.5807,0.3429,0.1336,0.0000,0.2222,1w8m
1.6600,28.6763,415.6949,2.5000,1.2243,6.1901,0.0000,0.0000,0.0000,0.0000,0.0000,0.2857,1rdj
1.8200,57.1424,1006.3909,2.1291,0.0000,5.9667,15.0219,86.9188,0.6767,0.0000,2.4445,0.1000,1af6
1.8200,64.4371,578.4490,3.1410,0.0000,6.5942,5.6364,3.3573,0.4341,0.0000,1.5336,0.2000,1d5r
1.8400,36.8655,531.1511,4.0746,1.7523,8.9481,3.7715,18.4678,0.5654,0.0000,1.1599,0.1818,1rdn
1.8800,45.2280,609.0494,0.6316,4.5988,1.2086,1.2290,5.2648,0.0000,1.6572,0.0000,0.4000,1tnl
1.9000,67.8985,747.1461,2.5132,37.9631,4.4947,2.7303,14.8091,0.0092,0.0000,0.0000,0.2222,1f2p
1.9100,47.8808,575.0266,3.2302,13.9753,5.8715,3.1025,3.3797,0.0150,0.0000,0.0000,0.1818,1f2o
1.9600,44.4207,572.2406,0.9884,4.3656,2.2646,1.3780,3.7711,0.0088,0.0000,0.0000,0.2857,1tnj
2.0600,60.5787,631.2637,2.8349,2.4482,5.1875,1.1298,6.8523,0.0000,0.0000,0.0000,0.1667,1qq9
2.0600,30.2467,399.1910,3.9342,0.0000,8.2177,2.0037,3.0801,0.0000,0.0000,0.0000,0.2222,1rdi
2.1000,73.4632,1398.1581,2.9576,4.2144,6.3373,18.2219,137.8916,1.3563,0.0000,1.2694,0.0769,1njj
2.1200,76.4892,747.2591,4.6975,3.1871,6.3163,0.7869,3.2163,0.0000,0.0000,0.0000,0.2857,1qx1
2.2200,95.9065,1281.2379,4.7275,0.0000,4.7597,4.9497,42.8674,0.0969,0.0000,0.2144,0.2222,1fkx
2.2200,123.7733,1306.9515,3.0411,0.0000,7.8153,23.0188,143.4232,0.0886,0.0000,0.0000,0.0370,1icj
2.2200,64.4300,822.2195,2.4979,13.8180,5.1427,0.0000,0.0000,0.0000,0.0000,0.0000,0.2857,2aac
2.2400,29.3094,411.8837,3.8686,0.0000,8.9478,0.2899,3.7082,0.3648,0.0000,0.8628,0.2222,1rdl
2.2600,57.6010,522.3535,3.1284,0.0000,5.1484,1.9249,1.6236,0.1399,0.0000,0.0000,0.3333,1ew8
2.2700,46.4897,551.3290,0.8317,7.4857,2.0198,1.0863,4.2664,0.0000,0.0000,0.0000,0.2857,1uto
2.2800,84.0605,950.8380,4.2913,0.0000,9.2221,1.0348,5.5257,0.5185,0.0000,0.7670,0.2500,1ps3
2.3000,105.5355,1580.0095,4.2072,10.9149,9.7453,9.1922,83.3887,0.1577,0.0000,0.5098,0.1429,1cru
2.3000,58.9715,779.3945,0.8343,41.3105,1.8605,2.6213,8.7933,0.0000,0.0000,0.0000,0.2857,3pcg
2.3100,109.0610,1595.8257,5.1678,26.0550,9.4746,6.5102,99.5908,0.7873,1.2914,1.0000,0.1000,1m0o
2.3500,72.4088,1078.6542,4.7443,0.0000,8.9087,12.1888,77.6925,0.6713,0.0000,1.0855,0.1111,1qi0
2.3900,68.8525,1138.9270,3.6968,1.3935,9.8658,12.5521,70.6658,1.3128,1.0000,3.4132,0.0741,1f73
2.3900,90.8484,1339.6442,2.2281,5.5890,4.8614,25.0111,157.3037,0.2521,2.5938,0.2442,0.0800,1nwl
2.4000,52.5649,670.5109,1.1794,35.4392,2.1348,0.3519,4.1595,0.0000,0.0000,0.0000,0.4000,3pcb
2.4400,37.3471,310.9273,0.8072,0.0000,1.8696,1.9396,0.6512,0.0000,0.0000,0.0000,0.2000,1oba
2.4700,49.8082,623.7034,1.2383,5.4318,2.4342,3.0190,6.9717,0.0000,1.3846,0.0000,0.2222,1utl
2.4800,61.7198,451.5097,1.0191,43.8642,2.0117,0.4439,2.4381,0.0000,0.0000,0.0000,0.5000,1gyx
2.5000,58.4021,765.3215,1.0746,30.9954,1.9171,2.1747,11.4995,0.0010,0.0000,0.0000,0.2500,1ai4
2.5400,36.3012,365.7910,0.4282,26.8241,0.6903,0.0000,0.0000,0.0000,0.0000,0.0000,0.3333,1iup
2.6300,57.5219,810.5369,0.5235,40.8560,0.0000,4.3584,17.1893,0.0074,0.0000,0.0000,0.2500,1ajn
2.6800,79.3785,837.9250,3.8394,0.0000,10.1200,4.5312,20.4085,0.0000,0.0000,0.0000,0.1818,1o8b
2.7000,109.8367,1088.6836,4.6800,0.0000,7.2188,2.4933,31.0559,0.0110,0.0000,0.1501,0.1667,1br5
2.7200,48.3002,539.4424,0.9082,5.5904,1.6454,0.1768,9.3580,0.0000,0.0000,0.0000,0.1667,1pfu
2.7500,47.1497,462.7227,1.5374,6.8875,3.8119,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,1rql
2.8000,50.7038,564.4866,1.1158,5.5000,2.6347,0.4480,1.0353,0.0000,0.0000,0.0000,0.4000,2bza
2.8000,117.9477,1860.0660,2.5943,75.9232,4.6211,26.0338,172.1081,0.3371,26.9984,0.5263,0.0339,1l8s
2.8900,75.9588,894.9384,0.5837,54.4882,0.0000,15.4721,58.0866,0.0738,11.3159,0.0000,0.0952,1cet
2.8900,66.6116,702.3203,1.9531,0.0000,5.5272,4.4862,10.1017,0.0017,0.0000,0.0000,0.1818,1iih
2.8900,31.3298,437.5032,0.8220,20.6277,2.2454,0.9456,0.5948,0.0000,0.0000,0.0000,0.2857,1ugp
2.9200,104.6416,1380.6968,2.2608,41.5507,3.9000,25.6649,135.7532,0.1560,0.0000,0.0000,0.0455,1p6e
2.9300,47.5799,546.8844,0.9882,4.2281,2.1981,0.4637,0.9365,0.0000,0.0000,0.0000,0.4000,1tng
2.9400,119.9646,1562.8325,1.7512,59.5787,2.6924,33.6129,164.3389,0.4828,8.5453,0.0000,0.0426,1p6d
3.0000,84.3921,1012.3048,7.5786,2.1810,10.4333,8.3210,14.3777,1.9763,0.0000,2.2412,0.1333,1ecq
3.0000,58.3697,702.8525,2.0228,0.0000,4.7347,10.2680,50.4646,0.4426,0.0000,0.4997,0.1429,1ux7
3.0000,33.9488,434.8260,0.3667,61.5067,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,220l
3.0100,47.7674,522.0958,0.9157,6.9826,2.2638,0.9110,4.3022,0.0000,0.0000,0.0000,0.2857,1utm
