pbindaff,gauss1_inter,gauss2_inter,repulsion_inter,hydrophobic_inter,hydrogenbonding_inter,gauss1_intra,gauss2_intra,repulsion_intra,hydrophobic_intra,hydrogenbonding_intra,flexibility,PDB
6.0000,112.8517,1256.8502,4.4797,24.8276,9.1600,30.0673,202.4215,0.2179,9.3651,0.0000,0.0667,1a1e
8.0000,113.2983,1691.5165,2.2292,48.7715,3.4592,9.4552,110.2065,0.8020,4.5632,0.0000,0.1429,1a4k
6.6600,123.7329,1294.0654,4.6589,0.0000,9.4955,8.4732,105.5227,0.1235,0.0000,0.6604,0.1176,1a4r
5.9200,101.1756,1899.5042,2.0137,21.6895,3.8778,32.5039,278.0273,0.6131,3.1509,0.0000,0.0714,1a4w
5.5200,84.5127,1175.0648,4.5437,0.0000,6.2355,1.1575,7.2643,0.0000,0.0000,0.0000,0.2500,1a8i
7.8500,167.8559,2770.4814,4.0607,64.6487,7.4237,58.3125,421.7674,1.5209,6.0677,0.5762,0.0339,1a94
5.7000,54.9270,464.5353,0.6934,24.5918,2.0786,0.6543,1.2178,0.0000,0.0000,0.0000,0.2000,1a99
6.9200,145.1071,2285.8169,4.4209,66.2061,7.2299,51.3061,249.9420,2.7498,6.2591,2.7013,0.0488,1a9m
8.4000,127.3689,2054.1599,3.9394,52.6458,8.3258,33.9820,225.5692,0.5073,8.1562,0.2834,0.0526,1aaq
6.7400,101.0037,1307.9453,4.1768,2.9426,5.2184,4.8445,42.9866,0.0866,0.0000,0.3747,0.2000,1add
5.3600,70.5742,1241.9071,1.0706,69.0388,1.3180,31.6221,61.3115,0.2940,42.5549,0.0000,0.0667,1adl
6.0000,36.1628,630.6946,3.2818,0.0000,8.5971,3.9895,8.2032,0.0000,0.0000,0.0000,0.1818,1ado
6.6200,84.4811,1148.8611,2.9235,0.0000,6.4940,15.2973,147.3322,0.2231,0.0000,0.3345,0.1000,1afk
6.2800,81.6786,1133.2999,3.7078,0.0000,6.9876,22.9059,174.8940,0.4606,0.0000,0.6869,0.1053,1afl
2.5000,46.2917,686.9709,1.1042,28.7740,0.7367,2.1144,11.4765,0.0002,0.0000,0.0000,0.2500,1ai4
4.0900,54.6988,514.4036,0.7252,37.1906,0.6596,0.0000,0.0000,0.0000,0.0000,0.0000,0.6667,1ai7
4.8200,59.9966,1200.6239,0.3813,54.5937,0.0000,12.6215,98.1072,0.0322,7.6777,0.0000,0.1333,1aid
3.8700,71.4714,1108.9678,1.0832,21.2228,2.1088,5.8365,43.6998,0.2845,0.0000,0.0000,0.1111,1aj7
2.6300,49.7473,794.9396,1.5103,42.0574,0.2296,3.8189,17.1107,0.0291,0.0000,0.0000,0.2500,1ajn
7.7200,149.2428,2287.3540,8.5026,87.8743,6.2498,31.0483,283.0617,0.5841,7.3372,0.0000,0.0833,1ajv
7.9100,129.0220,2200.3762,4.6234,73.1853,3.2137,40.6008,286.9643,0.3865,16.5450,0.3330,0.0833,1ajx
6.5200,50.6507,689.9892,0.3747,53.7714,0.5407,2.5582,14.4825,0.0440,0.0000,0.0000,0.2222,1alw
4.3000,67.5653,578.5380,2.6593,0.0000,5.3949,2.1162,4.3410,0.0000,0.0000,0.0000,0.2500,1amk
4.5400,59.9956,1308.8058,1.3140,0.0000,3.1942,14.4088,114.2609,0.4631,0.0000,0.0000,0.1176,1amw
9.0000,114.8765,1795.5170,3.7343,53.8461,7.4696,35.0924,220.9918,0.6440,12.9824,1.2118,0.0625,1apv
6.2800,108.8142,1287.4841,2.0140,31.0507,2.1143,14.2071,74.3485,0.0202,0.6484,0.0000,0.0952,1atl
3.1300,32.7633,615.4417,1.2170,6.2451,2.8014,4.0428,17.5220,0.6422,0.0000,1.2605,0.2000,1ax0
3.2000,36.8787,581.3211,1.4432,0.0000,3.8285,1.1262,3.1130,0.1836,0.0000,0.6122,0.2222,1axz
7.1200,118.1805,1604.4252,5.0733,13.9616,11.5395,13.0754,97.6356,0.4451,0.0000,0.2556,0.0588,1b05
6.7000,149.4612,2261.2180,6.9493,71.5396,6.6230,21.2742,169.6325,1.7882,0.0000,1.0537,0.0571,1b0h
7.0300,138.4920,2025.0127,5.0867,46.0174,11.4196,15.9409,154.6568,0.3281,1.5560,0.2219,0.0541,1b1h
4.5400,136.5658,1791.0066,3.8131,32.4399,4.8505,19.1333,111.5973,1.2865,0.1081,0.0000,0.0526,1b2h
7.1000,135.4157,1757.5221,5.2378,22.2615,11.9361,12.1020,124.3798,0.4946,0.0000,0.3350,0.0541,1b32
6.6000,108.0850,1834.2406,4.4094,0.0000,7.5334,17.4585,139.8095,0.3843,0.0000,0.0000,0.0952,1b38
6.8900,141.5526,1907.9910,5.7747,19.6648,12.6676,14.7969,138.1032,0.5081,0.0000,0.3850,0.0571,1b3f
6.7000,123.8362,1712.7244,4.7993,34.4382,11.0517,15.8722,121.8820,0.4347,0.0000,0.4721,0.0571,1b3g
6.2100,129.5637,1983.8110,2.9053,42.9080,6.2431,13.5031,142.3681,1.1989,0.5273,0.0000,0.0571,1b3h
5.8900,110.8939,1433.2598,4.9876,14.7974,11.5777,10.7557,89.8566,0.1508,0.0000,0.1561,0.0645,1b3l
7.2800,145.2694,1984.6642,5.5419,44.3880,11.6070,14.8069,143.8501,0.4383,0.0000,0.3648,0.0571,1b40
5.2800,111.9872,1706.9680,3.6883,33.4680,6.7425,14.0881,111.8755,1.4105,0.4214,0.0000,0.0690,1b46
5.4600,120.3308,1698.8922,4.7423,18.4431,8.8988,17.1007,107.2959,0.0321,0.0000,0.0000,0.0556,1b4h
5.2300,135.7080,1776.0715,6.3606,37.9605,8.0297,22.4346,109.6086,1.3200,0.2625,0.5500,0.0571,1b4z
7.3700,117.0230,1612.2164,4.3602,13.6375,10.9329,14.3642,95.0816,0.2774,0.0000,1.0156,0.0588,1b51
7.1200,118.8951,1639.0016,4.8425,19.4733,11.8290,14.6481,113.2206,0.4603,0.0000,0.4885,0.0588,1b52
7.4000,74.3416,1191.9106,3.5836,0.0000,8.4698,30.0977,133.4529,1.5740,0.0000,1.6131,0.1000,1b55
6.5900,147.2661,1994.6335,4.9370,38.4483,8.0379,21.9902,152.9895,0.3976,0.4780,0.0000,0.0556,1b58
6.0100,125.9491,1631.8815,5.5275,15.0504,11.3246,13.3626,108.5628,0.4919,0.0000,0.9896,0.0588,1b5h
7.0500,122.6715,1731.1344,5.2302,20.5680,12.1172,13.7877,125.4516,0.5809,0.0000,0.4599,0.0571,1b5i
7.4300,132.3201,1819.8751,5.1876,27.1928,12.9126,13.3067,134.2192,0.4404,0.0000,0.3193,0.0541,1b5j
7.8200,124.8540,1682.9830,4.9236,30.5223,11.7406,14.1545,111.0852,0.3855,0.0000,0.3259,0.0571,1b6h
7.9200,149.7655,2535.0500,4.9070,54.4717,6.2657,36.2920,288.8702,1.6377,4.8717,0.0000,0.0690,1b6j
8.7400,133.3848,2425.0266,3.0575,65.3389,5.8110,34.7763,269.5673,1.0155,6.6229,0.6657,0.0714,1b6k
8.3000,111.0030,2084.5344,2.5601,45.9346,5.4051,16.1463,179.8834,1.3497,1.6276,0.2792,0.1176,1b6l
8.4000,123.2764,2236.2554,2.9462,76.9838,4.5531,26.7261,208.8128,1.6256,0.5326,0.5513,0.0800,1b6m
10.5200,105.9756,1357.9315,3.2751,2.6976,6.2138,9.5088,49.4874,0.5525,0.0000,0.0000,0.2000,1b8n
7.8500,124.7692,1609.8295,0.9654,55.5207,1.8140,8.0065,76.2741,0.0000,5.8537,0.0000,0.1429,1b8y
7.7000,170.8384,2952.2732,6.2483,100.3026,5.7268,78.5784,496.8387,1.4138,18.8546,1.6222,0.0339,1bai
8.7000,39.9310,529.7645,1.6639,9.6408,4.2759,0.0000,0.0000,0.0000,0.0000,0.0000,0.4000,1bcd
3.7000,41.7383,607.7475,2.5242,0.4627,6.0691,4.8470,17.4739,0.4144,0.0000,0.9534,0.2000,1bcj
6.3400,123.7019,2075.7373,3.1800,98.4619,1.4422,38.6477,228.5054,1.9357,8.0167,0.0000,0.0645,1bdq
8.5700,69.8442,1302.7770,3.0943,24.4672,1.9334,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,1bgq
4.3800,128.0587,1303.3734,4.0920,35.0358,6.3700,58.3867,365.7028,1.2987,3.5829,1.3619,0.0476,1bhf
6.8400,102.6466,1566.5544,2.5505,51.9736,3.6471,15.7172,149.8780,0.3544,0.3135,0.1598,0.1000,1bhx
4.8000,52.2074,818.5230,1.3487,15.5534,3.1393,5.5596,44.1661,0.0655,0.0000,0.0000,0.2222,1bju
5.5400,92.8541,1199.3925,2.3971,13.9471,4.5677,6.9774,69.7087,0.6556,5.0956,0.0000,0.1538,1bjv
7.5200,70.0730,1199.4376,0.6780,56.0044,0.8772,4.8216,66.6776,0.4813,6.3210,0.7140,0.2000,1bm7
9.3400,91.0198,1270.0211,2.2342,27.1402,1.9297,9.3497,75.7218,0.0382,7.0343,0.0000,0.1538,1bn1
9.8900,66.8453,1162.9058,1.6429,12.0334,2.5143,0.8170,27.0686,0.0000,0.0000,0.0000,0.2857,1bn3
9.3100,92.1780,1339.8300,2.6019,18.9104,1.9193,10.0750,85.3925,0.0241,6.3425,0.0000,0.1333,1bn4
10.0000,66.0191,1148.6003,1.7593,12.7018,2.9656,0.8382,26.8401,0.0000,0.0000,0.0000,0.2857,1bnn
9.4900,62.6464,1148.2098,1.6051,15.0993,2.8415,10.9157,60.4152,0.0608,1.0501,0.0000,0.1333,1bnq
9.8000,77.4174,1140.9386,3.0968,28.9003,4.2079,0.7080,27.7148,0.0000,0.0000,0.0000,0.2500,1bnt
9.7000,67.8337,1121.6067,2.6960,18.3009,4.2477,5.6633,57.0553,0.1021,0.0000,0.0000,0.2000,1bnu
8.7700,70.3645,1156.4015,3.3593,11.2460,3.8024,4.1620,44.7288,0.0220,0.0000,0.0000,0.2222,1bnv
9.0800,84.0834,1143.3030,2.0559,14.3238,3.0475,8.1393,60.6277,0.0056,1.5334,0.0000,0.1538,1bnw
5.4000,53.8143,982.3326,2.9899,1.5591,7.2175,10.0553,62.0665,0.2594,0.6265,0.0000,0.1818,1bp0
5.2200,50.3739,1144.5142,3.9001,0.5229,8.2164,33.5054,88.0925,0.6913,0.0000,0.0000,0.1429,1bq4
3.2200,81.2796,1193.8434,2.5779,10.0757,4.4171,6.1096,69.4256,0.3037,0.0000,0.0000,0.1818,1br6
9.3000,169.6828,2666.0630,4.1429,99.7282,7.1849,40.0667,415.0729,0.5662,21.3492,0.0000,0.0714,1bv7
9.9600,161.7714,2675.8569,4.8589,87.0544,7.9977,41.3853,415.8498,0.9264,22.5908,0.0000,0.0714,1bv9
8.6000,169.1829,2677.1882,9.0551,86.8489,5.0700,45.8250,423.1075,0.3847,22.6811,0.0000,0.0714,1bwa
8.4200,163.9047,2870.0337,7.0020,84.4178,3.5319,47.3051,468.6622,0.9329,25.5099,1.3130,0.0714,1bwb
7.3800,138.2088,2012.4617,3.5547,76.4759,6.8353,49.6716,274.4516,1.0967,5.0715,0.7857,0.0500,1bxq
3.4000,155.5362,2158.4038,8.0293,0.0000,6.3401,20.2065,159.8710,1.1386,0.0000,1.1194,0.0952,1bxr
5.0000,95.2198,1694.0356,9.3244,0.0000,12.6081,13.6343,115.9166,1.7424,0.0000,2.2420,0.0952,1byk
4.9200,103.6950,1246.8041,3.2359,69.0669,2.7589,15.5019,86.2189,0.0964,2.5891,0.0000,0.1111,1bzc
4.6600,55.4207,800.2941,0.8336,62.0215,0.7358,3.8175,40.8912,0.0020,2.0872,0.0000,0.2500,1bzj
8.3400,136.6357,1594.1121,10.3502,6.6681,16.1055,6.7132,82.8203,0.2258,0.0000,0.0000,0.1667,1bzy
7.6300,83.3552,1145.5510,2.5412,21.5883,5.1147,2.6657,51.4551,0.0984,0.0000,0.4480,0.2222,1c1r
8.2500,82.2269,1257.0367,2.6646,25.4297,4.5936,3.3669,51.5141,0.0665,0.0000,0.3684,0.2222,1c1u
7.6400,97.7955,1410.3719,2.8607,33.3219,4.5773,6.5809,69.0402,0.0155,0.0000,0.1780,0.1538,1c1v
6.5900,120.6377,1724.7601,4.0098,43.6673,5.4337,17.2923,162.7480,0.1796,18.6060,0.0000,0.0870,1c2t
6.5900,108.7143,1645.0162,3.0608,42.3814,4.3962,14.5346,145.4022,0.0882,14.6471,0.0000,0.0870,1c3e
3.6800,47.3467,696.2561,1.5671,3.6014,2.8088,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1c3x
10.3700,129.3125,1764.1279,4.5654,47.6174,3.3631,25.1021,168.1128,0.2637,0.0000,0.3332,0.1176,1c4u
6.9600,91.7064,1168.2408,3.3075,54.2386,4.0839,10.8889,57.7133,1.8647,0.5461,1.1642,0.2500,1c5c
4.7000,62.3068,712.3088,1.0361,6.4866,2.1608,0.6959,9.7524,0.0000,0.0000,0.0000,0.4000,1c5n
3.4900,40.3283,573.8683,1.0278,5.7020,2.3163,0.7838,2.1731,0.0000,0.0000,0.0000,0.4000,1c5o
4.6800,59.2938,610.8219,1.2290,5.6623,3.2580,0.8525,2.1504,0.0000,0.0000,0.0000,0.4000,1c5p
6.3600,72.0785,759.0647,2.1676,4.1297,4.0879,0.6814,9.7807,0.0000,0.0000,0.0000,0.4000,1c5q
6.0000,60.8777,695.5934,1.3262,7.4624,3.3885,0.3646,8.5363,0.0000,0.0000,0.0000,0.4000,1c5s
4.1000,57.0876,727.9175,1.0658,3.8852,2.6043,0.3146,8.5236,0.0000,0.0000,0.0000,0.4000,1c5t
6.6800,72.5404,770.3239,2.3719,6.4944,4.0203,0.3785,10.2138,0.0000,0.0000,0.0000,0.4000,1c5x
4.2000,49.7481,711.9814,0.6925,6.1609,1.8447,0.5649,8.3167,0.0000,0.0000,0.0000,0.4000,1c5y
4.0100,60.6773,613.2367,1.4683,6.5521,3.3196,0.7516,2.1922,0.0000,0.0000,0.0000,0.4000,1c5z
10.3000,146.5309,2400.2981,2.8839,83.8114,4.7288,32.4720,300.7709,1.3896,5.5799,0.0000,0.0714,1c70
4.8500,72.4598,833.9799,1.7601,40.3393,0.5897,8.3346,36.7289,0.5997,0.0000,0.8345,0.2500,1c83
5.0000,61.4245,766.0209,1.2120,59.6728,0.4367,7.8403,42.3518,0.1989,0.0000,0.6615,0.2500,1c84
4.7000,101.0824,1023.0787,7.3187,22.0018,8.6988,4.7970,38.2072,0.3157,0.0000,0.6201,0.2500,1c86
4.2000,60.4105,752.6304,1.8253,20.7804,1.6856,9.1311,35.3842,0.2723,0.0000,0.3880,0.2500,1c87
5.2900,102.2879,1026.8810,6.2382,23.6319,6.1065,6.3137,35.7677,1.2424,0.0000,1.0000,0.2500,1c88
