pbindaff,Hydrophobic,Vdw,HBond,Ent,6.6,7.6,8.6,16.6,6.7,7.7,8.7,16.7,6.8,7.8,8.8,16.8,6.16,7.16,8.16,16.16,6.15,7.15,8.15,16.15,6.9,7.9,8.9,16.9,6.17,7.17,8.17,16.17,6.35,7.35,8.35,16.35,6.53,7.53,8.53,16.53,PDB
9.30,-0.7654,-1.0905,0.0000,0.0840,0.0000,0.0000,0.0000,0.0000,224.0000,75.0000,79.0000,1.0000,1272.0000,405.0000,459.0000,6.0000,0.0000,0.0000,0.0000,0.0000,426.0000,140.0000,154.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2iw4
4.45,-1.6303,-2.2248,0.0000,0.2940,3073.0000,805.0000,791.0000,19.0000,444.0000,119.0000,121.0000,2.0000,1180.0000,310.0000,303.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2wbg
6.08,-1.5917,-2.2678,0.0000,0.2940,3115.0000,804.0000,799.0000,19.0000,449.0000,119.0000,122.0000,2.0000,1164.0000,315.0000,300.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2wc3
5.29,-1.7168,-2.2422,0.0000,0.2940,3076.0000,783.0000,783.0000,19.0000,442.0000,120.0000,119.0000,2.0000,958.0000,249.0000,247.0000,4.0000,218.0000,64.0000,62.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2wc4
6.10,-2.3211,-3.2990,0.0000,0.5040,2187.0000,585.0000,565.0000,19.0000,696.0000,185.0000,177.0000,6.0000,2636.0000,697.0000,727.0000,17.0000,0.0000,0.0000,0.0000,0.0000,553.0000,147.0000,162.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2yay
5.14,-2.0479,-2.4794,0.0000,0.2520,2162.0000,583.0000,550.0000,19.0000,497.0000,130.0000,123.0000,5.0000,1813.0000,470.0000,463.0000,13.0000,0.0000,0.0000,0.0000,0.0000,203.0000,56.0000,56.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2yaz
3.85,-1.5720,-2.1362,0.0000,0.0840,2169.0000,585.0000,551.0000,19.0000,501.0000,133.0000,122.0000,5.0000,1218.0000,307.0000,303.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2yb0
4.15,-1.5760,-1.5586,-0.0016,0.2520,2205.0000,642.0000,685.0000,48.0000,180.0000,44.0000,50.0000,6.0000,1638.0000,478.0000,507.0000,34.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2xg9
7.26,-1.2562,-1.2605,-0.0079,0.0000,1232.0000,391.0000,338.0000,13.0000,212.0000,70.0000,54.0000,2.0000,633.0000,187.0000,167.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2xib
