pbindaff,gauss1_inter_1,gauss2_inter_1,repulsion_inter_1,hydrophobic_inter_1,hydrogenbonding_inter_1,gauss1_intra_1,gauss2_intra_1,repulsion_intra_1,hydrophobic_intra_1,hydrogenbonding_intra_1,gauss1_inter_2,gauss2_inter_2,repulsion_inter_2,hydrophobic_inter_2,hydrogenbonding_inter_2,gauss1_intra_2,gauss2_intra_2,repulsion_intra_2,hydrophobic_intra_2,hydrogenbonding_intra_2,gauss1_inter_3,gauss2_inter_3,repulsion_inter_3,hydrophobic_inter_3,hydrogenbonding_inter_3,gauss1_intra_3,gauss2_intra_3,repulsion_intra_3,hydrophobic_intra_3,hydrogenbonding_intra_3,gauss1_inter_4,gauss2_inter_4,repulsion_inter_4,hydrophobic_inter_4,hydrogenbonding_inter_4,gauss1_intra_4,gauss2_intra_4,repulsion_intra_4,hydrophobic_intra_4,hydrogenbonding_intra_4,gauss1_inter_5,gauss2_inter_5,repulsion_inter_5,hydrophobic_inter_5,hydrogenbonding_inter_5,gauss1_intra_5,gauss2_intra_5,repulsion_intra_5,hydrophobic_intra_5,hydrogenbonding_intra_5,gauss1_inter_6,gauss2_inter_6,repulsion_inter_6,hydrophobic_inter_6,hydrogenbonding_inter_6,gauss1_intra_6,gauss2_intra_6,repulsion_intra_6,hydrophobic_intra_6,hydrogenbonding_intra_6,gauss1_inter_7,gauss2_inter_7,repulsion_inter_7,hydrophobic_inter_7,hydrogenbonding_inter_7,gauss1_intra_7,gauss2_intra_7,repulsion_intra_7,hydrophobic_intra_7,hydrogenbonding_intra_7,gauss1_inter_8,gauss2_inter_8,repulsion_inter_8,hydrophobic_inter_8,hydrogenbonding_inter_8,gauss1_intra_8,gauss2_intra_8,repulsion_intra_8,hydrophobic_intra_8,hydrogenbonding_intra_8,gauss1_inter_9,gauss2_inter_9,repulsion_inter_9,hydrophobic_inter_9,hydrogenbonding_inter_9,gauss1_intra_9,gauss2_intra_9,repulsion_intra_9,hydrophobic_intra_9,hydrogenbonding_intra_9,nacttors,ninacttors,PDB
2.0000,47.0620,748.3900,2.2542,12.5754,5.4980,4.1611,18.1131,0.5279,1.0000,1.0000,56.9281,802.8096,2.2505,3.0372,4.8536,4.2851,18.1978,0.3546,1.0000,0.8507,53.8114,794.5436,1.9400,4.6437,4.4001,4.3626,18.2054,0.1179,1.0000,0.4440,46.5154,770.9142,1.4855,4.1469,4.2053,5.1163,18.1559,0.0014,1.0000,0.0327,45.7498,728.6942,1.6054,3.6197,4.4316,5.0552,18.1676,0.0372,1.0000,0.2754,45.3763,734.7136,1.5702,3.3687,4.4588,3.3850,18.1494,0.5560,1.0000,0.9736,42.6171,708.0365,1.5636,13.2620,3.7830,3.9702,18.1175,0.5356,1.0000,1.0000,42.5094,689.3947,1.2261,5.5623,3.1591,4.4139,18.1904,0.2267,1.0000,0.6802,33.0357,716.8830,1.1501,1.7088,3.4935,4.6600,18.1175,0.1257,1.0000,0.5065,2.0000,3g2y
2.0500,77.4007,1391.9580,2.5415,0.0000,5.0651,10.3779,85.1481,0.3031,0.0000,0.6878,72.2481,1379.1392,2.5494,0.0000,4.7943,15.3328,89.0504,0.6224,0.0000,1.2989,64.3334,1336.5642,2.2695,0.0000,4.2056,14.7863,93.5117,0.2386,0.0000,0.2473,60.5503,1314.2091,1.6608,0.0000,2.9843,11.0933,87.7166,0.2674,0.0000,0.6217,76.1107,1333.8265,2.7303,0.0000,3.3287,14.9778,96.1106,0.2153,0.0000,0.0000,68.2058,1294.4264,0.6434,0.0000,0.7631,13.6806,91.7235,0.6312,0.0000,1.0554,62.9346,1196.1743,0.9123,0.0000,2.0962,10.1774,86.7053,0.2967,0.0000,0.7782,61.5185,1136.4727,2.0785,0.0000,4.3242,12.9544,83.4503,0.0752,0.0000,0.1898,68.9516,1172.3027,1.5428,0.0000,2.3827,13.0790,92.9283,0.5770,0.0000,0.9745,6.0000,1jfh
2.0600,52.6033,614.8804,2.6281,1.3568,5.6191,1.8100,5.8506,0.0586,0.0000,0.0000,60.6769,633.0272,2.8897,2.0526,5.2183,1.0233,6.9619,0.0000,0.0000,0.0000,57.3588,653.3312,0.5152,5.0905,1.2531,1.1781,5.9031,0.0000,0.0000,0.0000,52.4448,666.6956,0.7358,5.1716,1.4279,2.5879,4.5283,0.0021,0.0000,0.0000,44.7406,556.9611,1.7095,2.1877,4.1865,0.8974,5.7296,0.0000,0.0000,0.0000,46.1899,641.4215,1.1084,4.8427,2.2336,2.2576,5.8250,0.0000,0.0000,0.0000,46.2498,662.9412,0.7142,1.9572,1.2044,1.1510,5.6223,0.0000,0.0000,0.0000,47.0816,530.0285,1.6398,1.2183,3.5263,4.8447,2.7433,0.0604,0.0000,0.0000,39.0454,599.2947,0.5892,3.0123,1.8084,0.2200,7.2842,0.0000,0.0000,0.0000,4.0000,1qq9
2.1200,38.0537,678.5937,1.0894,4.9405,2.6678,5.5286,8.7270,0.4046,0.7103,0.8902,39.1454,650.3415,1.4663,10.9124,2.5357,7.2236,8.7118,0.1067,0.7050,0.4057,35.5304,643.8345,1.2861,5.4760,2.8790,5.8349,8.5303,0.2075,0.6997,0.6059,36.8939,618.6743,0.7502,6.6732,2.0997,6.9865,8.3734,0.2915,0.5235,0.5622,30.1044,574.0095,1.0140,7.6181,2.3569,6.2750,9.1263,0.1530,0.7335,0.4963,28.6436,620.2557,1.1224,1.1415,2.5233,6.3217,8.3758,0.1380,0.6899,0.4317,38.4023,583.0318,0.7252,2.5293,1.6099,7.1147,7.6865,0.3128,0.4827,0.6436,39.4590,535.3633,0.7415,7.6816,1.6521,5.8145,8.5628,0.4642,0.5392,0.8921,37.3085,561.3069,0.6680,6.3424,1.3489,6.7195,8.8992,0.1596,0.7168,0.5247,2.0000,3gv9
2.1700,60.0586,984.8405,1.4823,40.7659,3.5755,5.0915,39.6695,0.0577,4.4588,0.0000,66.5799,1017.4418,1.8548,43.7391,3.3207,4.9966,39.5675,0.1024,4.4356,0.0000,79.5608,1090.7366,2.0302,41.5869,1.6973,4.8269,38.7231,0.1564,4.4328,0.0000,71.8668,979.7916,1.4866,44.4377,2.9254,4.4616,40.2342,0.8697,4.4458,0.0000,48.4142,873.0027,1.4638,19.6971,3.1854,5.1586,38.8260,0.0530,4.4291,0.0000,68.8259,708.0591,0.6829,44.5801,0.6652,4.5183,39.0116,0.0499,4.4335,0.0000,59.5133,762.4089,1.0090,42.1417,1.3516,5.1655,39.5082,0.0792,4.4602,0.0000,50.2445,841.6411,0.6532,30.2246,1.2048,4.7778,40.2713,0.0371,4.4548,0.0000,48.5660,874.8865,0.7735,28.9374,1.3819,4.3195,39.0509,0.1117,4.4366,0.0000,3.0000,3gqz
2.2100,42.9977,696.0674,1.1340,11.6531,2.6190,0.0000,0.0000,0.0000,0.0000,0.0000,40.7290,690.4503,1.9577,7.2002,4.1142,0.0000,0.0000,0.0000,0.0000,0.0000,43.1690,705.3303,2.2176,2.7394,4.4030,0.0000,0.0000,0.0000,0.0000,0.0000,42.9599,699.8493,0.7537,12.4736,1.4486,0.0000,0.0000,0.0000,0.0000,0.0000,42.9428,700.1056,1.5042,6.1597,2.8631,0.0000,0.0000,0.0000,0.0000,0.0000,37.6601,703.4528,1.1724,5.6521,2.2011,0.0000,0.0000,0.0000,0.0000,0.0000,38.1750,700.3232,1.7543,7.1507,2.8041,0.0000,0.0000,0.0000,0.0000,0.0000,41.0121,705.9083,2.4729,2.4939,3.8269,0.0000,0.0000,0.0000,0.0000,0.0000,37.6415,677.8905,0.9620,4.7065,1.8255,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1x8d
2.2200,124.0729,1466.6768,2.1126,0.0000,3.5448,25.9810,111.1880,0.4399,0.0000,0.5974,103.8178,1427.5112,2.6708,0.0000,5.9419,28.4542,96.0286,0.1790,0.0000,0.0000,112.0365,1455.9359,2.4836,0.0000,5.1823,17.3018,106.7818,0.1491,0.0000,0.0000,111.8907,1253.4496,2.5189,0.0000,5.7598,23.0308,152.7948,0.1803,0.0000,0.2470,99.8658,1309.0317,1.8076,0.0000,4.4732,32.9182,154.9188,0.1018,0.0000,0.0000,107.9841,1463.4171,1.7310,0.0000,3.4908,19.4626,104.2124,0.0556,0.0000,0.0000,112.3494,1345.1143,2.4371,0.0000,5.1888,16.5423,118.6420,0.0801,0.0000,0.0000,103.8745,1283.2695,1.8568,0.0000,4.5256,31.1330,131.3127,0.2335,0.0000,0.0000,92.1970,1435.1742,2.1748,0.0000,5.0509,22.8163,100.9837,0.2006,0.0000,0.0000,25.0000,1icj
2.2200,64.4309,822.2391,2.4951,13.7970,5.1435,0.0000,0.0000,0.0000,0.0000,0.0000,59.7443,816.0317,3.3264,5.1688,3.9277,0.0000,0.0000,0.0000,0.0000,0.0000,64.8257,827.0405,3.3095,9.0336,2.9086,0.0000,0.0000,0.0000,0.0000,0.0000,58.4801,797.1938,3.2219,6.6191,3.4758,0.0000,0.0000,0.0000,0.0000,0.0000,64.2035,813.9303,3.1908,12.6017,2.3576,0.0000,0.0000,0.0000,0.0000,0.0000,41.2684,495.4766,2.4821,1.6176,5.8745,0.0000,0.0000,0.0000,0.0000,0.0000,66.8183,817.0319,4.4814,5.1498,3.8505,0.0000,0.0000,0.0000,0.0000,0.0000,63.6848,814.2598,4.8673,6.6499,4.3658,0.0000,0.0000,0.0000,0.0000,0.0000,56.3147,534.4921,2.5076,0.6527,4.2110,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2aac
2.2600,55.6586,518.8095,2.6179,0.0000,4.3463,1.6647,1.6274,0.1951,0.0000,0.0000,41.4062,498.5678,1.9318,0.0000,3.7794,2.4972,1.5593,0.0487,0.0000,0.0000,45.6237,509.4937,2.1995,0.0000,3.7192,2.4690,1.6297,0.0208,0.0000,0.0000,33.9607,428.8297,0.9786,0.0000,3.0562,2.6499,1.5284,0.0736,0.0000,0.0000,29.0006,405.8364,1.0705,0.0000,3.4679,2.2840,1.3312,0.2644,0.0000,0.0000,29.6933,393.7881,1.1994,0.0000,2.5319,2.9290,1.6170,0.0172,0.0000,0.0000,29.6441,358.3736,0.7509,0.0000,2.1183,2.8009,1.6126,0.0102,0.0000,0.0000,27.0396,379.3349,0.8360,0.0000,2.1634,2.8671,1.6506,0.0183,0.0000,0.0000,24.9010,357.4624,0.9283,0.0000,2.5737,2.9292,1.6470,0.0060,0.0000,0.0000,2.0000,1ew8
2.2700,46.4399,549.8908,0.8465,7.4564,2.0414,1.1098,4.2553,0.0000,0.0000,0.0000,45.2125,551.1509,0.8872,7.1662,2.1232,1.0109,4.2913,0.0000,0.0000,0.0000,39.9800,579.9303,0.6596,4.2331,1.8054,1.2932,3.2800,0.0201,0.0000,0.0000,41.4912,576.9930,0.6745,5.1553,1.2238,1.6530,3.7164,0.0005,0.0000,0.0000,40.7654,531.2234,0.4191,5.1794,0.8912,2.0960,2.4989,0.0516,0.0000,0.0000,35.8453,537.4167,0.4551,5.7296,1.0924,1.5315,3.7284,0.0000,0.0000,0.0000,36.5318,482.6983,0.6204,5.2836,1.4414,1.1265,4.2256,0.0000,0.0000,0.0000,42.1547,534.6594,0.1764,5.4534,0.0000,1.0582,4.3398,0.0000,0.0000,0.0000,34.6829,507.6155,0.3695,6.5387,0.6606,1.6350,3.2608,0.0301,0.0000,0.0000,2.0000,1uto
