pbindaff,gauss1_inter_1,gauss2_inter_1,repulsion_inter_1,hydrophobic_inter_1,hydrogenbonding_inter_1,gauss1_intra_1,gauss2_intra_1,repulsion_intra_1,hydrophobic_intra_1,hydrogenbonding_intra_1,gauss1_inter_2,gauss2_inter_2,repulsion_inter_2,hydrophobic_inter_2,hydrogenbonding_inter_2,gauss1_intra_2,gauss2_intra_2,repulsion_intra_2,hydrophobic_intra_2,hydrogenbonding_intra_2,nacttors,ninacttors,PDB
2.0000,47.0620,748.3900,2.2542,12.5754,5.4980,4.1611,18.1131,0.5279,1.0000,1.0000,56.9281,802.8096,2.2505,3.0372,4.8536,4.2851,18.1978,0.3546,1.0000,0.8507,2.0000,3g2y
2.0500,77.4007,1391.9580,2.5415,0.0000,5.0651,10.3779,85.1481,0.3031,0.0000,0.6878,72.2481,1379.1392,2.5494,0.0000,4.7943,15.3328,89.0504,0.6224,0.0000,1.2989,6.0000,1jfh
2.0600,52.6033,614.8804,2.6281,1.3568,5.6191,1.8100,5.8506,0.0586,0.0000,0.0000,60.6769,633.0272,2.8897,2.0526,5.2183,1.0233,6.9619,0.0000,0.0000,0.0000,4.0000,1qq9
2.1200,38.0537,678.5937,1.0894,4.9405,2.6678,5.5286,8.7270,0.4046,0.7103,0.8902,39.1454,650.3415,1.4663,10.9124,2.5357,7.2236,8.7118,0.1067,0.7050,0.4057,2.0000,3gv9
2.1700,60.0586,984.8405,1.4823,40.7659,3.5755,5.0915,39.6695,0.0577,4.4588,0.0000,66.5799,1017.4418,1.8548,43.7391,3.3207,4.9966,39.5675,0.1024,4.4356,0.0000,3.0000,3gqz
2.2100,42.9977,696.0674,1.1340,11.6531,2.6190,0.0000,0.0000,0.0000,0.0000,0.0000,40.7290,690.4503,1.9577,7.2002,4.1142,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1x8d
2.2200,124.0729,1466.6768,2.1126,0.0000,3.5448,25.9810,111.1880,0.4399,0.0000,0.5974,103.8178,1427.5112,2.6708,0.0000,5.9419,28.4542,96.0286,0.1790,0.0000,0.0000,25.0000,1icj
2.2200,64.4309,822.2391,2.4951,13.7970,5.1435,0.0000,0.0000,0.0000,0.0000,0.0000,59.7443,816.0317,3.3264,5.1688,3.9277,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2aac
2.2600,55.6586,518.8095,2.6179,0.0000,4.3463,1.6647,1.6274,0.1951,0.0000,0.0000,41.4062,498.5678,1.9318,0.0000,3.7794,2.4972,1.5593,0.0487,0.0000,0.0000,2.0000,1ew8
2.2700,46.4399,549.8908,0.8465,7.4564,2.0414,1.1098,4.2553,0.0000,0.0000,0.0000,45.2125,551.1509,0.8872,7.1662,2.1232,1.0109,4.2913,0.0000,0.0000,0.0000,2.0000,1uto
2.2800,84.1998,950.7894,4.3915,0.0000,9.3483,1.0365,5.5507,0.5041,0.0000,0.7615,51.8035,861.7439,1.6010,0.0000,4.3360,0.2536,6.7511,0.4364,0.0000,0.9437,1.0000,1ps3
2.2800,67.9062,766.1292,2.9543,22.8644,5.4759,1.2682,10.4370,0.4330,0.0000,0.0000,68.5555,769.0294,2.0162,21.5568,4.3491,1.0689,10.3726,0.6036,0.0000,0.0000,2.0000,3ip8
2.3000,59.2922,907.0056,2.3985,12.9317,5.4485,1.8648,22.9897,0.1549,0.0000,0.5381,67.0694,962.7356,4.0523,7.7255,6.0472,3.2580,22.6704,0.1506,0.0000,0.5421,3.0000,3dyo
2.3000,59.0297,779.4205,0.8528,41.3307,1.8878,2.6075,8.7980,0.0000,0.0000,0.0000,55.4578,759.3590,2.0358,41.5173,3.3443,2.0577,8.8247,0.1427,0.0000,0.0000,2.0000,3pcg
2.3100,105.2146,1570.3795,6.3774,24.0652,11.0121,9.3936,97.7942,0.7079,1.2978,1.0000,114.3557,1584.2339,5.6930,23.7866,7.8428,10.7241,104.4891,0.7618,1.5863,0.1705,7.0000,1m0o
2.3500,72.3176,1079.2997,4.7669,0.0000,8.9922,11.9903,77.7678,0.7005,0.0000,1.0845,66.2302,1035.6356,4.4913,0.0000,8.1474,13.1514,75.1968,0.7881,0.0000,2.2431,4.0000,1qi0
2.3500,43.6803,710.1649,1.5128,24.5084,2.9603,9.4828,18.6041,0.2980,0.0000,0.0000,34.9623,756.2621,1.4794,14.4628,3.2900,9.5638,19.1081,0.3093,0.0000,0.0000,2.0000,3gtc
2.3600,54.0700,745.6436,3.7802,13.8365,7.8228,2.6030,18.4493,0.0719,0.0000,0.0000,49.1954,754.1465,2.2607,10.9542,6.0115,3.0119,17.4889,0.0935,0.0000,0.0000,2.0000,3g2z
2.3800,191.3158,2355.0188,9.4040,49.6293,9.6824,18.3459,162.6207,1.1902,1.5252,0.0000,181.9555,2383.9102,10.7375,45.1256,10.7955,19.3157,179.8022,2.3433,3.8089,0.0000,12.0000,3f6e
